epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_rmse,is_best
1,214.24091854613354,14.636970955962084,-0.229193886445185,44.58681493010222,260.0471030490149,16.125976229570167,0.18347183176543602,47.01471583754756,16.125976229570167,1
2,158.77003560106064,12.600398255004988,0.08920569163258596,36.43382307256878,213.48381834270918,14.611085613558448,0.3296770142327694,44.14586164722334,14.611085613558448,1
3,107.89255686770694,10.387134205583497,0.380975607279161,30.71677655913415,87.3710281887464,9.347247155295566,0.7256616051041951,37.57887334716151,9.347247155295566,1
4,35.104178545735934,5.924877929505138,0.7985919325757515,22.51632798888081,68.02648218642693,8.247816919264258,0.7864020082544306,32.50953676912694,8.247816919264258,1
5,33.28384129008162,5.769214970180572,0.8090529388263621,21.76029912720717,65.6419616989207,8.10197278441444,0.7938892228419164,31.983774556684793,8.10197278441444,1
6,32.14657366315742,5.669794852031357,0.8155617289611582,21.223965230063616,62.033167735697894,7.876113836424851,0.8052205613327582,30.532366707447096,7.876113836424851,1
7,31.265410868790035,5.591548168313765,0.8206166544671082,20.826898248202216,60.41836202150946,7.772925053462025,0.8102909272315534,29.753435966033834,7.772925053462025,1
8,30.56065139725559,5.528168888089466,0.8246750635156319,20.527088479738957,58.5833295692666,7.653974856561537,0.8160527907636285,28.417467793830312,7.653974856561537,1
9,29.885288919676537,5.466743909870038,0.8285826775150882,20.226568824514644,56.60464663121368,7.523606047620827,0.8222657055234401,29.143544274596884,7.523606047620827,1
10,29.305154189518788,5.413423525101467,0.8318641687104124,19.879777749485662,56.138852242682,7.492586568474844,0.8237282647856089,28.758473824365485,7.492586568474844,1
11,28.733388604236026,5.360353405930639,0.8351749738399417,19.387741775844475,57.02225254525622,7.551308098756859,0.8209544542743334,29.416432451455613,7.492586568474844,0
12,28.041601977535926,5.29543217510864,0.839138984420428,18.815305106006086,57.18518638886378,7.562088845536406,0.8204428548169436,27.549000628126056,7.492586568474844,0
13,27.54755239308501,5.248576228630007,0.8419582051826726,18.31821728529349,62.809363402486596,7.925235946836225,0.802783365961526,24.65675814546731,7.492586568474844,0
