epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_rmse,is_best
1,330.0406807449601,18.16702178619592,-0.8805641182199189,58.8082783296707,175.92980832359075,13.263853562273379,0.44756533169116175,47.165628966881876,13.263853562273379,1
2,75.88542266323356,8.711223946615632,0.5676066275311535,35.54199867072456,151.35507533813956,12.30264518443755,0.5247320964034181,39.271490431286715,12.30264518443755,1
3,63.08433547289298,7.942564785758257,0.6405469249388578,32.05943496918033,138.92471266172595,11.786632880649323,0.5637645030798855,42.91676813572448,11.786632880649323,1
4,51.04857294809141,7.144828409157521,0.7091264189176949,27.58485277464324,141.0108431797751,11.87479878385596,0.5572138716024528,56.55073411979114,11.786632880649323,0
5,43.98907992466121,6.632426393183773,0.7493512465351149,23.004084355304794,164.04622899994465,12.808053408113274,0.48488078774375665,70.33635498753533,11.786632880649323,0
6,40.387866903390346,6.355144924038265,0.7698708735888723,20.53318771387479,186.66608851930033,13.66258005935162,0.41385248536588803,80.12056644379676,11.786632880649323,0
7,38.81289323089455,6.22999947136712,0.778845036469664,19.55104753700219,191.56834411705844,13.840821837266581,0.3984589842066252,82.64988450110613,11.786632880649323,0
8,37.91577559016589,6.157578704722414,0.7839567934365735,19.059529608595447,203.73230932206852,14.273482945042144,0.3602630888608147,91.2700800222455,11.786632880649323,0
9,37.25887897197233,6.104005149907096,0.7876997751760816,18.817409788863337,197.0621721952949,14.037883631910763,0.38120789481967365,90.04378232533998,11.786632880649323,0
10,36.7940014895499,6.065805928928317,0.7903486352294549,18.681263584144485,204.32746742446497,14.29431606345132,0.3583942470056607,95.10044650937596,11.786632880649323,0
11,36.4077581761479,6.0338841827093175,0.7925494402067877,18.617075894938,204.27977736199404,14.292647804713893,0.35854399910834367,96.46557692324178,11.786632880649323,0
12,36.09065971086391,6.007550233735105,0.7943562601923191,18.581127166656106,210.19513212575598,14.498108030143557,0.3399692774365406,99.39567286860017,11.786632880649323,0
13,35.81872248184102,5.984874484830458,0.7959057520967354,18.542920401372772,212.40104581742625,14.57398541415708,0.33304251738480717,101.0852126992065,11.786632880649323,0
