epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_rmse,is_best
1,214.24091908542064,14.636970992498375,-0.22919389258172584,44.58681543132772,260.04709851684163,16.12597608005475,0.18347184690666518,47.014709907715165,16.12597608005475,1
2,158.77657518177563,12.600657722029005,0.08916818114806657,36.43451689858423,213.48286306922628,14.611052898356112,0.32968001602581043,44.13870729293372,14.611052898356112,1
3,108.01519593775232,10.393035932672605,0.3802719770345553,30.733358910577884,88.49952285526888,9.40741860145527,0.7221182154002459,37.76885125170541,9.40741860145527,1
4,35.12674366200478,5.926781887199656,0.7984624669365775,22.52671061480848,68.07314285862125,8.25064508686229,0.7862554980939266,32.85292242154783,8.25064508686229,1
5,33.28103052728407,5.768971349987893,0.809069064964109,21.76259125092053,65.58109996981084,8.098215932135519,0.7940803240063221,31.94515801361058,8.098215932135519,1
6,32.151269329239874,5.670208941607578,0.8155347873322468,21.226413719177263,61.97460578455819,7.872395260433946,0.8054044416512988,30.48613860318534,7.872395260433946,1
7,31.2586525568364,5.590943791829616,0.8206554305674894,20.823467394150803,60.48489018993364,7.777203333443937,0.8100820349841078,29.798510239688635,7.777203333443937,1
8,30.575226750835032,5.529487033276838,0.8245914440465827,20.527937702526835,58.59893855332595,7.6549944631304125,0.8160037792947771,28.515037067890994,7.6549944631304125,1
9,29.86985742382384,5.465332325703197,0.8286711904370168,20.21666050305251,56.753343843398454,7.533481617957681,0.8217988072087219,29.1789854803441,7.533481617957681,1
10,29.279211007164466,5.411026802231098,0.8320130156588705,19.86064729479987,56.02430572964918,7.484938665763535,0.8240879325831401,28.669991481177473,7.484938665763535,1
11,28.70277998898031,5.3574975510455785,0.835350555906225,19.351533914411142,56.703188828197796,7.530152085331431,0.8219562896586181,29.14058793361734,7.484938665763535,0
12,28.030219335285533,5.294357310679291,0.8392042807853073,18.760218133267912,56.4874644478764,7.5158143831392845,0.8226336484718992,27.09720148633816,7.484938665763535,0
13,27.493201452265158,5.2433959918857305,0.8422700192289876,18.1789661053746,61.65448826103943,7.852037306501305,0.8064095855725473,24.36629429701415,7.484938665763535,0
14,27.398773033733566,5.23438373076418,0.8428132165540655,17.964950192687837,56.07453987867752,7.488293607883656,0.8239302006105639,26.13861646767932,7.484938665763535,0
15,26.551234512183047,5.152789004063123,0.8476645181519349,17.181161192025186,56.84827510846094,7.539779593751372,0.8215007309728771,25.7736181346401,7.484938665763535,0
16,26.221010815365144,5.120645547527148,0.849559148925472,16.73763417787645,54.854250934324675,7.406365653236067,0.8277618152690739,24.39260482121068,7.406365653236067,1
17,25.907285938040634,5.0899200383564915,0.8513620275641784,16.446998289189,54.59477970087608,7.388828131973992,0.828576534578028,24.416476902219006,7.388828131973992,1
18,25.61226150310306,5.0608558036772315,0.8530517973246766,16.272261721660733,53.9824388163142,7.347274350082721,0.8304992381357759,23.815478694027757,7.347274350082721,1
19,25.321646975319723,5.0320619057598455,0.8547187307532422,16.098906433032617,52.656114531457234,7.256453392422477,0.834663796430541,23.24703833733078,7.256453392422477,1
20,25.1918785395115,5.019151179917241,0.8554637089588574,16.068884124171152,55.16608755523774,7.427387732535301,0.8267826728509806,22.8670576259979,7.256453392422477,0
21,24.99330769615294,4.999330735104673,0.8566256417560708,15.981974839271203,52.542796302416264,7.248641101783367,0.8350196063858082,23.2470366958253,7.248641101783367,1
22,24.7990638717514,4.97986584656194,0.8577169175534469,15.930706375882943,53.20721548507337,7.294327691599856,0.8329333822991456,23.900488133552997,7.248641101783367,0
