epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_r2,is_best
1,203.42043674717817,14.262553703490157,-0.15908492315415668,42.27014468509209,80.5741799060848,8.97631208529662,0.7469901813462196,35.832789312791824,0.7469901813462196,1
2,38.55010720494511,6.2088732833708855,0.7803423847793449,23.181860733070923,77.82918890032317,8.822085179333412,0.7556096904031875,35.08685245384132,0.7556096904031875,1
3,37.04037858830132,6.086080707566219,0.7889447858899763,22.950674256121047,75.4370038025796,8.685447761801223,0.7631213532277132,34.56383510389126,0.7631213532277132,1
4,35.54520368278906,5.9619798409415035,0.7974642568539407,22.13374867261422,72.08782503549259,8.490455124428953,0.7736380481928216,32.62844237714728,0.7736380481928216,1
5,34.245435193576924,5.851959942086662,0.8048703072947064,21.034216160886423,69.76549677624459,8.35257422133956,0.7809303697843039,30.38569633097511,0.7809303697843039,1
6,33.3414278508618,5.774203653552755,0.8100213200318569,20.21116818808509,67.07995124753066,8.190235047030592,0.7893632141166327,29.122540237500587,0.7893632141166327,1
7,32.6996404746058,5.718359958707771,0.8136782086511548,19.61951459953427,66.03008435050916,8.125889868106517,0.7926598768797752,29.82621412628488,0.7926598768797752,1
8,32.123081701238995,5.667722780548405,0.8169634289881536,19.079544078794108,64.59135137716186,8.036874321072188,0.7971776351543209,26.949882596543436,0.7971776351543209,1
9,31.735018889574757,5.6333843235271885,0.8191746005424902,18.626348865844538,63.21625942247196,7.950865267774659,0.8014955365588905,26.18922414761139,0.8014955365588905,1
10,31.20460568901529,5.586108272447512,0.8221968832124942,18.02623201676558,62.97896614488975,7.935928839820128,0.8022406536132929,26.26980199614811,0.8022406536132929,1
11,30.784348998122788,5.548364549427373,0.8245914947321549,17.462588219862383,62.533485947307,7.907811617689268,0.8036395051347646,24.752009628584915,0.8036395051347646,1
12,30.436770709891334,5.516953039490879,0.8265719879880283,16.9843384405872,60.819821805711264,7.79870625876097,0.8090205607850166,23.121545672853415,0.8090205607850166,1
13,30.122788591629224,5.488423127908786,0.8283610524483511,16.606652631944456,60.402479809365225,7.771903324822615,0.810331037894874,23.50033659965839,0.810331037894874,1
14,29.854769136191823,5.463951797190887,0.8298882195503777,16.316750072330013,60.261746057084984,7.762843724773138,0.8107729691317688,22.367360601934024,0.8107729691317688,1
15,29.66182434115077,5.446266996357557,0.8309876159351892,16.149482003693688,60.12849802316884,7.754256863315357,0.8111913641642162,23.503942553092298,0.8111913641642162,1
16,29.427021883293424,5.424667888949667,0.8323255150607909,16.02102558381262,59.342197263724564,7.7033887458469685,0.8136604176612924,21.65252948738404,0.8136604176612924,1
17,29.21546049976429,5.405132777092591,0.833530986809415,15.943917739339037,59.45398663286979,7.710641057948826,0.8133093957972156,23.717460314708035,0.8136604176612924,0
18,29.04745882861293,5.389569436129423,0.8344882561944178,15.910204185976268,59.13598151272575,7.689992318605509,0.8143079545263874,21.213882578946002,0.8143079545263874,1
19,28.810924639119158,5.3675808895183685,0.835836021999921,15.77695365694757,58.754230107043036,7.665130742076046,0.8155066902676111,22.66271282443078,0.8155066902676111,1
