type,id,tags.crossing,tags.highway,tags.junction,tags.name,tags.note,tags.name:vi,tags.access,tags.traffic_signals:direction,tags.fixme,nodes,tags.lanes,tags.surface,tags.name:en,tags.ref,tags.name:zh,tags.hgv,tags.maxweight:conditional,tags.maxweight,tags.maxspeed,tags.oneway,tags.motor_vehicle,tags.motorcycle,tags.bicycle,tags.mofa,tags.moped,tags.old_name,tags.motorcar,tags.bus:lanes,tags.motor_vehicle:lanes,tags.motorcycle:lanes,tags.taxi:lanes,tags.foot,tags.bridge,tags.layer,tags.horse,tags.alt_name,tags.service,tags.bicycle:oneway,tags.addr:district,tags.motorcycle:oneway,tags.construction,tags.int_ref,tags.hgv:lanes,tags.moped:lanes,tags.addr:city,tags.destination:street:backward,tags.destination:street:forward,tags.description,tags.turn:lanes:forward,tags.oneway:bicycle,tags.oneway:hgv,tags.oneway:moped,tags.oneway:motorcycle,tags.oneway:psv,tags.lanes:backward,tags.lanes:forward,tags.turn:lanes,tags.mofa:lanes,tags.footway,tags.bus,tags.oneway:motorcar,tags.hgv:conditional,tags.motorroad,tags.lanes:motorcycle,tags.cycleway,tags.surfaces,tags.maxspeed:bus,tags.maxspeed:hgv,tags.maxspeed:hgv_articulated,tags.maxspeed:motor_vehicle,tags.hgv_articulated,tags.psv:conditional,tags.moped:oneway,tags.destination:street,tags.maxweight:hgv,tags.maxweight:hgv:conditional,tags.maxweight:hgv_articulated,tags.overtaking,tags.motor_vehicle:conditional,tags.addr:subdistrict,tags.psv,tags.area,tags.car,tags.maxheight,tags.maxweight:lanes,tags.destination:ref,tags.source,tags.maxspeed:articulated_hgv,tags.maxspeed:motor_car,tags.hgv_articulated:conditional,tags.name:de,tags.destination:district,tags.bus:conditional,tags.ski,tags.snowmobile,tags.wheelchair,tags.turn:lanes:backward,tags.oneway:mopeds,tags.amenity,tags.religion,tags.sidewalk,tags.old_name:fr,tags.old_name:vi,tags.name:ja,tags.name:th,tags.oneway:mofa,tags.lit,tags.name:vi-hani,tags.old_name:en,tags.old_name:zh,tags.width,tags.old_name:1955-1975,tags.old_name:1897-1955,tags.old_name:1871-1897,tags.name:id,tags.maxspeed:lanes,tags.source:maxspeed,tags.maxspeed:motorcar,tags.destination:street:to,tags.taxi:conditional,tags.bicycle:lanes,tags.tunnel,tags.proposed,tags.destination:lanes,tags.destination:street:en,tags.level,tags.destination:int_ref,tags.covered,tags.truck,tags.lanes:bus,tags.lanes:motor_vehicle,tags.motorcycle:conditional,tags.stop,tags.minspeed,tags.bridge:name,tags.alt_name:en,tags.vehicle,tags.motorcar:forward,tags.date,tags.lay,tags.motorcycle:lanes:foward,tags.motor_vehicle:lanes:forward,tags.lanes:motorcycle:forward,tags.narrow,tags.information,tags.postal_code,tags.maxpeed:hgv,tags.hgv;conditional,tags.cutting,tags.maxspeed:advisory,tags.destination:forward
way,375886070,,residential,,,,,,,,"[3792257451, 3792257757, 3792257761, 3792257762, 3792257763, 366398349, 3792257766, 3792257773, 5755066028, 3792257774, 3792257771, 3792257772, 5755066030, 3792257777, 5755066029, 3792257776, 3792257783, 3792257795, 3792257800, 3792257803, 3792257806, 3792257808, 3792257809, 3792257811, 3792257813, 5755038365, 3792257814, 3792257816, 3792257819, 3792257820, 3792257825, 3792257831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375886073,,residential,,,,,,,,"[3792257441, 3792257437, 3792257432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,404517879,,primary,,Phạm Văn Đồng,,,,,,"[3726299023, 5750476276, 4068001363, 4068001364, 4068001365, 4068001366, 4068001367, 4068001368, 4068001369, 4068001370, 4068001408, 4068001371, 5750623596, 5750623595]",,,,,,,,,70,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,503192599,,service,,,,,,,,"[3722374266, 3722374267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,523162204,,residential,,Phan Sào Nam,,,,,,"[2495745978, 3771420284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,525107115,,residential,,Hẻm 71 Trịnh Đình Trọng,,,,,,"[3718634733, 5769332802, 3771444790]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606547908,,primary,roundabout,,,,,,,"[5750623593, 5750623590, 5750623589, 5750623588, 5750623587, 5750623586, 5750623585, 6631048598, 5750623584, 6631048599, 5750623583, 5750623579, 5750623578, 5750623577, 5750623576, 5750623575, 5750623574, 5750623573, 5750623572, 5750623571, 5750623570, 5750623569, 5750623568, 5750623564, 6631048593, 6631048594, 5750623599, 5750623563, 5750623562, 5750623561, 5750623560, 5750623559, 5750623558, 5750623557, 5750623556, 5750623555, 5750623595, 6631048592, 6631048591, 6631048590, 6631048589, 5750623550, 5750623549, 5750623548, 5750623547, 3726299024, 5750623546, 5750623545, 5750623544, 5750623543, 5750623542, 5750623541, 5750623540, 5750623539, 5750623538, 5750623591, 6631048596, 6631048597, 5750623537, 5750623593]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608553073,,residential,,,,,,,,"[2081881442, 3771398766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609386084,,residential,,Hẻm 108 Trần Văn Quang,,,,,,"[3771420362, 3771420363, 3771420361, 6327476976, 3771420364, 3771420365, 3771420366, 3771420367, 6327479196, 6327479191, 5772194282, 5772194281, 6327479198, 6327479194, 6327479195, 6327479218, 5772194276, 5772194274, 5778117658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610175332,,secondary,,Phạm Văn Đồng,,,,,,"[3726329958, 2418558038]",,,,,,,,,60,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620522926,,tertiary,,Phạm Phú Thứ,,,,,,"[5769329888, 2084677857, 366455033, 366413852, 5093747547, 6328394296, 4415611795, 3771420284]",,asphalt,Pham Phu Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,639429117,,residential,,Hẻm 37 Trịnh Đình Trọng,,,,,,"[5765416828, 6025186398, 3771444860, 6175905358, 3771444865, 3771444864, 3771444861, 6732384922, 6732384923, 3771444862, 3771420443]",,asphalt,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,639429140,,residential,,Hẻm 132 Trịnh Đình Trọng,,,,,,"[3771420441, 6025186455, 3771420442, 3771420443]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,669633551,,residential,,Hẻm 373/61 Lý Thường Kiệt,,,,,,"[3789045824, 6270855676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,675661889,,residential,,Hẻm 148 Trần Văn Quang,,,,,,"[6327476952, 6327476951, 3771420351, 3771420352, 3771420353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,675753607,,residential,,Hẻm 88 Phan Sào Nam,,,,,,"[3771420285, 6328336849, 3771420293, 3771420296, 3771420301, 5769329444, 3771420297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693026576,,residential,,,,,,,,"[3726308727, 3726308728, 5750511791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694684275,,tertiary,,Út Tịch,,,,,,"[3771398766, 5765292378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694923355,,service,,,,,,,,"[3771398700, 3771398701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694923361,,service,,,,,,,,"[411925311, 411923763, 411922144, 3758592380]",,,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,696065639,,residential,,Phan Sào Nam,,,,,,"[3771420284, 5892192012, 4415644297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,696065640,,tertiary,,Phạm Phú Thứ,,,,,,"[3771420284, 3771420289, 5093747548, 366426153]",,asphalt,Pham Phu Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702608016,,secondary,,Phạm Văn Đồng,,,,,,"[5750623564, 5750623600, 4067981432, 4067981431, 4067981433, 5750511750, 3726301425, 3726308735, 3726308727, 3726301426, 5750476319, 4068001357, 4068001358, 5750476169]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,716139062,,residential,,Hẻm 194 Trần Huy Liệu,,,,,,"[6729387113, 3761201958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,716139079,,residential,,Hẻm 18 Huỳnh Văn Bánh,,,,,,"[3758592245, 3758592248, 3758592247, 3758592246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,716139106,,residential,,Hẻm 61 Phan Đình Phùng,,,,,,"[3734437558, 3734437557, 3734437556, 3734437555, 3734437554, 3734437553, 3734437552, 3734437551, 6729387264]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,716807482,,residential,,Hẻm 104 Trịnh Đình Trọng,,,,,,"[3771444859, 4415683734, 3771444864]",,asphalt,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722051478,,tertiary,,Đường Song Hành Xa lộ Hà Nội,,,,,,"[4447270625, 5778252695, 4935305930, 5778252692, 4935305926, 4935305934, 4935305932, 5763285330, 4935305928, 3722374264, 6773137362]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724144145,,footway,,,,,,,,"[4067989188, 3726316308, 3642303435, 4067993573]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724150243,,footway,,,,,,,,"[4067989184, 3726316310, 3726316317, 4067993579]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724150244,,footway,,,,,,,,"[6791371538, 3726316309, 6791371537, 6791371536]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724155996,,primary,,Phạm Văn Đồng,,,,,,"[6793877409, 6791424181, 3726316310, 6461552351]",3,asphalt,,,,,,,40,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left|through|through,,,,,,yes,,,,80,60,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218227693,,motorway_link,,,,,,,,"[2274981494, 5963155980, 5963155983, 2274981490, 5963155982, 4001093369, 5963155981, 4001093368, 4001093366]",1,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258020286,,residential,,Đường số 17,,,,,,"[4053262389, 5740707062, 2418527126, 3137388474, 2418527114, 3031635778, 2418527125, 3031635784, 2634496753, 2418527113, 2634496704, 2634496774, 2418527122, 2418527121, 2634496473, 2634496489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303726063,,tertiary,,Đường Kênh Tân Hóa,,,,,,"[5769345553, 6724874725, 3806810132, 3806810034, 6631418477]",2,asphalt,,,,,,,30,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,359019799,,tertiary,,Tân Sơn,,,,,,"[2499049242, 3806429951, 3806429968, 3806430028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,373721595,,residential,,Bàu Cát 8,,,,,,"[4102230940, 2930597555, 3771444878, 3771444876, 5769329452, 5769329882, 5769329446, 4213562818, 4213562819, 3771420311, 3771420312, 3771420313, 3771420316, 6328336833, 5769329881, 4023206285, 3806810371, 3771420314, 3806810247, 5778117554, 2325187751]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375886066,,residential,,,,,,,,"[3792257807, 3792257810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375886081,,residential,,,,,,,,"[3792257828, 3792257826, 3792257818, 3792257812, 3792257802, 3792257798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376483144,,residential,,Hẻm 129 Hoàng Văn Thụ,,,,,,"[742135344, 6349849628, 3798940822]",,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376483146,,service,,,,,,,,"[5769504926, 3798940830, 3798940829, 3798940828, 3798940827, 3798940832, 3798940833, 3798940834, 3798940836, 3798940835, 3798940842, 3798940837, 3798940841, 3798940838]",,,,,,,,,,,,,,,,,no,,,,,,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376483147,,cycleway,,,,,,,,"[3798940843, 3798940844, 3798940845, 3798940846, 3798940847, 3798941159, 3798941160, 3798941161, 3798941162, 3798941163, 3798941164, 3798941165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376483148,,cycleway,,,,,,,,"[3798940848, 3798940849, 3798940850, 3798940851, 3798940852, 3798940853, 3798940854, 3798940855, 3798940856, 3798941157, 5668708614, 3798941158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377269881,,service,,,,,,,,"[3806429941, 3806429951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377269884,,service,,,,,private,,,"[3806429843, 3806429829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377269886,,service,,,,,,,,"[3806429954, 3806429968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377308557,,primary,,Đường Cách Mạng Tháng Tám,,,,,,"[4875814765, 3806810441, 3806810443, 3806810442]",,,,,,,,,50,,,,,,,,,,,,,,,,,,,,Quan Tan Binh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377308603,,service,,,,,,,,"[3806810574, 3806810576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377308619,,primary_link,,,,,,,,"[3806810579, 3806810582, 3806810585, 5765288346]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377308620,,service,,,,,,,,"[3806810564, 3806810565, 3806810569, 3806810572, 3806810573, 3806810576, 3806810577, 3806810580, 3806810575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377308631,,tertiary,,Đồng Đen,,,,,,"[3771444875, 6631418434, 3806810196, 4021864628, 3806810210, 3806810213, 3806810216, 3806810217, 3806810221, 3806810225, 3806810233, 3806810241]",2,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379601629,,residential,,Hẻm 497 Sư Vạn Hạnh,,,,,,"[3829419884, 3829419883, 3829419886, 3829419885]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379717970,,residential,,Hẻm 114 Phú Thọ Hòa,,,,,,"[3830454294, 3830454295, 3830454296, 5112594874, 3830454297, 3830454298, 3830454299, 3830454300, 3830454301, 366440531]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379717971,,residential,,Đường 30/4,,,,,,"[3830454302, 3830454303, 5769301525, 5108957213, 3830454304, 3830454294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379717983,,residential,,Đường Hồng Phước,,,,,,"[3830454344, 5772108056, 3830454345, 3830454346, 5001800223, 5001800242, 6733500212, 3830454347]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379717984,,residential,,Hẻm 36 Huỳnh Thiện Lộc,,,,,,"[3830454348, 5772108060, 5772108055, 5772108058, 3830454349, 5001800242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379717986,,residential,,Hẻm 52 Huỳnh Thiện Lộc,,,,,,"[3830454354, 3830454355, 5001800237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
