type,id,tags.crossing,tags.highway,tags.junction,tags.name,tags.note,tags.name:vi,tags.access,tags.traffic_signals:direction,tags.fixme,nodes,tags.lanes,tags.surface,tags.name:en,tags.ref,tags.name:zh,tags.hgv,tags.maxweight:conditional,tags.maxweight,tags.maxspeed,tags.oneway,tags.motor_vehicle,tags.motorcycle,tags.bicycle,tags.mofa,tags.moped,tags.old_name,tags.motorcar,tags.bus:lanes,tags.motor_vehicle:lanes,tags.motorcycle:lanes,tags.taxi:lanes,tags.foot,tags.bridge,tags.layer,tags.horse,tags.alt_name,tags.service,tags.bicycle:oneway,tags.addr:district,tags.motorcycle:oneway,tags.construction,tags.int_ref,tags.hgv:lanes,tags.moped:lanes,tags.addr:city,tags.destination:street:backward,tags.destination:street:forward,tags.description,tags.turn:lanes:forward,tags.oneway:bicycle,tags.oneway:hgv,tags.oneway:moped,tags.oneway:motorcycle,tags.oneway:psv,tags.lanes:backward,tags.lanes:forward,tags.turn:lanes,tags.mofa:lanes,tags.footway,tags.bus,tags.oneway:motorcar,tags.hgv:conditional,tags.motorroad,tags.lanes:motorcycle,tags.cycleway,tags.surfaces,tags.maxspeed:bus,tags.maxspeed:hgv,tags.maxspeed:hgv_articulated,tags.maxspeed:motor_vehicle,tags.hgv_articulated,tags.psv:conditional,tags.moped:oneway,tags.destination:street,tags.maxweight:hgv,tags.maxweight:hgv:conditional,tags.maxweight:hgv_articulated,tags.overtaking,tags.motor_vehicle:conditional,tags.addr:subdistrict,tags.psv,tags.area,tags.car,tags.maxheight,tags.maxweight:lanes,tags.destination:ref,tags.source,tags.maxspeed:articulated_hgv,tags.maxspeed:motor_car,tags.hgv_articulated:conditional,tags.name:de,tags.destination:district,tags.bus:conditional,tags.ski,tags.snowmobile,tags.wheelchair,tags.turn:lanes:backward,tags.oneway:mopeds,tags.amenity,tags.religion,tags.sidewalk,tags.old_name:fr,tags.old_name:vi,tags.name:ja,tags.name:th,tags.oneway:mofa,tags.lit,tags.name:vi-hani,tags.old_name:en,tags.old_name:zh,tags.width,tags.old_name:1955-1975,tags.old_name:1897-1955,tags.old_name:1871-1897,tags.name:id,tags.maxspeed:lanes,tags.source:maxspeed,tags.maxspeed:motorcar,tags.destination:street:to,tags.taxi:conditional,tags.bicycle:lanes,tags.tunnel,tags.proposed,tags.destination:lanes,tags.destination:street:en,tags.level,tags.destination:int_ref,tags.covered,tags.truck,tags.lanes:bus,tags.lanes:motor_vehicle,tags.motorcycle:conditional,tags.stop,tags.minspeed,tags.bridge:name,tags.alt_name:en,tags.vehicle,tags.motorcar:forward,tags.date,tags.lay,tags.motorcycle:lanes:foward,tags.motor_vehicle:lanes:forward,tags.lanes:motorcycle:forward,tags.narrow,tags.information,tags.postal_code,tags.maxpeed:hgv,tags.hgv;conditional,tags.cutting,tags.maxspeed:advisory,tags.destination:forward
way,709284472,,service,,,,,,,,"[411926233, 6666386734, 6666386735]",,,,,,,,,,,,,,,,,,,,,,,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,715839334,,primary,,Đường Nguyễn Thị Minh Khai,,Nguyễn Thị Minh Khai,,,,"[6727351565, 411924936, 6788949323, 411926271, 6788683864]",2,asphalt,Nguyen Thi Minh Khai,,阮氏明开路,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,716065021,,residential,,Thủ Khoa Huân,,Thủ Khoa Huân,,,,"[411926617, 411918235, 411918532, 6793552944, 411926438]",,asphalt,Thu Khoa Huan Street,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,718247917,,residential,,Lương Hữu Khánh,,,,,,"[411926271, 6794018037, 411924158, 4600569893, 4600569894]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no @ (weight>3.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,719952413,,trunk,,Đường Võ Văn Kiệt,,,,,,"[6757381993, 6753737926, 411926072]",4,asphalt,,,,,,,60,yes,,no,no,,,,designated,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,reverse|through|through|right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,719952414,,trunk,,Đường Võ Văn Kiệt,,,,,,"[5781158296, 6754345966, 411918790, 411924573, 411918795, 1998504427, 411918677, 1996655135, 3181281951, 1996654479, 1996655082, 1996654227, 1996655706, 411926094, 6757381993]",3,asphalt,,,,,,,60,yes,,no,no,,,,designated,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722054809,,primary,,Đường Trần Hưng Ðạo,,,,,,"[6773186203, 6789341865, 6789341866, 6788576892, 411926622, 6788576896, 6789341869, 6789341872, 4597084182, 6789341874, 6789341876, 6789323620, 3160559561, 4591922983, 6788534013, 411926503]",2,asphalt,Tran Hung Dao Street,,陈兴道路,,,,,yes,,,,,,,,,designated|yes|no,no|yes|yes,,,,,,,,,,,,,,no|yes|yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,723823265,,primary,,Đường Cách Mạng Tháng Tám,,,,,,"[2520636461, 6793729489, 411926439]",2,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,723823266,,primary,,Đường Ðiện Biên Phủ,,Ðiện Biên Phủ,,,,"[411926439, 6793729487, 2520636462]",3,asphalt,Dien Bien Phu Road,,奠边府路,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,723823267,,primary,,Đường Ðiện Biên Phủ,,Ðiện Biên Phủ,,,,"[2393614148, 411926439]",3,asphalt,Dien Bien Phu Road,,奠边府路,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left;through|left:through|through,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,723893749,,residential,,Đường Ðề Thám,,Đề Thám,,,,"[4606995347, 5778873001, 411926622, 4649953992, 4609802779, 6789398089, 4597095606]",2,asphalt,De Tham Street,,提探街,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724110829,,residential,,Nguyễn Văn Tráng,,,,,,"[411919062, 6788942463, 411924964, 411919064, 6791068232, 411926632]",,asphalt,Nguyen Van Trang Street,,阮文壮路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724136561,,tertiary,,Đường Trần Ðình Xu,,,,,,"[2358137396, 1996745689, 411926072, 3338020171]",2,asphalt,Tran Dinh Xu Street,,陈廷枢路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724384519,,tertiary,,Đường Pasteur,,,,,,"[6793473872, 6793473875, 411926455]",3,asphalt,Pasteur Street,,巴斯德路,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,through|through;right|through;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724384520,,residential,,Tôn Thất Thiệp,,,,,,"[411926586, 6793473874, 411926455]",,asphalt,Ton That Thiep Street,,尊室涉街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724451985,,tertiary,,Võ Văn Tần,,,,,,"[411918681, 411918679, 6794212419, 411926469]",4,asphalt,Vo Van Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left;through;right|left;through;right,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724496036,,primary,,Đường Cách Mạng Tháng Tám,,,,,,"[411926439, 6793708684, 6793901957, 6794477955, 6794477957]",2,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32575794,,unclassified,,Chu Văn An,,,,,,"[370818177, 696860119]",,,Chu Van An,,,,,,,,,,,,,,,,,,,,,,,,,,Quan Binh Thanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32583115,,residential,,Tiền Giang,,,,,,"[2077773648, 2077773843, 366456001, 2077773893, 676568905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32928934,,tertiary,,Nguyễn Xí,,,,,,"[5738082280, 370818164, 1271148299, 3162352206, 5737979213, 5738082327, 1276696920, 5738082331, 5737979209, 366464057, 366479303, 5779433369, 3162352207, 1271148440, 5779433379, 5779433377, 696860153]",2,asphalt,Nguyen Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35470084,,secondary,,Đường dẫn Cầu Thủ Thiêm,,,,,,"[415971733, 5740364674, 5740364671, 6627570248, 1774287372, 4066907391, 5740593365]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35470085,,secondary,,Cầu Thủ Thiêm,,,,,,"[366456089, 5238044219, 4066896490, 4066896497, 415971733]",3,,,,,,,,,yes,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53500786,,trunk,,Quốc lộ 1,,,,,,"[676029958, 1958801473, 676030031, 4068051906, 1958801505, 1958801532, 1958801548, 4068051908, 1958801560, 4068051907, 1958801571]",,,,QL.1,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,AH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53500788,,trunk,,Cầu vượt Thủ Đức,,,,,,"[676029957, 676029958]",,,,1A,,,,,,yes,,,,,,,,,,,,,yes,1,,,,,,,,AH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53501872,,trunk,,Xa Lộ Hà Nội,,,,,,"[2028465889, 676038270, 676036916, 2028465978]",3,asphalt,,QL.52,,,,,80,yes,,,no,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53553099,,trunk,,Điện Biên Phủ,,,,,,"[676560165, 1998235303, 5775034849, 2030638631, 2030638626]",,,Dien Bien Phu;Dien Bien Phu Road,,奠边府路,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53553363,,trunk,roundabout,Vòng xoay Điện Biên Phủ,,,,,,"[676561490, 4066381581, 676561491, 2233152866, 4066381580, 676561493, 676561494, 676561496, 1998235282, 676561497, 676561470, 1998235262]",,,Dien Bien Phu Roundabout,,奠边府路环形交叉,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53748221,,trunk,,Võ Văn Kiệt,,,,,,"[4066503697, 1500226428, 1500226411, 4066503700, 4066503701, 678485731, 4066503702, 1500226432, 1500226441, 4066503704, 4066503703, 678485734, 4066503705, 678485735, 4066503706, 1500226500, 4066503707, 1500226507, 678485738, 1500226509, 678485746, 4066503708, 1500226498, 4066503709, 678485751, 678485755, 4066503710, 4066503711, 5748311894]",,,,,,,,,40,yes,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55066132,,residential,,Nguyễn Công Hoan,,,,,,"[692838889, 2351177734, 5763234094, 6334991769, 692838888, 3638268683, 5763234099, 6338100053, 6338100049, 1437175453, 5763234105, 1437175450, 1437175449, 366376820, 366447397, 5763234107, 6338100194, 696860092, 5721574847, 5763234063, 759599277, 5763234076, 5763234074, 718834757, 6338100076, 3761201975, 6338100077, 5764862100, 2408534566, 692822151, 5727064122, 5727064121]",,,Nguyen Cong Hoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55451568,,primary,,Đinh Bộ Lĩnh,,,,,,"[696860166, 4068007614, 4068007613, 696860161]",3,asphalt,,,,,,,,yes,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55451569,,residential,,Đường số 12,,,,,,"[696860119, 696860121]",,,Road No.12,,,,,,,no,,,,,,,,,,,,,,,,,,,Binh Thanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuong 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55451574,,residential,,Hẻm 123 Nguyễn Xí,,,,,,"[696860145, 696860146, 5779433371, 5738182739, 696860153]",,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55553243,,residential,,Hẻm 183 đường 3/2,,,,,,"[698217108, 698217110, 2433276965, 698217112, 698217113, 698217115]",,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55553246,,residential,,Ký Con,,,,,,"[698217153, 2351177724, 6334991782, 698217155]",,,Ky Con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61376905,,tertiary,,Trần Nam Trung,,,,,,"[444352834, 766466097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120276779,,residential,,Hẻm 10 Phan Đình Giót,,,,,,"[698217149, 698217151]",,,Phan Dinh Giot,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137187355,,trunk,,Xa Lộ Hà Nội,,,,,,"[676031638, 676031639]",3,asphalt,,QL.52,,,,,60,yes,,no,no,no,no,,,designated||,yes|designated|designated,,,no,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,80,60,,80,,,,,,,,,,,,,,,3.5||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137187356,,trunk,,Xa Lộ Hà Nội,,,,,,"[676031639, 6747310112, 5778616012, 4519453270, 4461953069]",3,asphalt,,QL.52,,,,,60,yes,,no,no,no,no,,,designated||,yes|designated|designated,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,80,60,,80,,,,,,,,,,,,,,,3.5||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154646793,,residential,,Cầm Bá Thước,,,,,,"[1671468551, 705749715, 6334995287, 3846498491, 698217155, 683772964, 6334995360, 2351177732, 683772963]",,,Cam Ba Thuoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189165774,,residential,,Hẻm 207 Đường 3 Tháng 2,,,,,,"[698217101, 698217132, 5059499323, 1998235310]",,concrete,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189165785,,trunk,,Điện Biên Phủ,,,,,,"[411918883, 1998781619, 676560165]",,,Dien Bien Phu;Dien Bien Phu Road,,奠边府路,,,,,yes,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189165791,,primary,,Đường Ðiện Biên Phủ,,,,,,"[1998235279, 4122304295, 4066381583, 1998235285, 5772088454, 3014433881, 1998235344, 411926705]",,asphalt,Dien Bien Phu Road,,奠边府路,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192512402,,primary_link,,,,,,,,"[676534735, 1497276507, 1497276510, 5776272434, 4066381543, 729523380, 729523385, 729523394]",1,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,197557712,,secondary,,Trường Sơn,,,,,,"[676568903, 2077773766, 2077773816, 3169684689, 676568905, 4035870280, 676568906, 5735306179]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,211408042,,trunk,,Điện Biên Phủ,,,,,,"[2030638626, 4066381576, 4066381573, 676559836, 4066381571, 1497276485, 676559840, 676559815, 4066381569, 676554128, 4066381568, 1497313060, 4066381567, 676554127, 4066392261, 1497313083, 4066381565, 1497313089, 4066381566, 676554122, 2030639615]",,,Dien Bien Phu Road,,奠边府路,,,,60,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,211838854,,trunk,,Xa Lộ Hà Nội,,,,,,"[6754296829, 676035137, 4066481002, 4066481005, 4066481006, 676035141, 2217845495, 4066458563, 5778758535, 6754296832]",3,asphalt,,QL.52,,,,,80,yes,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,80,60,60,80,,,,,,,,,,,,,,,3.5||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224607443,,trunk,,Xa Lộ Hà Nội,,,,,,"[676035152, 4066458575, 2024973301, 676035155, 2024972804, 676035158, 6642837268]",2,asphalt,,QL.52,,,,,60,yes,,,no,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224607444,,trunk,,Xa Lộ Hà Nội,,,,,,"[6754343975, 6754343977, 676035118, 676035122, 676035127, 6754296820]",3,asphalt,,QL.52,,,,,80,yes,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,80,60,60,80,,,,,,,,,,,,,,,3.5||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233468796,,tertiary,,Nguyễn Xí,,,,,,"[696860153, 3162356470, 2030638868, 2030639689, 366371267, 2030638624, 366478834, 5737933032, 366376887, 724227317]",2,asphalt,Nguyen Xi,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242309084,,primary,,Đường Lý Thái Tổ,,,,,,"[698217082, 6739847107, 3342060872, 3150775226, 6770168717, 2498090913, 6789269636, 5758130724, 6724935334, 3768905105, 6770152601, 6724935336, 6712322234, 5758114516, 6712322237, 3150775227, 6789269638, 6791076689, 6754108731, 2498090917]",2,asphalt,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258467249,,secondary,,Trần Văn Trà,,,,,,"[444352834, 1861589220, 2638168580, 1612118689, 4122537314, 1612118626, 6150141520, 4122537313, 1612118722, 745746995, 1612118717, 5140843744, 6150135438, 6150135433, 745747030, 6150138983, 1861589221, 745747140]",,,,TL25B,,,,,40,,,,,,,Liên Tỉnh lộ 25B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,263054098,,secondary,,Quách Thị Trang,,,,,,"[1588180672, 1612118726, 1612118631, 1612118604, 1612118634, 4122537310, 4122537312, 1612118745, 1605285891, 1605285358, 2592302003, 444352298, 4122537304, 2592302013, 1605285085, 1605285292, 4122537302, 1588180670, 4122537301, 4122537300, 766633241, 5140843872, 4122537299, 5140843884, 4122537316, 1612118743, 5140843894, 4122537315, 2638168581, 444352834]",,,,TL25B,,,,,40,,,,,,,Liên Tỉnh lộ 25B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276788491,,footway,,,,,,,,"[698217151, 1358468232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
