epoch,train_loss,train_accuracy,train_f1_macro,val_loss,val_accuracy,val_f1_macro,best_val_f1_macro,is_best
1,0.9365738557093983,0.5879085109037913,0.533103018655599,0.791232160013965,0.5918203720325491,0.512645241182244,0.512645241182244,1
1,0.9365738557093983,0.5879085134427608,0.5331030215542512,0.7912321640894964,0.5918203868311495,0.5126452593781209,0.5126452593781209,1
2,0.9236865973278364,0.5969872848739496,0.5450103657414782,0.780556887260869,0.5997022604494929,0.5217265340811907,0.5217265340811907,1
3,0.9109402288062509,0.6060310100610226,0.5567494545510132,0.770407013149343,0.607493069401126,0.5296589108630998,0.5296589108630998,1
4,0.8980529461215324,0.6151553424558851,0.5682463854278699,0.762900964062438,0.6158287568957925,0.5360933567443574,0.5360933567443574,1
5,0.8851405003527274,0.624265114706247,0.5793871302669102,0.7553774613855232,0.6242726162390984,0.5422246630910538,0.5422246630910538,1
6,0.8723919292938442,0.6332220943032901,0.5904742554063493,0.7510503614560152,0.6319371812914248,0.5467443901051479,0.5467443901051479,1
7,0.8597849733232238,0.6421968847722825,0.6013979752588372,0.748766504928597,0.6385770468642548,0.550056192559188,0.550056192559188,1
8,0.8472268613074316,0.6508355486689672,0.6116969357812282,0.746809234476497,0.6439879389987017,0.5529894601447649,0.5529894601447649,1
9,0.8346509194301248,0.6592609729697231,0.6218583338190306,0.7474597804566734,0.6481633344717601,0.5549179620540629,0.5549179620540629,1
10,0.8222914956494892,0.6671518434510596,0.6313745889167292,0.7508359560344973,0.6521151082959201,0.5567433889845825,0.5567433889845825,1
11,0.8100411445084512,0.674710059824218,0.6403274574844993,0.7564020766916438,0.6566617917709554,0.5594056693770628,0.5594056693770628,1
12,0.7976726844451578,0.6823278869726551,0.649421213891116,0.7659238677503716,0.6604995660576841,0.5614087836163892,0.5614087836163892,1
13,0.7856317231101563,0.689555682684586,0.6579731245067928,0.7750903859607174,0.6628295405586303,0.5626929707113371,0.5626929707113371,1
14,0.7733492595297256,0.6968195580012716,0.6663748981067815,0.7911254112791811,0.6642610446807864,0.5628411236222702,0.5628411236222702,1
15,0.761146646701634,0.7039385563256194,0.6746864527065002,0.8072532056233822,0.665441093946629,0.5627227759538679,0.5628411236222702,0
16,0.7493561647392339,0.7107014878565145,0.682459717184008,0.830903349778591,0.665674423477314,0.5610449595128449,0.5628411236222702,0
17,0.7369938737688142,0.7178320748845733,0.6905664614186464,0.8540153951726408,0.6658641829690415,0.559503095413485,0.5628411236222702,0
18,0.7250991293951838,0.7249315332986543,0.6985707962068484,0.884139052950419,0.6660872748280497,0.5579334055878293,0.5628411236222702,0
19,0.7129435025018975,0.7320189959275604,0.7065571576753804,0.9155193762137339,0.6667407159027701,0.5574909470157057,0.5628411236222702,0
20,0.7008995733229546,0.7391640449266275,0.7145418235736449,0.957668306481125,0.6665250115050239,0.5562117780017711,0.5628411236222702,0
21,0.6885589366167966,0.7466689090846432,0.7228477072651565,0.9955584345719753,0.6654519383609174,0.5546446251487701,0.5628411236222702,0
22,0.6760032526951457,0.7542870933814749,0.7312710246980239,1.0452626153954074,0.6622186425000078,0.5511601924291308,0.5628411236222702,0
23,0.6637831948985878,0.7618350040769082,0.7395441336031752,1.0979259187339718,0.6574847212147336,0.5466767850288973,0.5628411236222702,0
24,0.6514080160686295,0.7694914227173868,0.7479157462147384,1.154398060252524,0.6504953659781458,0.5406589006736673,0.5628411236222702,0
25,0.6386852346406207,0.7774520361554692,0.7565795191298573,1.2140838124303737,0.640937716621911,0.5328539093780331,0.5628411236222702,0
26,0.625992561721996,0.7853920746299994,0.7651872241629321,1.28441679248443,0.6302120403827046,0.5242637948663944,0.5628411236222702,0
27,0.6131166960034983,0.7933887939088561,0.7738293869039584,1.3624020855650942,0.6199403408044244,0.5161332768135847,0.5628411236222702,0
28,0.6001956184684866,0.801378121400799,0.7823700288689235,1.4383945126309354,0.6097798823044825,0.5081043774898932,0.5628411236222702,0
29,0.5870881730876484,0.8094838835009697,0.7910488821222984,1.5331486652040074,0.5994867661918707,0.49985498850765986,0.5628411236222702,0
30,0.5742397522185825,0.8171925499048022,0.7992049184698151,1.6149929873963706,0.5901569176092546,0.4923111413080118,0.5628411236222702,0
31,0.5610835790937642,0.8253575597075946,0.8078504762057079,1.7133578757445018,0.5802992207128124,0.48427929717859963,0.5628411236222702,0
32,0.5478320927823876,0.8330504701122312,0.8159560998768225,1.8177186696447878,0.5687306546777642,0.47488723065818,0.5628411236222702,0
33,0.5347629797312975,0.8403990395314863,0.8236288887393665,1.9339376802627857,0.5563471830000121,0.4646840366346845,0.5628411236222702,0
34,0.5214345064704627,0.8479913982755725,0.8315723068937173,2.0498477577144265,0.5480265456818347,0.4576013669533895,0.5628411236222702,0
35,0.5078505353171325,0.8552428258704892,0.839137143840568,2.178206263953804,0.5424269536354407,0.452603617755854,0.5628411236222702,0
36,0.4946664313222386,0.8621172791033794,0.8462528074392682,2.31383619349227,0.5382045755661992,0.4486431689060073,0.5628411236222702,0
