epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_r2,is_best
1,1170.4903880294155,34.21243132418635,-4.276495292455722,99.61444411082601,1225.2962274510462,35.00423247475177,-3.9921820309343365,99.36244108466445,-3.9921820309343365,1
2,1147.8627083952042,33.88012369690686,-4.174491194965972,98.30848968221744,1171.0357152586844,34.2203996871117,-3.7711102160874646,95.56212022522588,-3.7711102160874646,1
3,997.2868808018949,31.579849969271578,-3.4957049655300745,87.5669202193632,895.305344217325,29.92165399806218,-2.6477115391962927,76.9795752347352,-2.6477115391962927,1
4,604.8408948943924,24.593513824999327,-1.7265837663176469,58.36192019209642,429.47871680525753,20.723869101672467,-0.7498103247534265,42.54350537230784,-0.7498103247534265,1
5,277.49417651262405,16.658156737983386,-0.2509258462779369,36.05381947128063,210.7304363332593,14.516557524558857,0.14142829343324403,30.494942423595344,0.14142829343324403,1
6,170.24163327196638,13.047668099728462,0.23256168252326725,28.322695736174456,148.17185672874615,12.17258652034477,0.3963085375488138,24.783085418660892,0.3963085375488138,1
7,130.35297551906453,11.417223028409092,0.4123771876864871,23.904685817095817,124.20203095137306,11.14459676335282,0.4939679635974209,22.48080602834516,0.4939679635974209,1
8,116.0124867975456,10.77090951458375,0.4770231888879628,22.29076409136816,116.87612404229814,10.810926299649413,0.52381566193483,22.229538382141538,0.52381566193483,1
9,111.02728015611977,10.536948615650939,0.49949617356259446,21.759581475401813,115.10743994978876,10.728813711569048,0.5310217487752696,22.44297513718482,0.5310217487752696,1
10,108.96350411064854,10.438558776758324,0.508799545894197,21.56872090647639,116.99005840776304,10.816194440361848,0.5233514616900842,22.845734087830046,0.5310217487752696,0
11,107.7333839505381,10.379469590848185,0.5143448488811233,21.420801715716376,117.27768455145186,10.829482431852695,0.5221795906925238,23.879279499982076,0.5310217487752696,0
12,106.57460577688211,10.323497964666394,0.5195685486042456,21.251655832571668,120.09059405019866,10.958585606685936,0.5107190544498963,24.311005343724563,0.5310217487752696,0
13,105.28722089700798,10.260956440209084,0.5253719886363116,21.053811656813373,120.96396214562935,10.998362007422026,0.5071607201914947,24.735412357320815,0.5310217487752696,0
14,103.8644720763973,10.191392257607015,0.5317856577809272,20.848111069299232,125.30222035682253,11.193847719463264,0.4894854987974724,24.664192142640953,0.5310217487752696,0
15,102.49885677428863,10.124172155481636,0.5379417588054343,20.657203505823,126.76880432914767,11.259165649449832,0.48351024520544617,24.536675841657196,0.5310217487752696,0
16,101.25419213478,10.062514423523487,0.5435526295392441,20.474673381870304,128.0077305740553,11.31405045498167,0.47846252977886505,24.307436946038504,0.5310217487752696,0
17,100.15103814120968,10.00754929354281,0.5485255749087485,20.294668096692128,129.54894724833608,11.381957299754445,0.4721832140999741,24.26392295853571,0.5310217487752696,0
18,99.21430106195184,9.96063781049125,0.5527483259531056,20.149422079919066,131.5866652722011,11.47112335883064,0.4638810059331131,24.341945994641915,0.5310217487752696,0
19,98.44422363430938,9.921906447962062,0.5562197879148175,20.012004332605475,132.57985042195463,11.514332616758901,0.4598345089108007,24.619090685270212,0.5310217487752696,0
20,97.79127419177628,9.888947321990658,0.5591632371927007,19.89774665952571,132.79825556022413,11.5238129162206,0.4589446546850844,24.702909078178838,0.5310217487752696,0
21,97.25587415665954,9.861839551355892,0.5615767848720723,19.78957276446097,131.11505506785642,11.450548610183175,0.4658024605231472,24.933657798565168,0.5310217487752696,0
22,96.8004691839072,9.838723185286284,0.5636297230572392,19.701281922843766,132.72954706674994,11.52083120448035,0.4592246075748564,25.070634540410406,0.5310217487752696,0
23,96.4194207065753,9.819339383238182,0.565347462771874,19.617276019158016,129.74997229842157,11.390784834918275,0.4713641760494921,25.0472248418694,0.5310217487752696,0
24,96.09407494858976,9.802758731488598,0.5668141068005984,19.546349812637576,132.13419888868864,11.494964320054176,0.4616502088206099,25.565176541359367,0.5310217487752696,0
25,95.79744364950717,9.787617056860176,0.5681513006002745,19.469508255275787,128.98277976891512,11.35705877160667,0.4744899328053126,25.41359975635059,0.5310217487752696,0
26,95.532478341875,9.77407195870243,0.5693457456769595,19.415082711591108,128.35429552593968,11.329355654433671,0.47705054490909116,25.527884171418957,0.5310217487752696,0
27,95.32463353927116,9.763433719520755,0.5702826959571101,19.35737178180428,129.28287155740762,11.370263030361606,0.4732672562594532,25.617155701597756,0.5310217487752696,0
28,95.11475422366274,9.752679545621119,0.5712288199644706,19.300079540076073,128.38384295942447,11.330659670362685,0.47693015436158803,25.59360581240278,0.5310217487752696,0
29,94.95851639982091,9.744666313026201,0.5719331252088371,19.255704881831516,127.67446761888496,11.299313039081019,0.47982032975703715,25.446470850199507,0.5310217487752696,0
