epoch,train_loss,train_rmse,train_r2,train_mape,val_loss,val_rmse,val_r2,val_mape,best_val_r2,is_best
1,670.832836097501,25.900440775501835,-2.8223898691898888,89.46753642859161,807.6435314392672,28.419070067210207,-1.5360698661907692,75.39206532210888,-1.5360698661907692,1
2,272.29378663751095,16.501326808911386,-0.551523659206183,53.53142780828809,352.0813511412137,18.763830565681705,-0.10556554024184206,74.98401850638747,-0.10556554024184206,1
3,88.56069015987784,9.410668968150054,0.495383246661793,24.33222886758288,183.90989260140728,13.561338567745313,0.42250715831967023,86.33717456447518,0.42250715831967023,1
4,37.96857220853949,6.161864365817723,0.7836559575990885,16.090227428769367,142.54728267227728,11.939316695679931,0.5523893278848503,78.0295250330089,0.5523893278848503,1
5,36.008967232163464,6.00074722372225,0.7948217425429664,15.951706029801997,131.935378487816,11.486312833666862,0.5857116043651875,74.26416706847249,0.5857116043651875,1
6,35.688036939006366,5.973946509763873,0.7966503961610422,15.993752898718723,127.24641255074191,11.28035533491388,0.6004353591089533,72.27049154767887,0.6004353591089533,1
7,35.26240323928364,5.938215501678764,0.7990756462655588,16.02472113834786,115.97333889874635,10.769091884281028,0.6358337842743955,66.85393491708646,0.6358337842743955,1
8,34.50545997809509,5.874134823116414,0.803388692283477,15.952286543298513,114.24753212418072,10.688663814055104,0.6412529624849306,66.46105583814007,0.6412529624849306,1
9,33.972097296364446,5.828558763964341,0.8064277802817689,15.891458608602958,114.58177870339026,10.704287968511412,0.6402033989727962,67.29722630568882,0.6412529624849306,0
10,33.62866934323834,5.799023141178745,0.8083846243112272,15.83730626629219,113.99328719027356,10.676764012064085,0.6420513115421698,66.7675858214634,0.6420513115421698,1
11,33.37929913376597,5.7774820783377265,0.8098055300587255,15.796307637193458,114.66958627914791,10.708388596212172,0.6399276824540102,67.15024582971019,0.6420513115421698,0
12,33.2616572373576,5.767292024036032,0.8104758507250858,15.793099095235508,113.83912213146448,10.669541915798426,0.642535403079391,66.55373249247748,0.642535403079391,1
13,33.18578634781554,5.760710578738948,0.8109081614533412,15.816723713813932,115.52612429377153,10.748308002854037,0.6372380779348914,67.35595054553777,0.642535403079391,0
14,33.11164158134433,5.754271608601016,0.8113306358095417,15.777536585310052,112.30807010638753,10.597550278421227,0.6473430399061169,65.39445903294498,0.6473430399061169,1
15,33.01758113219898,5.746092698554769,0.8118665900374081,15.74939429607688,114.31153408551847,10.691657138623981,0.6410520025326625,66.04338771959006,0.6473430399061169,0
16,32.95595413801682,5.74072767384748,0.81221773967736,15.745856210730663,113.69532041642344,10.662800844454381,0.642986956321544,65.43188574796021,0.6473430399061169,0
