_id,long,lat,in_segments
3137351633,106.7085572,10.8365051,no
3344100823,106.6306398,10.8788582,no
5635813003,106.7311192,10.8405309,no
367169727,106.7686314,10.808154,no
5635854281,106.7220323,10.8314981,no
2217884579,106.8034145,10.8499319,no
5811859660,106.64249,10.7526428,no
5772237645,106.6973278,10.858021,no
4109907158,106.7071184,10.7809047,no
5762729170,106.5963399,10.7774066,no
5635163410,106.737099,10.8443473,no
366368266,106.8117182,10.8468822,no
5632912718,106.7345895,10.839011,no
5633316194,106.7257961,10.8258769,no
367341898,106.6977024,10.7568665,no
5635196078,106.7323031,10.8546959,no
5635697024,106.7272646,10.8432922,no
5633013374,106.7239407,10.8257744,no
3216791115,106.5401164,10.7698407,no
5627384118,106.7671666,10.8500743,no
5001799190,106.6522053,10.7685013,no
5740428863,106.5809353,10.8726562,no
5811239848,106.5787232,10.7567772,no
5940794210,106.6762503,10.8400746,no
366464131,106.7646556,10.8480636,no
2899065619,106.6510414,10.7511888,no
5102376103,106.7801907,10.8243383,no
5788268509,106.6393545,10.7626218,no
4802835229,106.8053873,10.8817939,no
4974857508,106.6989769,10.8246845,no
5767582510,106.6883433,10.8148527,no
5635195285,106.7275774,10.8361756,no
3702561930,106.7057611,10.6832842,no
2042473678,106.6678798,10.746321,no
5633560280,106.7167294,10.8286155,no
5816931379,106.6682607,10.7549933,no
5786141242,106.6252944,10.7607931,no
5636083556,106.7106318,10.8260214,no
5793427560,106.6890073,10.8228092,no
2942937923,106.8096035,10.8871799,no
367258137,106.6940538,10.6766152,no
6021305938,106.6058071,10.6947021,no
4787684510,106.7956665,10.8795336,no
5733488470,106.6801053,10.8116267,no
5748308651,106.5586013,10.8412539,no
5805066129,106.7629014,10.8425865,no
5636057915,106.7653177,10.8443475,no
3344036829,106.659454,10.8667602,no
4923839519,106.8157876,10.7925739,no
5750432683,106.6425424,10.8434009,no
5769882955,106.6087677,10.7628553,no
474942446,106.6671791,10.7568414,no
367753561,106.542042,10.7231898,no
367169896,106.7646981,10.8059624,no
2685435849,106.6833123,10.6973267,no
5627165253,106.7722119,10.8483726,no
5636057882,106.7662166,10.8457446,no
5750634999,106.6029194,10.8412605,no
5769559496,106.7672315,10.8565774,no
5767756914,106.7308903,10.8708992,no
5939097371,106.6766415,10.8448134,no
2153453179,106.7320173,10.74041,no
5257398326,106.766349,10.8285009,no
5893981917,106.6425003,10.8335996,no
3830454335,106.6335171,10.7790528,no
5627421897,106.7635807,10.8424138,no
2408462159,106.7207589,10.726008,no
4956047791,106.6561615,10.8309442,no
5006804401,106.6190005,10.7869563,no
5751128749,106.5797616,10.7906045,no
5758077332,106.6745896,10.875663,no
5716927874,106.6605201,10.8396997,no
3658441958,106.6320264,10.8150099,no
5738197387,106.596002,10.7273894,no
5076456814,106.6150344,10.7668126,no
2078950618,106.6636544,10.814248,no
5627113523,106.7666949,10.8478387,no
367754451,106.5605136,10.7042722,no
5635241697,106.7279549,10.851431,no
5635336642,106.7237939,10.8370217,no
5633453854,106.7147117,10.8278341,no
5627572944,106.7257711,10.8348736,no
5633728592,106.7290036,10.8380398,no
5735376606,106.6485196,10.8528263,no
4052701205,106.7054994,10.7759869,no
5627431214,106.7606415,10.8468799,no
5599264011,106.7964421,10.7514095,no
2476053134,106.7714024,10.8517876,no
5811770777,106.5632069,10.7500297,no
5627167615,106.7687066,10.8430909,no
4850943238,106.6995273,10.8289794,no
367525188,106.8637075,10.8295036,no
5733078300,106.5716127,10.8062152,no
2942889763,106.6304696,10.8325098,no
5635877376,106.7299646,10.8407754,no
367164185,106.5796573,10.6903432,no
2499002845,106.63846,10.8027493,no
4936461874,106.6746696,10.8011441,no
4932465704,106.6493069,10.8304035,no
5632896011,106.7284588,10.8294651,no
5753383608,106.6464245,10.8402663,no
474949998,106.706222,10.803096,no
5635697233,106.7280957,10.8440479,no
367500264,106.8321571,10.7949813,no
5627572898,106.726238,10.8344521,no
2691230734,106.7159491,10.8149783,no
5181132373,106.7992732,10.8614511,no
4776022407,106.8081749,10.8772395,no
5750448576,106.5795104,10.8678648,no
2934107529,106.7106776,10.7213498,no
5772119343,106.6172043,10.764959,no
5632881705,106.7232606,10.8228447,no
5635679297,106.7317207,10.8449925,no
5598918345,106.6715075,10.7709589,no
5633587847,106.7106255,10.8287626,no
5227512722,106.705152,10.7787109,no
5635304170,106.7287385,10.8380695,no
5751116766,106.6498501,10.7143593,no
5806324139,106.7477801,10.684043,no
5001123660,106.6337977,10.7405812,no
4535968554,106.6293948,10.7698671,no
5773399921,106.6977456,10.8061121,no
5813728857,106.6444722,10.753623,no
367518144,106.6807812,10.8602908,no
367653307,106.8521388,10.7792504,no
2513576354,106.6682086,10.8475695,no
5023335182,106.7502695,10.8055783,no
5008712659,106.7960676,10.8503378,no
5811615446,106.7428034,10.6899743,no
5633244969,106.719922,10.8242963,no
6175905301,106.6389995,10.7697985,no
5633560494,106.7171807,10.829038,no
5633722860,106.7243475,10.8328097,no
3654066983,106.6768055,10.799858,no
5635849233,106.7207647,10.8332625,no
2689392138,106.7000807,10.7388824,no
5635764654,106.7311264,10.8379582,no
368321369,106.716033,10.7987185,no
5742932248,106.7030114,10.8861554,no
4850908431,106.5981694,10.7525287,no
2078950975,106.6628762,10.8149698,no
729605020,106.644851,10.7658359,no
