level,max_velocity,name,type,id,lat,lon,tags.highway,tags.railway,tags.traffic_signals,tags.barrier,tags.junction,tags.name,tags.note,tags.addr:street,tags.addr:housenumber,tags.operator,tags.name:vi,tags.access,nodes,tags.addr:city,tags.addr:district,tags.name:en,tags.ref,tags.addr:subdistrict,tags.service,tags.oneway,tags.old_name,tags.surface,tags.name:zh,tags.maxspeed,tags.foot,tags.bicycle,tags.layer,tags.bridge_name,tags.bridge_name:en,tags.bridge,tags.motorcar,tags.motorcycle:oneway,tags.bicycle:oneway,tags.horse,tags.lanes,tags.motorroad,tags.construction,tags.int_ref,tags.alt_name,tags.amenity,tags.crossing,tags.oneway:bicycle,tags.oneway:motorcar,tags.oneway:motorcycle,tags.motorcycle,tags.cycleway,members,tags.hour_off,tags.hour_on,tags.type,tags.except,tags.restriction,tags.network,tags.public_transport,tags.bench,tags.shelter,tags.building,tags.bridge:name,tags.bridge:name:en,tags.int_name,tags.lit,tags.motor_vehicle,tags.tourism,tags.car,tags.hgv,tags.area,tags.tactile_paving,tags.crossing_ref,tags.source,tags.name:de,tags.bus,tags.ski,tags.snowmobile,tags.wheelchair,tags.entrance,tags.religion,tags.name:ru,tags.noexit,tags.cuisine,tags.diet:vegetarian,tags.diet:vegan,tags.sidewalk,tags.motorcar:backward,tags.old_name:vi,tags.old_name:fr,tags.shop,tags.leisure,tags.name:vi-hani,tags.old_name:zh,tags.addr:province,tags.old_name:en,tags.addr:housename,tags.addr:postcode,tags.highway_1,tags.name:es,tags.width,tags.supervised,tags.name:pt,tags.description,tags.source:maxspeed,tags.fee,tags.parking,tags.tunnel,tags.proposed,tags.button_operated,tags.traffic_signals:sound,tags.level,tags.bicycle:forward,tags.ele,tags.addr:street:name,tags.maxheight,tags.stop,tags.minspeed,tags.maxweight,tags.phone,tags.website,tags.name:ja,tags.name:th,tags.fixme,tags.lay,tags.addr:place,tags.information,tags.ferry,tags.covered,tags.motorcar:forward,tags.footway
4,,Nguyễn Ðình Chiểu,tertiary,1037,,,tertiary,,,,,Nguyễn Ðình Chiểu,,,,,Nguyễn Ðình Chiểu,,"[411926164, 411926496, 5778360143, 5778360141, 411925926, 411925999, 2341633617, 4010811131, 411926667, 3167001369, 411926609]",,,Nguyen Dinh Chieu Street,,,,yes,,,阮廷炤街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nam Kỳ Khởi Nghĩa,tertiary,1038,,,tertiary,,,,,Nam Kỳ Khởi Nghĩa,,,,,Nam Kỳ Khởi Nghĩa,,"[411917839, 2146838328, 2146838326, 411917837]",,,Nam Ky Khoi Nghia Road,,,,yes,Maréchal de Lattre de Tassigny,,南圻起义路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maréchal de Lattre de Tassigny,Maréchal de Lattre de Tassigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Cầu Calmette,tertiary,1039,,,tertiary,,,,,Cầu Calmette,,,,,,,"[1773240209, 3335314142, 3335314141, 3335314140, 3335314139, 2044486904, 1773240188, 1987339999, 1773240185, 1773240208, 3335314137]",,,Calmette Bridge,,,,yes,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Châu Văn Liêm,secondary,1040,,,secondary,,,,,Châu Văn Liêm,,,,,,,"[5890133163, 1996655464, 1996655766, 4617708124, 4614188862]",,,Chau Van Liem Street,,,,yes,,asphalt,周文廉路,40,yes,yes,,,,,no,,,no,1,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Công Trường Mê Linh,primary,1041,,,primary,,,,roundabout,Công Trường Mê Linh,,,,,Công Trường Mê Linh,,"[2036083066, 4675153895, 411918792]",,,Cong Truong Me Linh,,,,yes,,,麊泠广场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Hai Bà Trưng,primary,1042,,,primary,,,,,Hai Bà Trưng,,Hai Bà Trưng,24,,Hai Bà Trưng,,"[411926393, 411926378, 411926702, 3257659069, 3166179576, 411926701, 411926594]",Thành phố Hồ Chí Minh,District 1,,,,,,,,二徵夫人路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Lê Lợi,tertiary,1043,,,tertiary,,,,,Lê Lợi,,,,,,,"[411919209, 2476387781, 4600755115, 411919357, 411919356, 5307201457, 3166133536, 2383425454, 411918918, 2034589326, 4603175867]",,,Le Loi Street,,,,yes,Rue Bonard,,黎利街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rue Bonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Trãi,tertiary,1044,,,tertiary,,,,,Nguyễn Trãi,,,,,,,"[4614188869, 366475600, 2068659851, 5674570715, 5813896020, 366404094, 3116339930, 5813896025, 2068659853, 4613947570, 4620058161, 4589132512, 5816931390, 3116339932, 5816931387, 366466828, 366440428, 5816931420, 4979973986, 1997154840, 1997154670, 4191281725, 3116339937, 366401636, 5816931363, 366404649]",,,Nguyen Trai,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phó Ðức Chính,tertiary,1045,,,tertiary,,,,,Phó Ðức Chính,,,,,,,"[3334355736, 1768565068]",Ho Chi Minh,1,Pho Duc Chinh Street,,,,,,,副德政街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phó Ðức Chính,tertiary,1046,,,tertiary,,,,,Phó Ðức Chính,,,,,,,"[3335337342, 3334355736]",,,Pho Duc Chinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phó Ðức Chính,tertiary,1047,,,tertiary,,,,,Phó Ðức Chính,,,,,,,"[411926648, 411918200, 411918297, 1769173868]",Ho Chi Minh,1,Pho Duc Chinh Street,,,,,,,副德政街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10.0,Đường dẫn Sảnh Đến Quốc tế,tertiary,1048,,,tertiary,,,,,Đường dẫn Sảnh Đến Quốc tế,,,,,,,"[3335375565, 2072605060, 2072605221]",,,International Terminal Arrival Drive,,,,yes,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nam Kỳ Khởi Nghĩa,primary,1049,,,primary,,,,,Nam Kỳ Khởi Nghĩa,,,,,,,"[2036141666, 411925308, 3167018763, 411926466, 411925506, 411926215, 2036141698, 411918595, 411926487, 411921673, 3167018764, 411925300, 411925162, 411926300, 411922954, 3167018765, 411923575, 2036141688, 411919023]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Pasteur,primary,1050,,,primary,,,,,Pasteur,,,,,,,"[411926604, 411925942, 5778360098, 3168095082, 411926554, 411918613, 3168095083, 411925340, 411918558, 411926559]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Trường Sơn,secondary,1051,,,secondary,,,,,Trường Sơn,,,,,,,"[2074208764, 5738593650, 1774952063, 4671854643, 366464142]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Võ Thị Sáu,primary,1052,,,primary,,,,,Võ Thị Sáu,,,,,,,"[2036141706, 4597431798, 411926251]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Võ Thị Sáu,primary,1053,,,primary,,,,,Võ Thị Sáu,,,,,,,"[411926160, 3162508872, 2036141706]",,,Vo Thi Sau,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Đường số 9A,secondary,1054,,,secondary,,,,,Đường số 9A,,,,,,,"[746617458, 2156215257, 5964304997, 5964304998, 5964304999, 706286214]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Ðình Chiểu,tertiary,1055,,,tertiary,,,,,Nguyễn Ðình Chiểu,,,,,Nguyễn Ðình Chiểu,,"[411926609, 411918637, 5763263827, 411926563, 2393614152]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Văn Cừ,primary,1056,,,primary,,,,,Nguyễn Văn Cừ,,,,,,,"[2364089053, 2364089048]",,,Nguyen Van Cu,,,,yes,,asphalt,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Ðiện Biên Phủ,primary,1057,,,primary,,,,,Ðiện Biên Phủ,,,,,,,"[411926532, 411926559, 5772088448, 3116339952, 411926419, 411926051, 411926477]",,Quan 3,,,,,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Cầu Nguyễn Văn Cừ,tertiary,1058,,,tertiary,,,,,Cầu Nguyễn Văn Cừ,,,,,,,"[4594916756, 4594916761, 734894520]",,,,,,,,,paved,,,no,,1,,,yes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Võ Văn Kiệt,primary,1059,,,primary,,,,,Võ Văn Kiệt,,,,,,,"[3338019269, 3338019268, 3338019267, 3338019266, 3338019265, 3338019264, 3338019262, 3338019261, 3338019260, 3338019259, 3338019256, 3338019255, 3338019254, 3338019252, 3338019249, 3338019248, 3338019246, 3338019245, 3338019244, 3338019243, 3338019242, 5814336817, 3338019241, 3338019238, 3338019237, 3338019236, 3338019240, 1996745180, 1996745405, 5814337657, 5813779732, 5814337674, 5813779729, 1996655783, 3338019258, 4415006544, 5816774506, 4415006546, 4415006545, 4618427498, 5816774536, 4415006543, 4415006542, 5813867356, 4415006538, 4415006540, 4618427497, 4618427496, 4415006541, 4415006539, 4618427495, 4618427494, 4618427493, 4109567455, 1996655730]",,,,,,,yes,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Cao Thắng,tertiary,1060,,,tertiary,,,,,Cao Thắng,,,,,,,"[5762610087, 5762610088, 2364060002]",,,Cao Thang,,,,no,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Kinh Dương Vương,primary,1061,,,primary,,,,,Kinh Dương Vương,,,,,,,"[366382491, 5797843866, 366412656, 3186147127, 366459745, 5794808761, 5794808768, 5794808770, 5797843875, 366437265, 5023969311, 366413832, 5794808791, 5794808807, 5797843894, 366385752, 5797843899, 366425086, 5757507430, 4453411212, 366431350, 5023969314, 5797843774, 3164037421, 5757507435, 366443434, 5757507451, 5757507447, 5757507496, 366389396, 5797843782, 366450190, 366441803, 366375021, 3164037419, 5679833260, 5752816802, 366439533, 366436706, 5752816797, 366419819, 366427896, 5023969315, 5748258036, 366435193, 5748257705, 5748258043, 5748258040, 366416897, 5737984610, 5737984540, 5737984619, 5737984613, 3164037417, 1648946682]",Ho Chi Minh,Binh Tan,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Thị Minh Khai,primary,1062,,,primary,,,,,Nguyễn Thị Minh Khai,,,,,,,"[2364059999, 2498091942, 5762610072]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Văn Luông,tertiary,1063,,,tertiary,,,,,Nguyễn Văn Luông,,,,,,,"[366405313, 3339195254, 5502531299, 366417672, 366397765, 366402400, 366450195, 4984435424, 366424336, 4931112880, 5813660488, 1802527925]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,vòng xoay Thái Bình,secondary,1064,,,secondary,,,,roundabout,vòng xoay Thái Bình,,,,,,,"[4666227463, 4608887950, 4608887951, 4666227464, 5464084933, 5464084934, 4666227465, 3338165671, 4608881458, 4666227460, 4666227461, 3338165680, 5464084931, 3338165682, 2935020237, 4666227468, 3338165691, 5464084932, 4608877607, 3338165894, 4666236714, 3338165893, 4614001608, 4666227462, 4666227463]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Ðiện Biên Phủ,primary,1065,,,primary,,,,,Ðiện Biên Phủ,,,,,Ðiện Biên Phủ,,"[5764817340, 411922729, 5764869372, 5764817341, 3462932165, 3116339945, 411922186, 5764817342, 5764817343, 5764817344, 5764817345, 5764817346, 411923871, 5764817347, 411925485, 411921112, 5059499368, 5059499372, 3462940809, 5764817348]",,,Dien Bien Phu Road,,,,yes,,asphalt,奠边府路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Ðiện Biên Phủ,primary,1066,,,primary,,,,,Ðiện Biên Phủ,,,,,Ðiện Biên Phủ,,"[5764817348, 5764817349, 5764817350, 5764817351, 5764817352, 5764818653, 5764818654, 5764818655, 5764818656, 5764789633, 5764789634, 5764789635, 5764789636, 5764789637, 5764789638, 5764789639, 5764789640, 5764789641, 5764789642, 5764789646, 411921105, 5764789645, 4605582026]",,Quan 10,Dien Bien Phu Road,,,,yes,,asphalt,奠边府路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Cao Thắng,tertiary,1067,,,tertiary,,,,,Cao Thắng,,,,,,,"[2364060002, 3339100849, 3339100851, 5762610097, 4607247007, 5762610093, 5762610096, 411926469, 5762610095, 411924811, 411922516, 5762610091, 5762610094, 411920657, 411918630, 411924642, 411925487, 5764778952, 411918475]",,Quan 3,Cao Thang,,,,no,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Cống Quỳnh,tertiary,1068,,,tertiary,,,,,Cống Quỳnh,,,,,,,"[3338165688, 4603797315, 5762726884, 5762711578, 5762711577, 5762726869, 4607399412, 5762711576, 2691192014, 4603586522, 5762610087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Ðình Chiểu,tertiary,1069,,,tertiary,,,,,Nguyễn Ðình Chiểu,,,,,,,"[5758114505, 411922615, 5758114506, 5758114507, 5758114508, 5758114509, 3164261850, 5758114510, 5758114511, 5758114512, 5758114513]",,,Nguyen Dinh Chieu,,,,yes,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Ðình Chiểu,tertiary,1070,,,tertiary,,,,,Nguyễn Ðình Chiểu,,,,,,,"[5764869373, 4605752816, 3164261851, 5778872996, 4605752800, 5758114505]",,,Nguyen Dinh Chieu,,,,yes,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Thị Minh Khai,primary,1071,,,primary,,,,,Nguyễn Thị Minh Khai,,,,,,,"[2364060002, 2364060010, 3160583014, 2364060005, 2364059999]",,,Nguyen Thi Minh Khai Road,,,,yes,,,阮氏明开路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1072,,,tertiary,,,,,,,,,,,,"[3342113696, 3342113688, 3342113681, 3342113675, 3342113672, 3342113670, 3342113665, 3342113660, 3342113656, 3342113654, 3342113651, 3342113647, 3342113641, 3342113639, 3342113634, 3342113633, 3342113635, 3342113636, 3342113638, 3342113640, 3342113645, 3342113650, 3342113653, 5762890444, 3342113661, 5762890439, 3342113667, 3342113673, 3342113677, 3342113684, 3342113690, 3342113693, 3342113699, 3342113701, 3342113703, 3342113704, 3342113706, 3342113714]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1073,,,tertiary,,,,,,,,,,,,"[366452191, 3342113707, 3342113705, 3342113702, 3342113700, 3342113698, 3342113692, 3342113686, 3342113683, 3342113678, 3342113674, 3342113668, 3342113664, 3342113659, 3342113644, 3342113642, 3342113628, 3342113627, 3342113622, 3342113621, 2645632729, 3342113619, 3342113620, 3342113623, 3342113625, 3342113637, 3342113643, 3342113648, 3342113652, 3342113655, 3342113658, 3342113663, 3342113666, 3342113671, 3342113676, 3342113680, 3342113685, 3342113687, 3342113691, 3342113696]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Phạm Văn Đồng,primary,1074,,,primary,,,,,Phạm Văn Đồng,,,,,,,"[366428705, 5762654859, 5762654860, 4068009417, 4068009418, 366401422, 3334343877]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,60.0,Phạm Văn Đồng,primary,1075,,,primary,,,,,Phạm Văn Đồng,,,,,,,"[3349900029, 3349900028, 3349900025, 3349900023, 3349900021, 3349900019, 3349900017, 3349900015, 5767128972, 3349900013, 3349900011, 3349900009, 3349900007, 3349900005, 3349900003, 3349900001, 3349899999, 3349899997, 3349899993, 5767184419, 3349899990]",,,,,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Hà Huy Giáp,primary,1076,,,primary,,,,,Hà Huy Giáp,,,,,,,"[366477808, 3296659857, 366390736, 3296661861, 366459274, 5755332247, 366416271, 5753206246, 5753204965, 366457476, 3296661888, 366473681, 3296661905, 366414628, 366378816, 366442034, 5755332246, 3296661924, 366426126, 366399247, 366446599, 3296661942, 366438644, 366388615, 366457523, 366461298, 366393447, 5750779480, 366414769, 5750779483, 366403783, 5750779320, 366379193, 3296662183, 366465977, 366435395, 366465228, 5750779318, 366476803, 5750779305, 366401207]",,,Ha Huy Giap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Hai Bà Trưng,primary,1077,,,primary,,,,,Hai Bà Trưng,,,,,Hai Bà Trưng,,"[411926624, 4616201238, 411926033, 411926547, 4600196007, 4650065739, 411918714, 3166179578, 411926580, 4088783458, 3474054214, 411926578, 3167001367, 411926523]",,,,,,,,,,二徵夫人路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塘𠄩婆徵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Hai Bà Trưng,primary,1078,,,primary,,,,,Hai Bà Trưng,,,,,Hai Bà Trưng,,"[411926594, 3166179577, 411926624]",,,,,,,,,,二徵夫人路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Hoàng Văn Thụ,primary,1079,,,primary,,,,,Hoàng Văn Thụ,,,,,,,"[366446893, 3654066960, 3798940822, 366387291, 1395036579, 3758592304, 366387300, 366375452, 1390350846, 712140184, 1271240171, 3700550783, 2293477511, 5724654562]",Ho Chi Minh,Phu Nhuan,Hoang Van Thu,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Lý Tự Trọng,secondary,1080,,,secondary,,,,,Lý Tự Trọng,,,,,Lý Tự Trọng,,"[411919193, 411926380, 3178952974, 2043347017, 411926594]",,,Ly Tu Trong Road,,,,yes,Gia Long,,李自重路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gia Long,Rue de la Grandière,,,,嘉隆路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Lý Tự Trọng,secondary,1081,,,secondary,,,,,Lý Tự Trọng,,,,,,,"[411926594, 411921534, 411925945, 2036083316]",,,,,,,yes,Gia Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gia Long,Rue de la Grandière,,,,嘉隆路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nam Kỳ Khởi Nghĩa,tertiary,1082,,,tertiary,,,,,Nam Kỳ Khởi Nghĩa,,,,,,,"[1769277420, 411919360, 2032267525, 5735791238, 411919229, 3168120098, 411917839]",,,,,,,yes,Maréchal de Lattre de Tassigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maréchal de Lattre de Tassigny,Maréchal de Lattre de Tassigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Pasteur,tertiary,1083,,,tertiary,,,,,Pasteur,,,,,,,"[411919193, 2043347100, 3168095079, 2043347112, 411919306, 3168095080, 4605453644, 411918857, 4600173005, 2937782011, 4600400530, 411918866, 3168095081, 411926604]",,,Pasteur Street,,,,yes,,,巴斯德路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Pasteur,tertiary,1084,,,tertiary,,,,,Pasteur,,,,,,,"[411919405, 1769277481]",,,Pasteur,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Phan Đình Giót,secondary,1085,,,secondary,,,,,Phan Đình Giót,,,,,,,"[5721685975, 4019074154, 366426004, 2081907928, 3803100625, 366402294, 366460445, 698217151, 366464026, 5462156836, 5755563485, 2077773728]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80.0,Trường Chinh,primary,1086,,,primary,,,,,Trường Chinh,,,,,,,"[2091954946, 5752850585, 4069480290]",,,,,,,yes,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
