segment_id,s_node_id,e_node_id,length,max_velocity,street_level,street_name,segment_type,long_snode,lat_snode,long_enode,lat_enode,street_type,src,dst,edge_index
21387,411919626,2233126173,0.008,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6742736,10.7674642,106.6743439,10.7674367,primary,1481,3275,2204
21388,2233126173,4614090211,0.008,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6743439,10.7674367,106.6744195,10.7674315,primary,3275,6607,2205
21389,4614090211,366432033,0.008,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6744195,10.7674315,106.674493,10.767449,primary,6607,708,2206
21390,366432033,2614395055,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.674493,10.767449,106.6745464,10.7674787,primary,708,4157,2207
21391,2614395055,4614090217,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6745464,10.7674787,106.6745907,10.7675205,primary,4157,6608,2208
21392,4614090217,698217082,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6745907,10.7675205,106.6746232,10.7675717,primary,6608,1883,2209
21393,698217082,411919599,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6746232,10.7675717,106.6746406,10.7676235,primary,1883,1479,2210
21394,411919599,698217097,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6746406,10.7676235,106.6746459,10.7676779,primary,1479,1886,2211
21395,698217097,2614395078,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6746459,10.7676779,106.6746366,10.7677393,primary,1886,4159,2212
21396,2614395078,2614395084,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6746366,10.7677393,106.6746118,10.7677965,primary,4159,4160,2213
21397,2614395084,5462350104,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6746118,10.7677965,106.674573,10.7678455,primary,4160,7908,2214
21398,5462350104,411918417,0.006,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.674573,10.7678455,106.6745229,10.7678833,primary,7908,1375,2215
21399,411918417,698217095,0.008,40.0,2,Ngã Bảy Lý Thái Tổ,primary,106.6745229,10.7678833,106.6744532,10.7679102,primary,1375,1885,2216
21400,726686195,4883457776,0.004,40.0,4,Hoàng Sa,tertiary,106.6656105,10.7905936,106.6656548,10.7905895,tertiary,1982,7034,2217
21404,411919175,2081881435,0.013,40.0,4,Hoàng Sa,tertiary,106.6660952,10.7905286,106.6662026,10.7904705,tertiary,1454,3050,2218
21428,411919168,5769486919,0.013,40.0,4,Hoàng Sa,tertiary,106.6703253,10.7878168,106.6704453,10.7877788,tertiary,1451,9821,2219
21430,3798940843,726686177,0.004,40.0,4,Hoàng Sa,tertiary,106.6706732,10.7877067,106.6707112,10.7876947,tertiary,5604,1980,2220
21432,3798940848,411919169,0.022,40.0,4,Hoàng Sa,tertiary,106.6707601,10.787681,106.6709586,10.7876124,tertiary,5605,1452,2221
21436,411920095,411920101,0.038,40.0,4,Hoàng Sa,tertiary,106.6724582,10.7871388,106.6728009,10.7870448,tertiary,1489,1490,2222
21440,411920104,411920102,0.031,40.0,4,Hoàng Sa,tertiary,106.6736726,10.7867852,106.673949,10.7867039,tertiary,1492,1491,2223
21457,4643948228,411919073,0.014,40.0,4,Hoàng Sa,tertiary,106.6783292,10.7838888,106.6784596,10.7838843,tertiary,6863,1444,2224
21478,411919770,2036141745,0.004,40.0,3,Hoàng Sa,primary_link,106.6824927,10.7914427,106.6824685,10.7914796,primary_link,1484,2888,2225
21485,4087201126,5772101044,0.025,40.0,3,Lê Văn Sỹ,secondary,106.6809853,10.7861661,106.6807847,10.7862785,secondary,6154,9951,2226
21486,5772101044,411925817,0.053,40.0,3,Lê Văn Sỹ,secondary,106.6807847,10.7862785,106.6803604,10.7865161,secondary,9951,1651,2227
21487,411925817,411925816,0.011,40.0,3,Lê Văn Sỹ,secondary,106.6803604,10.7865161,106.6802679,10.7865605,secondary,1651,1650,2228
21488,411925816,3178456808,0.04,40.0,3,Lê Văn Sỹ,secondary,106.6802679,10.7865605,106.6799454,10.7867428,secondary,1650,4981,2229
21489,3178456808,411924015,0.021,40.0,3,Lê Văn Sỹ,secondary,106.6799454,10.7867428,106.6797758,10.7868341,secondary,4981,1600,2230
21490,411924015,411923766,0.006,40.0,3,Lê Văn Sỹ,secondary,106.6797758,10.7868341,106.6797258,10.7868668,secondary,1600,1589,2231
21492,411925836,411922150,0.072,40.0,3,Lê Văn Sỹ,secondary,106.6793152,10.7870989,106.678741,10.7874276,secondary,1654,1547,2232
21493,411922150,411925443,0.028,40.0,3,Lê Văn Sỹ,secondary,106.678741,10.7874276,106.6785184,10.7875539,secondary,1547,1640,2233
21494,411925443,5769562753,0.032,40.0,3,Lê Văn Sỹ,secondary,106.6785184,10.7875539,106.6782628,10.7877022,secondary,1640,9870,2234
21495,5769562753,5769562754,0.013,40.0,3,Lê Văn Sỹ,secondary,106.6782628,10.7877022,106.6781435,10.7877066,secondary,9870,9871,2235
21496,411919403,4646769638,0.007,40.0,2,Công Trường Dân Chủ,primary,106.6815724,10.7775778,106.6816405,10.77757,primary,1472,6866,2236
21498,5778245684,4646769639,0.01,40.0,2,Công Trường Dân Chủ,primary,106.6817035,10.7775782,106.6817915,10.7776169,primary,10304,6867,2237
21507,701666218,4646769646,0.008,40.0,2,Công Trường Dân Chủ,primary,106.6817124,10.778094,106.681636,10.7781043,primary,1897,6869,2238
21514,701666211,701666209,0.009,40.0,2,Công Trường Dân Chủ,primary,106.6813688,10.7777963,106.681394,10.7777183,primary,1896,1894,2239
21516,411919383,701666210,0.009,40.0,2,Công Trường Dân Chủ,primary,106.681442,10.7776515,106.6815084,10.7776021,primary,1468,1895,2240
21517,701666210,411919403,0.007,40.0,2,Công Trường Dân Chủ,primary,106.6815084,10.7776021,106.6815724,10.7775778,primary,1895,1472,2241
21519,411926273,411925931,0.052,40.0,4,Trần Huy Liệu,tertiary,106.6779981,10.792161,106.6780222,10.791692,tertiary,1723,1669,2242
21520,411925931,411926273,0.052,40.0,4,Trần Huy Liệu,tertiary,106.6780222,10.791692,106.6779981,10.792161,tertiary,1669,1723,2243
21522,5769562647,411925931,0.006,40.0,4,Trần Huy Liệu,tertiary,106.6780259,10.7916331,106.6780222,10.791692,tertiary,9868,1669,2244
21524,5769562639,5769562647,0.034,40.0,4,Trần Huy Liệu,tertiary,106.6780454,10.7913253,106.6780259,10.7916331,tertiary,9867,9868,2245
21526,2915345822,5769562639,0.039,40.0,4,Trần Huy Liệu,tertiary,106.6780677,10.7909736,106.6780454,10.7913253,tertiary,4304,9867,2246
21528,5769562625,2915345822,0.026,40.0,4,Trần Huy Liệu,tertiary,106.6780811,10.7907361,106.6780677,10.7909736,tertiary,9866,4304,2247
21530,411920912,5769562625,0.01,40.0,4,Trần Huy Liệu,tertiary,106.6780871,10.7906381,106.6780811,10.7907361,tertiary,1510,9866,2248
21532,411921593,411920912,0.041,40.0,4,Trần Huy Liệu,tertiary,106.6781154,10.790265,106.6780871,10.7906381,tertiary,1528,1510,2249
21534,411924032,411921593,0.032,40.0,4,Trần Huy Liệu,tertiary,106.6781355,10.7899765,106.6781154,10.790265,tertiary,1601,1528,2250
21536,5352152221,411924032,0.024,40.0,4,Trần Huy Liệu,tertiary,106.6781511,10.7897581,106.6781355,10.7899765,tertiary,7800,1601,2251
21540,5352152224,3168904961,0.034,40.0,4,Trần Huy Liệu,tertiary,106.67817,10.7893978,106.6781545,10.7897098,tertiary,7801,4921,2252
21542,411920894,5352152224,0.012,40.0,4,Trần Huy Liệu,tertiary,106.6781758,10.7892822,106.67817,10.7893978,tertiary,1509,7801,2253
21544,411922332,411920894,0.041,40.0,4,Trần Huy Liệu,tertiary,106.6781952,10.7889085,106.6781758,10.7892822,tertiary,1554,1509,2254
21546,411922300,411922332,0.022,40.0,4,Trần Huy Liệu,tertiary,106.6782093,10.7887065,106.6781952,10.7889085,tertiary,1552,1554,2255
21548,411921824,411922300,0.023,40.0,4,Trần Huy Liệu,tertiary,106.6782254,10.7884931,106.6782093,10.7887065,tertiary,1538,1552,2256
21550,411920640,411921824,0.039,40.0,4,Trần Huy Liệu,tertiary,106.6782468,10.7881348,106.6782254,10.7884931,tertiary,1503,1538,2257
21552,5769562753,411920640,0.048,40.0,4,Trần Huy Liệu,tertiary,106.6782628,10.7877022,106.6782468,10.7881348,tertiary,9870,1503,2258
21556,411918319,2616958835,0.014,40.0,3,Nguyễn Trãi,secondary,106.6929369,10.7710906,106.6930476,10.7711638,secondary,1371,4172,2259
21557,411918319,3164258341,0.023,40.0,3,Nguyễn Trãi,secondary,106.6929369,10.7710906,106.6927625,10.7709682,secondary,1371,4836,2260
21560,411918697,3164258341,0.04,40.0,3,Nguyễn Trãi,secondary,106.6924572,10.7707599,106.6927625,10.7709682,secondary,1410,4836,2261
21562,411926632,411918697,0.059,40.0,3,Nguyễn Trãi,secondary,106.6920153,10.7704446,106.6924572,10.7707599,secondary,1785,1410,2262
21564,411923334,411926632,0.038,40.0,3,Nguyễn Trãi,secondary,106.6917287,10.7702449,106.6920153,10.7704446,secondary,1578,1785,2263
21565,411923334,411924594,0.04,40.0,3,Nguyễn Trãi,secondary,106.6917287,10.7702449,106.6914271,10.770031,secondary,1578,1610,2264
21566,411924594,411923334,0.04,40.0,3,Nguyễn Trãi,secondary,106.6914271,10.770031,106.6917287,10.7702449,secondary,1610,1578,2265
21568,411922680,411924594,0.015,40.0,3,Nguyễn Trãi,secondary,106.6913055,10.769954,106.6914271,10.770031,secondary,1561,1610,2266
21570,411924454,411922680,0.024,40.0,3,Nguyễn Trãi,secondary,106.6911229,10.7698289,106.6913055,10.769954,secondary,1606,1561,2267
21574,411922600,411920969,0.049,40.0,3,Nguyễn Trãi,secondary,106.690529,10.7694074,106.6908975,10.7696728,secondary,1558,1512,2268
21578,411924972,411925637,0.016,40.0,3,Nguyễn Trãi,secondary,106.6903446,10.7692766,106.6904674,10.7693654,secondary,1618,1648,2269
21582,411925865,5762780544,0.048,40.0,3,Nguyễn Trãi,secondary,106.6899406,10.7689671,106.6902932,10.7692372,secondary,1656,9336,2270
21586,3162508870,411921783,0.087,40.0,2,Võ Thị Sáu,primary,106.6955574,10.7915641,106.6949985,10.7910035,primary,4813,1535,2271
21587,411921783,411921740,0.042,40.0,2,Võ Thị Sáu,primary,106.6949985,10.7910035,106.6947199,10.7907367,primary,1535,1534,2272
21589,411926029,411917924,0.038,40.0,2,Võ Thị Sáu,primary,106.694522,10.7905412,106.6942858,10.7902899,primary,1691,1338,2273
21592,411925967,763321260,0.102,40.0,2,Võ Thị Sáu,primary,106.6937982,10.7898058,106.6931337,10.7891557,primary,1678,2063,2274
21593,763321260,411920383,0.026,40.0,2,Võ Thị Sáu,primary,106.6931337,10.7891557,106.6929632,10.7889873,primary,2063,1498,2275
21596,3162508871,411923530,0.025,40.0,2,Võ Thị Sáu,primary,106.6925693,10.7885733,106.6924092,10.7884111,primary,4814,1582,2276
21599,5772088388,411926344,0.047,40.0,2,Võ Thị Sáu,primary,106.6922282,10.788214,106.6919402,10.78789,primary,9926,1731,2277
21600,411926344,411918659,0.06,40.0,2,Võ Thị Sáu,primary,106.6919402,10.78789,106.6915718,10.7874841,primary,1731,1406,2278
21601,411918659,411918138,0.054,40.0,2,Võ Thị Sáu,primary,106.6915718,10.7874841,106.6912273,10.7871327,primary,1406,1358,2279
21602,411918138,411919431,0.019,40.0,2,Võ Thị Sáu,primary,106.6912273,10.7871327,106.6911085,10.7870041,primary,1358,1474,2280
21605,411924681,411923823,0.02,40.0,2,Võ Thị Sáu,primary,106.69068,10.7865702,106.690548,10.7864403,primary,1613,1592,2281
21607,415971733,5740364674,0.095,40.0,4,Đường dẫn Cầu Thủ Thiêm,tertiary,106.7199382,10.7828466,106.7203399,10.7820866,tertiary,1803,8519,2282
21619,2361894664,5797843811,0.006,40.0,2,Kinh Dương Vương,primary,106.6235109,10.7455465,106.6234597,10.7455216,primary,3767,10820,2283
21626,5797843822,5817150430,0.003,40.0,2,Kinh Dương Vương,primary,106.6216167,10.7439935,106.6215954,10.7439748,primary,10822,11118,2284
21633,5797843809,366407911,0.005,40.0,2,Kinh Dương Vương,primary,106.6203125,10.7428676,106.6202766,10.7428314,primary,10818,430,2285
21637,5797843840,5794808790,0.015,40.0,2,Kinh Dương Vương,primary,106.619229,10.7419817,106.6191249,10.7418935,primary,10824,10735,2286
21641,5794808751,5797843847,0.02,40.0,2,Kinh Dương Vương,primary,106.6185044,10.7413887,106.6183649,10.7412667,primary,10732,10829,2287
21645,5767300383,3329711665,0.041,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6993428,10.8005013,106.699431,10.8001395,tertiary,9696,5150,2288
21647,3329711665,5764779788,0.049,40.0,4,Bùi Hữu Nghĩa,tertiary,106.699431,10.8001395,106.6995333,10.7997044,tertiary,5150,9415,2289
21649,5764779788,5757535100,0.011,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6995333,10.7997044,106.6995564,10.799606,tertiary,9415,9126,2290
21652,1497276493,5757535100,0.056,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6994039,10.7991158,106.6995564,10.799606,tertiary,2197,9126,2291
21656,411920209,411925018,0.062,40.0,2,Lý Thái Tổ,primary,106.680996,10.7656818,106.6804512,10.7658457,primary,1494,1619,2292
21657,411925018,3150775228,0.026,40.0,2,Lý Thái Tổ,primary,106.6804512,10.7658457,106.6802177,10.7659225,primary,1619,4737,2293
21658,3150775228,411924868,0.012,40.0,2,Lý Thái Tổ,primary,106.6802177,10.7659225,106.6801096,10.7659666,primary,4737,1617,2294
21660,411925022,2498090915,0.039,40.0,2,Lý Thái Tổ,primary,106.6798148,10.7660664,106.6794706,10.7661714,primary,1620,4123,2295
21661,2498090915,411920848,0.014,40.0,2,Lý Thái Tổ,primary,106.6794706,10.7661714,106.6793389,10.7662074,primary,4123,1507,2296
21663,5758114513,2498090914,0.0,40.0,2,Lý Thái Tổ,primary,106.6787261,10.7663986,106.6787221,10.7664002,primary,9214,4122,2297
21665,411924320,411925053,0.139,40.0,2,Lý Thái Tổ,primary,106.6782293,10.7665487,106.6770101,10.7669304,primary,1604,1621,2298
21666,411925053,411923825,0.07,40.0,2,Lý Thái Tổ,primary,106.6770101,10.7669304,106.6763895,10.7671182,primary,1621,1593,2299
21667,411923825,411923247,0.011,40.0,2,Lý Thái Tổ,primary,106.6763895,10.7671182,106.6762887,10.7671553,primary,1593,1576,2300
21668,411923247,411920875,0.031,40.0,2,Lý Thái Tổ,primary,106.6762887,10.7671553,106.6760146,10.7672427,primary,1576,1508,2301
21669,411920875,3150775225,0.057,40.0,2,Lý Thái Tổ,primary,106.6760146,10.7672427,106.6755138,10.7673983,primary,1508,4735,2302
21670,3150775225,411923847,0.052,40.0,2,Lý Thái Tổ,primary,106.6755138,10.7673983,106.6750593,10.7675395,primary,4735,1595,2303
21671,411923847,411923828,0.035,40.0,2,Lý Thái Tổ,primary,106.6750593,10.7675395,106.6747562,10.7676472,primary,1595,1594,2304
21672,411923828,698217097,0.012,40.0,2,Lý Thái Tổ,primary,106.6747562,10.7676472,106.6746459,10.7676779,primary,1594,1886,2305
21673,4632239802,2434647890,0.044,40.0,3,Lê Đại Hành,secondary,106.65706,10.7623035,106.6568351,10.7626323,secondary,6826,3932,2306
21674,2434647890,5778485955,0.04,40.0,3,Lê Đại Hành,secondary,106.6568351,10.7626323,106.6566348,10.76294,secondary,3932,10411,2307
21675,5778485955,5778485959,0.012,40.0,3,Lê Đại Hành,secondary,106.6566348,10.76294,106.6565711,10.7630378,secondary,10411,10413,2308
21676,5778485959,5778485957,0.015,40.0,3,Lê Đại Hành,secondary,106.6565711,10.7630378,106.6564947,10.763155,secondary,10413,10412,2309
21677,5778485957,2434730479,0.035,40.0,3,Lê Đại Hành,secondary,106.6564947,10.763155,106.656318,10.7634264,secondary,10412,3957,2310
21678,2434730479,366372500,0.079,40.0,3,Lê Đại Hành,secondary,106.656318,10.7634264,106.6558902,10.7640087,secondary,3957,82,2311
21679,366372500,2434730478,0.138,40.0,3,Lê Đại Hành,secondary,106.6558902,10.7640087,106.6551534,10.7650268,secondary,82,3956,2312
21680,2434730478,366381218,0.013,40.0,3,Lê Đại Hành,secondary,106.6551534,10.7650268,106.6550805,10.7651275,secondary,3956,149,2313
21681,366381218,5778485979,0.006,40.0,3,Lê Đại Hành,secondary,106.6550805,10.7651275,106.6550453,10.7651785,secondary,149,10414,2314
21682,5778485979,3150623832,0.025,40.0,3,Lê Đại Hành,secondary,106.6550453,10.7651785,106.6549135,10.7653693,secondary,10414,4722,2315
21683,3150623832,366445888,0.062,40.0,3,Lê Đại Hành,secondary,106.6549135,10.7653693,106.654598,10.7658359,secondary,4722,888,2316
21684,366445888,4535195820,0.046,40.0,3,Lê Đại Hành,secondary,106.654598,10.7658359,106.6543476,10.766178,secondary,888,6383,2317
21685,4535195820,5757547048,0.038,40.0,3,Lê Đại Hành,secondary,106.6543476,10.766178,106.6541434,10.766464,secondary,6383,9128,2318
21686,5757547048,366407708,0.003,40.0,3,Lê Đại Hành,secondary,106.6541434,10.766464,106.6541237,10.7664916,secondary,9128,429,2319
21687,366407708,4535195806,0.004,40.0,3,Lê Đại Hành,secondary,106.6541237,10.7664916,106.6540989,10.766527,secondary,429,6382,2320
21688,4535195806,366431645,0.115,40.0,3,Lê Đại Hành,secondary,106.6540989,10.766527,106.6534986,10.767385,secondary,6382,701,2321
21689,366431645,3150623833,0.074,40.0,3,Lê Đại Hành,secondary,106.6534986,10.767385,106.6531443,10.7679619,secondary,701,4723,2322
21690,3150623833,5757547057,0.048,40.0,3,Lê Đại Hành,secondary,106.6531443,10.7679619,106.6529152,10.768335,secondary,4723,9129,2323
21691,5757547057,2434647869,0.02,40.0,3,Lê Đại Hành,secondary,106.6529152,10.768335,106.652818,10.7684933,secondary,9129,3929,2324
21692,2434647869,366371375,0.059,40.0,3,Lê Đại Hành,secondary,106.652818,10.7684933,106.6525082,10.7689285,secondary,3929,59,2325
21693,411918880,411925980,0.021,40.0,4,Nguyễn Ðình Chiểu,tertiary,106.7031476,10.7924028,106.7030937,10.7922169,tertiary,1426,1680,2326
21694,411925980,411923140,0.048,40.0,4,Nguyễn Ðình Chiểu,tertiary,106.7030937,10.7922169,106.7028007,10.7918833,tertiary,1680,1574,2327
