node_id,longitude,latitude,node_index
366427547,106.6818077,10.8294769,648
366427879,106.7440021,10.8414691,649
366427896,106.6097993,10.7299512,650
366427938,106.763295,10.8699244,651
366427992,106.6636835,10.7588778,652
366428035,106.6274606,10.8180721,653
366428036,106.6603396,10.7623793,654
366428049,106.7293424,10.7852932,655
366428062,106.6574894,10.7519927,656
366428121,106.6889316,10.8211723,657
366428168,106.7484282,10.8744484,658
366428170,106.8012749,10.866062,659
366428205,106.575588,10.6920058,660
366428316,106.6105297,10.8842932,661
366428437,106.7588262,10.8753139,662
366428456,106.7687324,10.8415062,663
366428472,106.635745,10.8038442,664
