id,name,type,tags.surface_concrete,tags.surface_dirt,tags.surface_paved,tags.surface_unpaved,tags.bridge_yes,tags.oneway_no,tags.oneway_yes,tags.lanes,tags.layer,max_velocity,tags.minspeed,level
720,Trương Quốc Dung,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
721,Võ Thị Sáu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
722,Trần Huy Liệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
723,Trần Quốc Toản,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
724,Hẻm 200C Xóm Chiếu,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
725,Quốc Lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
726,Cầu vượt An Sương,trunk,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,60.0,,1
727,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
728,Điện Biên Phủ,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
729,Cầu Kênh Tẻ,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,5,50.0,,2
730,Nguyễn Thị Thập,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
731,Đường số 4,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
732,Cầu Him Lam,secondary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,5,50.0,,3
733,Huỳnh Tấn Phát,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
734,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
735,Bành Văn Trân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
736,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
737,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
738,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
739,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
740,Nguyễn Trọng Tuyển,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
741,Trần Quốc Thảo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
742,An Dương Vương,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
743,,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
744,Nguyễn Thị Thập,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
745,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
746,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
747,Huỳnh Tấn Phát,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
748,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,2
749,Nguyễn Văn Quý,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
750,,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
751,Đường số 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
752,,tertiary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
753,Hồ Văn Huê,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
754,Võ Chí Công,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
755,Cầu Tân Thuận 2,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,50.0,,2
756,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
757,Đồng Đen,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
758,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
759,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
760,Cầu Bến Cát 1,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
761,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
762,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
763,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
764,Lê Văn Ninh,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
765,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
766,Đường A,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
767,Kha Vạn Cân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
768,Kha Vạn Cân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
769,Cầu vượt Ngã tư Thủ Đức,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
770,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
771,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
772,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,50.0,,2
773,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
774,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
775,Đường đất,tertiary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
776,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
777,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
778,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
779,Phú Thuận,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
780,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
781,Nguyễn Đức Cảnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
782,Tân Hoà Đông,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
783,Điện Biên Phủ,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
784,Bạch Đằng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
785,Lê Quang Định,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
786,Bạch Đằng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
787,Nguyễn Hữu Cảnh,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
788,Nguyễn Thị Thập,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
789,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
790,Nguyễn Trọng Tuyển,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
791,Nguyễn Hữu Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
792,Vườn Lài,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
793,Bến Vân Đồn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
794,Bến Vân Đồn,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,50.0,,4
795,Vòng xoay Mũi Tàu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
796,Nguyễn Lương Bằng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
797,Hoàng Minh Giám,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
798,Nguyễn Thái Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
799,Quang Trung,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
800,Cao Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
801,Trần Hưng Ðạo,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
802,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
803,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
804,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
805,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
806,Hồ Văn Long,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
807,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,50.0,,2
808,Đinh Tiên Hoàng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
809,Xô Viết Nghệ Tĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
810,Xô Viết Nghệ Tĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
811,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
812,Đinh Tiên Hoàng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
813,Cầu vượt Cộng Hòa - Hoàng Hoa Thám,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,3,50.0,,2
814,Phan Xích Long,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
815,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
816,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
817,Nguyễn Xiển,secondary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,3
818,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
819,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
820,Cầu Bình Phước 2,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
821,,trunk_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
822,Nguyễn Hữu Trí,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
823,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
824,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
825,Cầu vượt Cộng Hòa - Hoàng Hoa Thám,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,3,50.0,,2
826,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
827,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
828,Lê Đại Hành,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
829,,secondary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
830,,secondary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
831,Vòng xoay Lê Đại Hành,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
832,Tạ Uyên,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
833,Lê Đại Hành,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
834,3 Tháng 2,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
835,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
836,Cầu vượt Cây Gõ,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
837,Trần Văn Giàu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
838,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
839,Đại Lộ III,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
840,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
841,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
842,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
843,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
844,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
845,Hà Huy Giáp,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
846,Hà Huy Giáp,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
847,Dương Bá Trạc,primary_link,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
848,Dương Bá Trạc,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
849,Dương Bá Trạc,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
850,Cầu Kênh Xáng,primary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
851,Vòng xoay Ngã Sáu Nguyễ Thái Sơn,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
852,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
853,Nguyễn Văn Linh,trunk_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
854,Quang Trung,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
855,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
856,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
857,Cầu Rạch Lăng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,40.0,,2
858,Cầu Bình Lợi,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,40.0,,3
859,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
860,Đường số 20,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
861,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
862,Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
863,Bảy Hiền,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
864,Bàu Cát,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
865,Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
866,Âu Cơ,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
867,Âu Cơ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
868,Lạc Long Quân,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
869,Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
870,Âu Cơ,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
871,Đường số 1,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
872,Trần Não,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
873,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,50.0,,3
874,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
875,Nguyễn Thái Sơn,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
876,Nguyễn Tất Thành,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
877,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
878,Thành Thái,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
879,Thành Thái,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
880,Thành Thái,tertiary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
881,Lý Thái Tổ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
882,Kênh Nước Đen,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
883,Hiền Vương,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
884,Lê Lai,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
885,Nguyễn Lương Bằng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
886,Nguyễn Lương Bằng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
887,Cầu Số 7,tertiary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
888,Hậu Giang,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
889,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
890,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
891,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
892,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
893,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
894,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,50.0,,2
895,,motorway_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
896,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
897,Lê Trọng Tấn,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
898,Lê Văn Quới,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
899,Trung Mỹ Tây 2A,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
900,Trần Văn Trà,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
901,Tôn Đức Thắng,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
902,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
903,,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
904,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
905,Lê Đức Thọ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
906,Bưng Ông Thoàn,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
907,Cầu Calmette,tertiary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1,50.0,,4
908,Cầu Calmette,tertiary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1,50.0,,4
909,Trần Não,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
910,Quách Thị Trang,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
911,Lý Thái Tổ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
912,Bùi Hữu Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
913,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
914,Tây Thạnh,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
915,Tây Thạnh,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
916,Nguyễn Kiệm,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
917,,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
918,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
919,Nguyễn Ảnh Thủ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
920,Phạm Ngũ Lão,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,60.0,,4
921,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
922,Nơ Trang Long,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
923,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
924,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
925,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
926,Nguyễn Thiện Thuật,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
927,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
928,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
929,Trần Phú,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
930,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
931,Nguyễn Tri Phương,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
932,Đường N,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
933,Trần Văn Trà,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
934,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
935,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
936,Đường D4,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
937,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
938,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
939,,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
940,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
941,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
942,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
943,Cầu Tân Thuận 2,primary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,2,50.0,,2
944,Đường GS1,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
945,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
946,,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
947,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
948,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
949,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
950,Đường số 6,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
951,Tam Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
952,Hẻm 341 Lạc Long Quân,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
953,,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
954,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,50.0,,3
955,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
956,Đường ven hồ trung tâm,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,80.0,,4
957,Nguyễn Văn Nghi,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
958,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,120.0,60,1
959,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,120.0,60,1
960,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,120.0,,1
961,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,120.0,60,1
962,Thành Thái,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
963,Thành Thái,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
964,Thành Thái,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
965,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
966,Raymondienne,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,0,60.0,,4
967,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
968,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
969,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
