id,name,type,tags.surface_concrete,tags.surface_dirt,tags.surface_paved,tags.surface_unpaved,tags.bridge_yes,tags.oneway_no,tags.oneway_yes,tags.lanes,tags.layer,max_velocity,tags.minspeed,level
228,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
229,Cầu Phước Long,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
230,Lê Văn Lương,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
231,Cầu Chánh Hưng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
232,Cầu Hiệp Ân 2,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
233,Nguyễn Duy,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
234,Phạm Thế Hiển,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,50.0,,4
235,Phạm Thế Hiển,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
236,Cầu Chữ Y,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,5,60.0,,4
237,Bến Vân Đồn,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,50.0,,4
238,Cầu Nguyễn Văn Cừ,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,50.0,,2
239,Cầu vượt Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
240,Ngô Tất Tố,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
241,Nguyễn Hữu Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
242,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
243,Hoàng Sa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,4
244,Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
245,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
246,Huỳnh Văn Bánh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
247,Trần Quốc Toản,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
248,Trần Ðình Xu,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
249,Phó Ðức Chính,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
250,Nguyễn Văn Trỗi,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
251,Calmette,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
252,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
253,Vườn Chuối,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
254,Nguyễn Phúc Nguyên,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
255,Lý Tự Trọng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
256,Cầu Thị Nghè,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
257,Cầu Trần Quang Diệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
258,Phạm Ngọc Thạch,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
259,Công Trường Quốc Tế,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
260,Cống Quỳnh,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
261,Rạch Bùng Binh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
262,Cống Quỳnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
263,Trần Quang Diệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
264,Trần Quang Diệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
265,Nguyễn Hữu Cầu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
266,Trần Văn Ðang,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
267,Hồ Hảo Hớn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
268,Pasteur,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
269,Cầu Công Lý,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,5,50.0,,2
270,Nguyễn Bỉnh Khiêm,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
271,Trương Định,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
272,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
273,Nguyễn Văn Giai,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
274,Cầu Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
275,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
276,Cầu Ðiện Biên Phủ,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,1
277,Nguyễn Thái Học,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
278,Lý Chính Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
279,Trần Quốc Thảo,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
280,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
281,Nguyễn Thượng Hiền,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,4
282,Trần Quang Khải,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
283,Nguyễn Hữu Tự,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
284,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
285,Ngã Bảy Lý Thái Tổ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
286,Hoàng Sa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
287,Hoàng Sa,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
288,Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
289,Công Trường Dân Chủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,50.0,,2
290,Trần Huy Liệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
291,Nguyễn Trãi,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
292,Võ Thị Sáu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
293,Đường dẫn Cầu Thủ Thiêm,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
294,Kinh Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
295,Bùi Hữu Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
296,Lý Thái Tổ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
297,Lê Đại Hành,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
298,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
299,Hương lộ 8,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
300,Nguyễn Hữu Trí,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
301,,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
302,Cầu An Lập,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,80.0,,1
303,Trần Đại Nghĩa,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
304,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
305,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
306,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
307,Cầu vượt Thủ Đức,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,1
308,Cầu Rạch Chiếc 1,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,80.0,,1
309,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
310,Xô Viết Nghệ Tĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
311,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
312,Điện Biên Phủ,trunk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
313,Vòng xoay Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
314,Võ Văn Kiệt,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,40.0,,3
315,Đinh Bộ Lĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
316,Cầu Bình Triệu 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
317,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
318,Vòng xoay Ngã Sáu Gò Vấp,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
319,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
320,Hoàng Minh Giám,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
321,Nguyễn Kiệm,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
322,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
323,Cầu Nguyễn Văn Cừ,tertiary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
324,Võ Văn Kiệt,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,40.0,,3
325,Hồ Văn Huê,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
326,Trần Hữu Trang,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
327,Trần Khắc Chân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
328,Trần Huy Liệu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
329,Cầu Phú Mỹ,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
330,Cầu Phú Mỹ,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
331,Nguyễn Văn Quỳ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
332,Nguyễn Hữu Thọ,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
333,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
334,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
335,Nguyễn Văn Linh,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
336,Khánh Hội,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
337,Ông Ích Khiêm,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
338,Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
339,Vòng xoay Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
340,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
341,Vòng xoay Phú Lâm,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
342,Trương Quốc Dung,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
343,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
344,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
345,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
346,Cầu Thị Nghè 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
347,Cầu Thị Nghè 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
348,Cầu Văn Thánh 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
349,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
350,Cầu Bùi Hữu Nghĩa,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
351,Nguyễn Hữu Thọ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
352,Ngã Sáu Nguyễn Tri Phương,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
353,Đường số 15,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
354,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
355,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
356,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
357,Hẻm 68 Trần Quang Khải,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
358,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
359,Cầu Tư Dinh,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,80.0,,2
360,Hà Huy Giáp,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
361,Hà Huy Giáp,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
362,Hà Huy Giáp,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
363,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
364,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
365,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
366,Trần Nam Trung,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
367,Lý Thái Tổ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
368,Trần Văn Trà,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
369,Hẻm 131 Tô Hiến Thành,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
370,Hẻm 92 Vũ Huy Tấn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
371,Đại lộ Bình Dương,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
372,Cầu Hoàng Hoa Thám,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
373,Cao Xuân Dục,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
374,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
375,Đường số 48,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
376,Song Hành,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
377,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
378,Phan Xích Long,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
379,Nam Kỳ Khởi Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
380,Nguyễn Thái Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
381,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
382,Hoàng Văn Thụ,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
383,Hoàng Hoa Thám,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
384,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
385,Đường tỉnh 743,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
386,Lê Tuấn Mậu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
387,Ngã tư Hàng Xanh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
388,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
389,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
390,Điện Biên Phủ,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
391,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
392,Ngô Tất Tố,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
393,Kinh Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
394,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
395,Quốc lộ 1,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
396,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
397,Bạch Đằng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
398,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,80.0,,1
399,Cầu Cá Trê Lớn,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,1,80.0,,1
400,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
401,Xuân Diệu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
402,Nguyễn Bình,secondary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,3
403,Phan Văn Đáng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
404,Ngô Quyền,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
405,,unclassified,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,60.0,,4
406,Cầu vượt Sóng Thần 1,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
407,Đất Thánh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
408,Đường số 8,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,50.0,,4
409,Tô Ký,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
410,Quốc lộ 1,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
411,Nguyễn Lương Bằng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
412,Nguyễn Lương Bằng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
413,Nguyễn Văn Linh,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
414,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
415,Cầu Thanh Lộc,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
416,Vòng xoay An Lạc,trunk,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,1
417,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
418,Nguyễn Thiện Thuật,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
419,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
420,Huỳnh Văn Bánh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
421,Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
422,Trần Huy Liệu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
423,Nguyễn Văn Đậu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
424,Nguyễn Văn Đậu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
425,Nguyễn Thái Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
426,Phạm Thái Bường,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
427,Nguyễn Cao,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
428,Cầu Him Lam,secondary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,5,40.0,,3
429,Đường N - Bắc,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
430,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
431,Cầu Calmette,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,50.0,,4
432,Nguyễn Văn Cừ,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
433,Nguyễn Văn Cừ,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
434,Nguyễn Thị Tần,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
435,Cầu Phú Mỹ,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
436,,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,50.0,,2
437,Vĩnh Hội,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
438,Cầu vượt Thủ Thiêm,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
439,Cầu vượt Thủ Thiêm,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
440,Đường dẫn Cầu Thủ Thiêm,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
441,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
442,Cầu Thủ Thiêm,tertiary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1,50.0,,4
443,Cầu Thủ Thiêm,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,50.0,,3
444,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
445,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
446,Nguyễn Thị Thập,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
447,Trần Xuân Soạn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
448,Vòng xoay Dương Bá Trạc,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
449,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
450,Trần Văn Giàu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
451,Nguyễn Thị Định,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
452,Võ Chí Công,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
453,Cầu Kỳ Hà 4,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
454,Võ Chí Công,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
455,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
456,,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,40.0,,3
457,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
458,Hoàng Sa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
459,Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
460,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
461,Quốc lộ 1A,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
462,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
463,Quốc lộ 1,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
464,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
465,Cầu vượt Trạm 2,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,45.0,,3
466,Xa Lộ Hà Nội,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
467,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
468,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
469,Nguyễn Du,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
