type,id,tags.highway,tags.traffic_signals,tags.junction,tags.name,tags.note,tags.addr:street,tags.addr:housenumber,tags.name:vi,tags.access,nodes,tags.addr:city,tags.addr:district,tags.name:en,tags.ref,tags.addr:subdistrict,tags.service,tags.oneway,tags.old_name,tags.surface,tags.name:zh,tags.maxspeed,tags.foot,tags.bicycle,tags.layer,tags.bridge_name,tags.bridge_name:en,tags.bridge,tags.motorcar,tags.motorcycle:oneway,tags.bicycle:oneway,tags.horse,tags.lanes,tags.motorroad,tags.construction,tags.int_ref,tags.alt_name,tags.amenity,tags.crossing,tags.oneway:bicycle,tags.oneway:motorcar,tags.oneway:motorcycle,tags.motorcycle,tags.cycleway,tags.bridge:name,tags.bridge:name:en,tags.int_name,tags.lit,tags.motor_vehicle,tags.car,tags.hgv,tags.area,tags.source,tags.name:de,tags.bus,tags.ski,tags.snowmobile,tags.wheelchair,tags.religion,tags.sidewalk,tags.motorcar:backward,tags.old_name:vi,tags.old_name:fr,tags.name:vi-hani,tags.old_name:zh,tags.addr:province,tags.old_name:en,tags.addr:postcode,tags.width,tags.description,tags.source:maxspeed,tags.tunnel,tags.proposed,tags.level,tags.bicycle:forward,tags.ele,tags.addr:street:name,tags.maxheight,tags.stop,tags.minspeed,tags.maxweight,tags.name:ja,tags.name:th,tags.fixme,tags.lay,tags.information,tags.covered,tags.motorcar:forward,tags.footway
way,289968627,tertiary,,,Cống Quỳnh,,,,,,"[3338165688, 4666227464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,295597305,service,,,,,,,,private,"[3334355736, 3334355734, 2993362702, 2993362695]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,295597306,service,,,,,,,,private,"[3334355736, 3334355735, 2993362697, 2993362695]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,318273451,unclassified,,,,,,,,,"[3246716025, 5748495518, 3246716012, 5748518866, 5748760821, 5748519667, 5748518892, 5748518903, 5748518883, 3246715991, 3246715990, 5748669991, 5752775001, 5748669992, 3246715986, 5748670023, 3246715982, 5751172437, 3246715978, 3246715976, 3246715975, 3246715977, 5303300532, 5751172302, 5751172303, 3246715979, 3246715981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,318273453,unclassified,,,,,,,,,"[3246715972, 5751116375, 5751116521, 5751116373, 5751116523, 5751116365, 5751116543, 5751116524, 5751116364, 5751116362, 5751116329, 5751115411, 5751116357, 5751172429, 5751172513, 5751172515, 5751116348, 5751172432, 5751172435, 5751172516, 5751172511, 3246715978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,319790115,primary,,,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,,,,,,"[5462344911, 5462344910, 3262508964, 5757841587, 5757841588]",,,,,,,,,,,,no,yes,1,,,yes,,,,no,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,320897720,motorway,,,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,,,,,,"[3275610376, 3275610375, 5963137792, 5963124764, 5963124763, 5963124780]",,,,,,,yes,,,,60,,,,,,,,,,,,,motorway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,320897721,motorway_link,,,Nhánh A2,,,,,,"[4622816953, 3275610378, 3275610372, 3275610385, 3275610387, 3275610361, 5963104805, 3275610366]",,,,,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321568859,service,,,Hẻm 579 Quang Trung,,,,,,"[3640178220, 3283299595, 4936370236, 3283299594, 5892018289, 3283299588, 3283299589, 3283299587, 5892018286, 5892018285, 5892018184, 5892018132, 3283299591, 3283299597, 5892018287, 3283299604, 3283299608, 5892018127, 3283299610]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321568860,service,,,Hẻm 597 Quang Trung,,,,,,"[3283299611, 5892018311, 3283299609, 3283299606, 5892018294, 3283299607, 5892018295, 5892018296, 5892018297, 5892018298, 5750716475, 5892018301, 5892018302, 5750716474, 4936372891]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321568865,service,,,Hẻm 638 Quang Trung,,,,,,"[5750742173, 5891955583, 5750742172, 5750742167, 5750742171, 5891955538, 5750742170, 5891955537, 3283299627, 5716927883, 3283299625, 5891955536, 3283299621, 3283299620, 3283299616]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322263813,residential,,,Đường số 3,,,,,,"[366475527, 4423130193, 366379733, 2471790647, 2471790655, 5750613487, 5750526689, 366423232, 5750499659, 3290358409, 5750613491, 5750499664, 5750499663, 5750499674, 3290358410, 5750499678, 5750526924, 5750499649, 3290358411]",,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322875680,residential,,,Cây Sao,,,,,,"[3296661942, 3296661933, 3296661926, 3296661921, 3296661916, 3296661914, 3296661904, 5753205019, 3296661902, 3296661897, 5753205012, 3296661889, 3296661885, 3296661882, 3296661879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322875697,service,,,,,,,,,"[3296661900, 3296661888]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322875698,residential,,,,,,,,,"[3296661905, 3296661896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322880634,service,,,,,,,,,"[3296717303, 3296717302]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322993689,unclassified,,,,,,,,,"[3297934018, 3297934015, 5757534214, 3297934011, 3297934008, 3297934005, 3297934000, 3297934001, 3297933998, 3297933997, 5757648984, 3297933996, 3297933991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322993693,service,,,,,,,,,"[3297934044, 3297934048, 5755657937, 5755657936]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325900271,residential,,,Hẻm 82 Tây Tahnh5,,,,,,"[3325218677, 5762619768, 5735459329, 5735459327, 5735459328, 3325218678]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326338828,service,,,Hẻm 282 Bùi Hữu Nghĩa,,,,,,"[3329711665, 3329711666, 5767300369, 5733481795, 5767156797, 5733266055, 3329711667, 3329711668, 5733301052, 3329711669, 5767156775, 5767156772, 3329711670, 3329711674, 3329711671]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326772491,tertiary,,,Hàm Nghi,,,,Hàm Nghi,,"[3334355736, 2034589318, 2663926497, 1768565067, 411917837, 411918863, 5307200752, 411918862, 411917836]",,,Ham Nghi Boulevard,,,,yes,Rue de lka Somme,,咸宜路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rue de lka Somme,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326848007,secondary,,,Hàm Nghi,,,,Hàm Nghi,,"[3335337342, 2034589256, 2032267266, 2146838326, 3164239009, 2032267113, 2032267293, 2146838322]",,,,,,,yes,Rue de lka Somme,,咸宜路,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rue de lka Somme,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326848022,tertiary,,,Phó Ðức Chính,,,,,,"[3335337342, 3334355736]",,,Pho Duc Chinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327048050,primary,,,Cầu vượt Lăng Cha Cả,,,,,,"[3337595373, 3337595374]",,,,,,,yes,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327097648,secondary,,roundabout,vòng xoay Thái Bình,,,,,,"[4666227463, 4608887950, 4608887951, 4666227464, 5464084933, 5464084934, 4666227465, 3338165671, 4608881458, 4666227460, 4666227461, 3338165680, 5464084931, 3338165682, 2935020237, 4666227468, 3338165691, 5464084932, 4608877607, 3338165894, 4666236714, 3338165893, 4614001608, 4666227462, 4666227463]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327192441,residential,,,Hẻm Hậu Giang A,,,,,,"[3339195268, 3339195261, 5502531297, 3339195254, 4984435278, 5502531283, 5502531281, 5502531285, 366468117, 5502531442, 3339195247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327192443,service,,,Hẻm 29 Lãnh Binh Thăng,,,,,,"[4929793667, 3339199238, 3339199236, 3339199232, 3339199226]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327419872,service,,,,,,,,,"[3342060865, 3342060866, 3342060869, 3342060871, 3342060872]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327427168,tertiary,,,,,,,,,"[3342113696, 3342113688, 3342113681, 3342113675, 3342113672, 3342113670, 3342113665, 3342113660, 3342113656, 3342113654, 3342113651, 3342113647, 3342113641, 3342113639, 3342113634, 3342113633, 3342113635, 3342113636, 3342113638, 3342113640, 3342113645, 3342113650, 3342113653, 5762890444, 3342113661, 5762890439, 3342113667, 3342113673, 3342113677, 3342113684, 3342113690, 3342113693, 3342113699, 3342113701, 3342113703, 3342113704, 3342113706, 3342113714]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,404528386,primary,,,Phạm Văn Đồng,,,,,,"[3371908046, 3334343877]",,,,,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,404528387,primary,,,Phạm Văn Đồng,,,,,,"[3334343877, 2955347974]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453657574,residential,,,Nguyễn Du,,,,,,"[3326713916, 5798936905, 5798936891, 5742713533, 4903050782, 4903049320, 3326713917, 5818114246, 3326713918, 5798936655, 3326713922, 5798935338, 5742713529, 5818114254, 3326713923, 5798935322, 4903049308, 5818114204, 366414678, 366442657, 5798935319, 366469592, 366452698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,464239653,service,,,,,,,,,"[3338020134, 4593780537, 4593780538, 4593780539, 4593780540]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,472411140,secondary,,,Nguyễn Trãi,,,,,,"[4666227465, 3338165670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,504918000,tertiary,,,Đường số 23,,,,,,"[366397218, 3144008594, 3144008597, 5765349087, 3144008592, 3144008601, 3144008598, 366404060, 5797704376, 4974488213, 3338165602, 5765322033, 3338165611, 3338165633, 3339874754, 4950067178, 5765322026, 4950067179]",,Quan 6,,,Phuong 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,568401407,tertiary,,,Vườn Lài,,,,,,"[3298523157, 5653129658, 5757656961, 5653129659]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,592270141,tertiary,,,,,,,,,"[5653129660, 3298523300, 5757656969, 3298523157]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,602329380,primary,,,Hoàng Văn Thụ,,,,,,"[2453734022, 3337595375, 3337595374]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606302102,unclassified,,,,,,,,,"[3246715981, 5748843618, 5748843617, 5751172301, 5748843616, 5748843615, 5748843614, 5748843613, 5748843612, 5748843611, 5748843610, 5748843609, 5748843608, 5748843319, 5748843607, 5748843606, 5748843583, 5748843605, 5748843584, 5748843604, 5748843603, 5748843602, 5748843601, 5748843600, 5748843599, 5748843462, 5748843598, 5748843597, 5748843596, 5748843595, 5748843594, 5748843444, 5748843593, 5748843450, 5748843592, 5748843591, 5748843590, 5748843448, 5748843589, 5748843588, 5748843587, 5748843586, 5748843585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606861496,unclassified,,,,,,,,,"[3246715981, 5752775004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607305223,trunk,,,Đại lộ Bình Dương,,,,,,"[5755657946, 3297934044, 3297934046, 366425498, 2338830270, 5755657930, 5755657935, 366404330, 5755747285, 3296704212, 366444262, 5748066749]",,,Binh Duong Road,13,,,yes,,,平阳大路,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607553124,unclassified,,,,,,,,,"[3297934023, 3297934018]",,,,,,,,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607553125,unclassified,,,,,,,,,"[3297934027, 3297934023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608498238,residential,,,Trần Thiện Chánh,,,,,,"[1738852191, 1738852185, 3301809362]",,,Tran Thien Chanh,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609063525,residential,,,Thạnh Lộc 17,,,,,,"[3296659857, 3296659858, 5755332249, 3296661863, 4971636129, 5753204962, 5769332099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611958576,service,,,Hẻm 551 Phan Văn Trị,,,,,,"[3138804707, 3138804713, 3138804724, 3138809731, 4850943078, 4903050748, 3138809737, 4441525398, 3326713915]",,Quan Go Vap,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,612479049,residential,,,Chợ Lớn,,,,,,"[5797704403, 5797704404, 5797704405, 5797704406, 3339874754]",,,,,,,,,paved,,40,,,,,,,,,,no,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614327222,residential,,,,,,,,,"[3338020159, 5811285061, 5811285060]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,623968232,service,,,Hẻm 618 Quang Trung,,,,,,"[5750742165, 5750742160, 5750742166, 5891955582, 5891955581, 5891955580, 5891955579, 3283299626, 5891955592, 3283299622, 5891955565, 3283299617, 5891955568, 3283299615]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32577089,residential,,,,,,,,,"[366466168, 3349899962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,317934460,service,,,Hẻm 945 Lê Đức Thọ,,,,,,"[3242683107, 3242683114, 5917810031, 5917810029, 5917810034, 3242683122, 5917810020, 5917810024, 5917810027, 3342343484, 3342343693, 3342343697, 5917810016, 3342343727]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327427171,residential,,,,,,,,,"[5763116001, 3342113715, 3342113716, 3342113717, 3342113718, 5762890453, 3342113720, 3342113721, 3342113719, 5763116000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327427626,service,,,,,,,,,"[5764978072, 5764978067, 5764978068, 5764978066, 5764978017, 5764978026, 5764978035, 5764978069, 5764978070, 5764978071, 5764978063, 5764978043, 5764978034, 5764978025, 5764978016, 5764978065, 5764978072, 5764978062, 3342117449, 366374311, 3342117448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327427627,service,,,,,,,,,"[2955838194, 3342117447, 3342117446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327443497,residential,,,,,,,,,"[3342273742, 3342273739, 3342273710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327444261,service,,,,,,,,,"[3342281499, 3342281498]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327444264,service,,,,,,,,,"[3342273879, 3342273887, 5758103611, 3342273883, 3342273882, 3342273878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447674,service,,,,,,,,,"[3342343849, 3342343838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447688,service,,,Hẻm 584 Phạm Văn Chiêu,,,,,,"[3342343777, 3342343741]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447691,service,,,Hẻm 1163 Lê Đức Thọ,,,,,,"[3342343850, 3342343825, 5894559503, 3342343801]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447706,service,,,Hẻm 1144 Lê Đức Thọ,,,,,,"[3342343761, 3342343784, 3342343786, 5894559586, 3342343790]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447710,service,,,Hẻm 873 Lê Đức Thọ,,,,,,"[3342343491, 3342343457]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447738,residential,,,Trương Minh Ký,,,,,,"[3342343792, 5894559863, 3342343782, 5894559859, 3342343757, 5894559606, 5894559870, 5894559882, 3342343717, 3342343703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327447755,service,,,Hẻm 1264 Lê Đức Thọ,,,,,,"[3342343924, 5894008724, 5769540954, 3342343923, 5769540839, 3342343921, 3342343920, 5769540777, 5769540845, 3342343915, 5894559488, 5894558884, 5894558876, 3342343876, 3342343841, 3342343829]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452953,service,,,Hẻm 1396 Lê Đức Thọ,,,,,,"[5769525712, 3342362014, 3342362009, 3342362002, 3342361995, 3342362000, 3342361999, 3342361186]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452958,service,,,Hẻm 1404 Lê Đức Thọ,,,,,,"[3342362010, 3342362001]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452964,service,,,Hẻm 1400 Lê Đức Thọ,,,,,,"[3342362011, 5894008704, 3342361192]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452970,service,,,Hẻm 1426 Lê Đức Thọ,,,,,,"[3342362030, 3342362018]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452974,service,,,Hẻm 1227 Lê Đức Thọ,,,,,,"[3342361189, 5769525692, 3342361169]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452977,service,,,Hẻm 1261 Lê Đức Thọ,,,,,,"[3342362003, 3342361190, 3342361180]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452983,service,,,Hẻm 1446 Lê Đức Thọ,,,,,,"[3342362039, 3342362036, 5769524935, 3342362031]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327452997,residential,,,An Hội,,,,,,"[3342343879, 3342361125, 3342361120, 5894559512, 3342361116, 5894559516, 5735605651]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327596567,residential,,,Hiệp Thành 44,,,,,,"[366419418, 3344100772, 5757535344, 3344100742, 3344100728, 3344100695, 3344095685, 3344095653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327596578,residential,,,Tân Chánh Hiệp 8,,,,,,"[3344095667, 3344095664, 5757466306, 5757503355, 3344095655, 3344095656, 3344095657, 3344095661, 3344095665, 3344095666, 3344095662, 5757732720, 5757503352, 5757503353, 3344095658, 3344095659, 3344095660, 3344095663, 3344095669, 3344095672, 5757503351, 3344095688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327596599,residential,,,,,,,,,"[3344095653, 5757732709, 3344095632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327596619,service,,,,,,,,,"[3344095663, 3344095652, 3344095649, 3344095645, 3344095642, 3344095650, 3344095671]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327969778,service,,,,,,,,,"[3347875831, 3347875826]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447644202,tertiary,,,,,,,,,"[3349899982, 3349899981, 4447270631, 5767184396, 4447270632, 5767184391, 5767184400, 4447270630]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,604509898,residential,,,Đường sô 1,,,,,,"[366460541, 5894559792, 5735834080, 5735834079, 4423136084, 3342343888, 5894559819, 3342343891, 5894559826, 5894559827, 3342343893, 5894559829, 3342343890, 5894559548, 3342343889, 5894559533, 3342343886, 5735781194, 5894559553, 5894559563, 5769558617, 3342343884, 3342343881, 3342343877, 5894559492, 3342343873, 5894559572, 3342343839, 5894559578, 5894559574, 3342343827, 3342343800]",,Quan Go Vap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606521509,primary,,roundabout,,,,,,,"[5750476259, 5750476256, 5750476258, 5750476255, 5750476257, 5750476261, 5750476254, 5750476253, 5750476252, 5750476251, 5750476250, 5750476249, 5750476248, 5750476247, 5750476246, 5750476260, 5750476245, 5750476244, 5750476243, 5750476242, 5750476241, 5750476240, 5750623148, 5750476239, 5750476238, 5750476237, 5750476236, 5750476235, 5750476234, 5750476233, 5750476232, 5750476231, 5750476230, 5750476229, 5750476228, 5750623147, 5750476227, 5750476226, 5750476225, 5750476224, 3349899384, 5750476223, 5750476222, 5750476221, 5750476220, 5750476219, 5750476218, 5750476217, 5750476216, 5750476215, 5750476214, 3349899382, 5750476213, 5750476212, 5750476211, 5750476210, 5750476209, 5750476208, 5750476207, 5750476206, 5750476205, 5750476204, 5750476203, 5750476202, 5750476201, 5750476200, 5750476199, 5750476198, 5750476197, 5750476196, 5750476259]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
