type,id,tags.highway,tags.traffic_signals,tags.junction,tags.name,tags.note,tags.addr:street,tags.addr:housenumber,tags.name:vi,tags.access,nodes,tags.addr:city,tags.addr:district,tags.name:en,tags.ref,tags.addr:subdistrict,tags.service,tags.oneway,tags.old_name,tags.surface,tags.name:zh,tags.maxspeed,tags.foot,tags.bicycle,tags.layer,tags.bridge_name,tags.bridge_name:en,tags.bridge,tags.motorcar,tags.motorcycle:oneway,tags.bicycle:oneway,tags.horse,tags.lanes,tags.motorroad,tags.construction,tags.int_ref,tags.alt_name,tags.amenity,tags.crossing,tags.oneway:bicycle,tags.oneway:motorcar,tags.oneway:motorcycle,tags.motorcycle,tags.cycleway,tags.bridge:name,tags.bridge:name:en,tags.int_name,tags.lit,tags.motor_vehicle,tags.car,tags.hgv,tags.area,tags.source,tags.name:de,tags.bus,tags.ski,tags.snowmobile,tags.wheelchair,tags.religion,tags.sidewalk,tags.motorcar:backward,tags.old_name:vi,tags.old_name:fr,tags.name:vi-hani,tags.old_name:zh,tags.addr:province,tags.old_name:en,tags.addr:postcode,tags.width,tags.description,tags.source:maxspeed,tags.tunnel,tags.proposed,tags.level,tags.bicycle:forward,tags.ele,tags.addr:street:name,tags.maxheight,tags.stop,tags.minspeed,tags.maxweight,tags.name:ja,tags.name:th,tags.fixme,tags.lay,tags.information,tags.covered,tags.motorcar:forward,tags.footway
way,235083025,trunk,,,Mai Chí Thọ,,,,,,"[366414360, 366474490, 766963446, 2275303172, 4066405832, 366369560, 4066405831, 714480538]",,,,,,,yes,,,,60,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,263171591,residential,,,,,,,,,"[366412672, 2688002517, 2688002521, 2688002519, 5764948497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,292986684,residential,,,,,,,,,"[366410090, 2965453012, 5742717937]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299473662,primary,,,Hoàng Diệu,,,,,,"[366408252, 2027773690, 3171491270, 1767234732, 1767235000, 1768404084, 2305201705, 2305201711]",Ho Chi Minh,4,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327097640,tertiary,,,Nguyễn Văn Luông,,,,,,"[366405313, 3339195254, 5502531299, 366417672, 366397765, 366402400, 366450195, 4984435424, 366424336, 4931112880, 5813660488, 1802527925]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330378031,tertiary,,,Trang Tử,,,,,,"[1996654934, 366409794, 5802782527, 5802782528, 1996745106, 366468340, 4583483799]",,,Trang Tu,,,,no,,paved,莊子路,,,,,,,,,,,no,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330378033,trunk,,,Quốc lộ 1,,,,,,"[1958801762, 5762654878, 1958801783, 3792257398, 1958801803, 3792257401, 5762697165, 1958801838, 5762697167, 366428437, 1958801865, 5762600151, 5762601953, 5762613598, 1958801919, 2951396137, 1958801931, 366412394, 4068085505, 1958801961, 1958801933, 1958801915]",,,,1,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330532348,primary,,,Xa lộ Hà Nội,,,,,,"[2217837564, 3112765122, 4066481008, 4066481007, 4934947959, 4066481009, 2217842114, 2360081512, 2697217614, 366452432, 4066458564, 4934947961, 4066458565, 366405940, 4066414553, 4934947970, 366385636, 4934947963, 366460221, 366461014, 366410278, 4066414552, 4066458578, 4066458579, 4066470692, 5778616002, 2217869570, 2217869577, 2024973291, 3385455009, 4066470693, 2024973162]",,,,QL.52,,,yes,,,,50,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,373721604,service,,,,,,,,,"[366409007, 3771420358, 3771420359, 3771420360, 3771420361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,404368568,trunk,,,Xa Lộ Hà Nội,,,,,,"[2217825343, 4066470696, 676031635, 2024973215, 4066458586, 2024972965, 366479158, 2024972978, 366409088, 676031636, 1958801271, 2940185170, 4934947972, 676031638]",,,,,,,yes,,,,60,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,408229568,tertiary,,,Võ Văn Ngân,,,,,,"[366472293, 5762609744, 2947041242, 2333139495, 2947041243, 2947041244, 366428704, 2987193111, 366451012, 366406615]",,,Vo Van Ngan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,408248908,residential,,,Đỗ Ngọc Thạnh,,,,,,"[366405813, 366454699, 366434709, 366446800]",,Quan 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,408250489,tertiary,,,Võ Văn Ngân,,,,,,"[366406615, 2984717721, 2963929783, 366408509, 366479294, 366449145, 2987193110, 5755653748, 2024972876]",,,Vo Van Ngan Street,,,,,,,武文银路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,432079671,secondary,,,Nguyễn Trãi,,,,,,"[366404649, 5802993726, 3116339939, 5805666000, 5794854810, 5805666012, 366466608, 5794854818, 5805665972, 5794854817, 5794854816, 5794854815, 5805665964, 5794854814, 5794854813, 5794854812, 5794854811, 5794854830, 5598913755, 5805831206, 366472120, 5805966975, 5598914629, 3186257042, 5806315850, 1997154501, 5598914622, 5805962828, 5805962832, 5805831173, 2233965366, 5805831177, 5805966958, 5805831183, 5805962780, 5794854809, 5805831180, 5805962773, 5794854808, 3186257043, 5805831163, 5806004697, 5806004698, 5806004675, 5806004661, 5795001638, 366467217]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,457552328,secondary,,,Bà Hom,,,,,,"[723909516, 3174533668, 366423166, 5813660653, 5813660663, 366412756, 366406841, 2350480204, 2350480210, 2350480242, 5811834439, 2350439968, 4976735412, 3174533669, 4538876536, 4929830707, 2350480227, 4950067434, 5811834434, 4992050561, 1488714232, 4950067220, 4929831336, 5681323792, 4950067187, 3174533670, 366464051, 5800295310, 5800295285]",,,Ba Hom,TL 10,,,yes,,,,30,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,466043078,primary,,,Nguyễn Tri Phương,,,,,,"[1996654153, 1996655091, 366411464, 5817380553, 5817378552, 5817378551]",,,,,,,yes,,,,,no,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,466897995,residential,,,,,,,,,"[5802861315, 5802861314, 366405813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,468380368,tertiary,,,,,,,,,"[366412106, 2498090051]",Su Van Hanh,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,468434639,primary,,,3 Tháng 2,,,,,,"[4629703864, 2433276952, 5058499877, 5058499868, 5058499849, 366409140, 4646816753]",,,3 Thang 2,,,,yes,,,,,yes,yes,,,,,,,,no,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,468590178,primary,,,Nguyễn Tri Phương,,,,,,"[4631390894, 5674570733, 5816931372, 366404649, 5816931355, 5816931421, 2934000190]",,,Nguyen Tri Phuong,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,503561779,secondary,,,Lê Văn Tách,,,,,,"[366412394, 5772687798, 1602638853, 5755091251, 2951396142, 5755091950, 366398744, 5755091311, 2951396135, 5755038362, 2951396136, 5755039649, 366438017, 5755039507, 5755039641, 3792257805, 5755039637, 5755145276, 5755039503, 5755039497, 366469460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518517138,service,,,Hẻm 523 Nguyễn Tri Phương,,,,,,"[2841256340, 366405533]",,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,567751082,cycleway,,,Âu Dương Lân,,,,,,"[3462864226, 3462864227, 366450196, 5464050154, 5464050155, 5464050156, 2468452120]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,601446844,tertiary,,,Vũ Huy Tấn,,,,,,"[3415439423, 735998210, 366471364, 2231265586, 6116136079, 5764862103, 5350664366, 366413598]",,,Vu Huy Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,602290912,residential,,,Hoàng Hoa Thám,,,,,,"[366405871, 5767582469, 5767582470, 5767582476, 366450460]",Ho Chi Minh,Binh Thanh,Hoang Hoa Tham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606547878,primary_link,,,Kha Vạn Cân,,,,,,"[3349899378, 366409677, 3118891616, 5750623145]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,606904749,service,,,,,,,,,"[5753048850, 366411026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607615097,tertiary,,,Kha Vạn Cân,,,,,,"[5758041297, 2947068443, 366410061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609063531,trunk,,,Quốc lộ 1,,,,,,"[5767403840, 3164008528, 5653129658, 366375135, 5757656966, 5771983557, 5771983351, 5771983553, 5771983347, 5771983345, 5772000867, 366412945, 5653129467, 5769332104]",Ho Chi Minh,Thu Duc,,1,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609378597,residential,,,,,,,,,"[366406898, 5772218574, 5772137759, 5772137758, 5772137757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609428093,primary,,,,,,,,,"[5772502925, 366408252]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609428094,primary,,,,,,,,,"[366408252, 5772502924]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611396786,secondary,,,Nguyễn Lương Bằng,,,,,,"[2244906874, 2244906847, 2244906869]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,619030684,tertiary,,,,,,,,,"[5763376687, 366414108, 2938759525, 5763376688, 5762890475, 5762890465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,621159704,trunk,,,Võ Văn Kiệt,,,,,,"[2666742983, 3181281947, 1996655858, 411918804, 3338020323, 411918802, 3338020311, 1996654360, 1996654700, 1996745885, 5781158296, 411918790, 411924573, 411918795, 1998504427, 411918677, 1996655135, 3181281951, 1996654479, 1996655082, 1996654227, 1996655706, 411926094, 411926072, 3181281954, 411925154, 411926284, 411926073, 411925182, 411921412, 411918967, 411922406, 411921434, 411925666, 411926130, 411926131, 411924335, 411926081, 411926083, 411926082, 411918673, 411926092, 3338020095, 1767760231, 1767760234, 366420375, 1996654952, 3181281955, 1996654379, 1793489521, 1996745654, 1996655862, 366474182, 5813779727, 5813779726, 1996654083, 3338019239, 366467765, 366370918, 3338019235, 3338019233, 366421082, 3338019234, 366462285, 366419587, 1996745539, 366471529, 3181281957, 366381041, 366423076, 366434618, 366450466, 366439950, 1996745894, 366426558, 366378249, 2327219045, 366462809, 366468819, 1996654305, 3181281959, 366376295, 925113584, 1996654902, 366448899, 925138138, 366428553, 5813867373, 1996654357, 366428930, 366448117, 366408058, 1516822832, 366386853, 1996655076, 3181284823, 366434087, 366426128, 366446095, 366412088, 1996654835, 1996654354, 366371306, 366450244, 1996654627, 366452089, 366478319, 366383770, 4611905379, 4611905378, 366435204, 4609356084, 4609356083, 366456916, 366441836, 366435510, 4609356082, 366476693, 1996655632, 4618427500, 1996654282, 366411464, 4609356095, 366385435, 4609356034, 366388035, 366436173, 366389785, 925138131, 366409967, 1996655322, 1996654622, 925138126, 1996654091, 678475814, 1996654010, 4611982113, 4621545455, 5816921532, 1996654059, 3181284827, 4611751714, 3181284829, 678482702, 4609253540, 4609253541, 2358156638, 4609253543, 678482714, 4611751713, 678482722, 4583485484, 5045722542, 5045722543, 3034591420, 678482734, 2358076632, 5045721786, 5045721787, 4611587121, 678484668]",,,,,,,yes,,asphalt,,60,no,no,,,,,designated,,,no,3,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,623768986,service,,,Hẻm 102 Lê Văn Thọ,,,,,,"[366391095, 5755049751, 5755049753, 366451081, 366454220, 5891955523, 5890229884, 5724806850, 5724806849, 5724806848, 366374855, 5716927852, 5716927874, 366385909, 5891955544, 5890230606, 5716927860, 366375927, 5716927872, 3242682827, 366426239, 5890235172, 366402114, 5724806844, 5724806845, 5724806843, 5891955548, 366369223, 5755067259, 366413603]",Ho Chi Minh,Go vap,,,Phuong 11,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32575820,tertiary,,,Nguyễn Văn Bá,,,,,,"[366450125, 5627450801, 3376089936, 3376089932, 366439221, 366380944, 366428456, 366416066, 366423483, 366450784]",,,Nguyen Van Ba Street,,,,,,,阮文伯路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32575966,secondary,,,Lê Văn Lương,,,,,,"[366422378, 5802629829, 366433066, 5802629803, 366458143, 366393555, 5802629840, 366402184, 5802629852, 366468672, 366371573, 366445679, 366388871, 3702562245, 366441227, 3702562253, 366397907, 366440080, 366397092, 3702562261, 3702562266, 2153156491, 3702562272, 3702562273, 373515972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32576100,residential,,,Đường số 13,,,,,,"[366478853, 5762626746, 366388855, 366459798, 366440371, 5762610276, 366419447]",,,Road No.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32577546,unclassified,,,Tân Xuân 1,,,,,,"[366419867, 366423254, 366411339, 366429348, 366408995, 366477878, 5740046922, 366474728, 366402504, 366436485, 366375910, 5740046865, 5740046913, 366369121, 366435235, 5740046921, 366444568, 366444771, 5740046931, 366373001, 5740046821, 366444820, 366397936, 366455991, 5740046938, 5740046936, 5740046846, 366461857, 5740046937, 366466083, 366469287, 366375483, 366435176, 366476554, 366400275, 5740111253, 366457030, 366403955, 366445225, 5740106090, 366453427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32578463,residential,,,,,,,,,"[366418147, 5772096777, 5772096768, 5772089088, 366466168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32578906,residential,,,Lê Lãm,,,,,,"[366378320, 366391334, 366446508, 2620587130, 366464431, 2620587138, 366382183, 366418294, 366471784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32580246,residential,,,Trần Thủ Độ,,,,,,"[5006804388, 5006804387, 5006804391, 5006804386, 5006804390, 366384738, 366400591, 366466593, 366447410, 2620587122, 366451492, 366413508, 2620587134, 5778270826, 366453155, 366422231, 2500255258, 2500255254, 4547949547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32580788,unclassified,,,Dồng Tâm,,,,,,"[366416430, 4178488086, 366436217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32581726,service,,,,,,,,,"[366435141, 366415382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32582226,tertiary,,,Nguyễn Văn Khối,,,,,,"[4631562561, 5818202691, 5750493431, 2470745108, 5818202696, 5750493363, 2470745114, 5818202700, 5750493346, 2471791320, 2470745112, 5750492705, 2471791317, 5818202702, 366465474, 5763943803, 2470745111, 4792986986, 4792986985, 5763943805, 2470745113, 5750613464, 5750526697, 3290274462, 5750526674, 2470745109, 3290358411, 366424501, 5763943830, 4792986984, 5750526703, 5844253813, 4792986983, 2471790653, 366444523, 5844253829, 2470745102, 5751286528, 2471792502, 2470745103, 5844253843, 2471792503, 2470745110, 5753558004, 2471782020, 5753557996, 5755079618, 5755079616, 366421277, 5762619761, 5755079601, 2686060549, 2686060545, 366478075, 4631562560, 366432007]",,,,,,,,Cây Trâm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32582234,unclassified,,,Dồng Tâm,,,,,,"[366441789, 366416430]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32582522,tertiary,,,Lý Chiêu Hoàng,,,,,,"[366421855, 4984435302, 366429259, 5755548644, 366435732, 5755548642, 366477466, 5001123698, 366399118, 3164038606, 5755548648, 3339874409, 3339712050, 5755548657, 366466741, 366437709, 366444241, 366378413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32582897,secondary,,,Huỳnh Tấn Phát,,,,,,"[5806323052, 366420500, 5806324061, 366379764, 5806323042, 366428415, 366446744, 366417697, 366436102, 5806378066, 366457604, 5811473912, 366445176, 5806324083, 2609809420, 3149148217, 366478112, 5806324094, 5806324088, 3149148218, 366436292, 5811473935, 366399956, 5806324096, 5806229328, 366457323, 366421464, 5806229334, 366463976, 366472415, 5811615663, 2609818004, 366389115, 5811615708, 366439973, 2609818024, 5811615682, 366418970, 5811615658, 5811649267, 366384601, 2609818032, 366446519, 366372968, 366430301, 5166975836, 366467460, 366444837, 5811863980, 366465162, 366442600, 366430547, 5811960485, 366389424, 366457073, 2609809647, 366445809, 5811960480, 366440284, 2609809701, 366405222, 366387280, 5813791230, 5813791166, 366471145, 366429455, 5813822214, 366474204, 366424896, 5813822222, 5813822221]",,,Huynh Tan Phat,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32582931,residential,,,Tân Trang,,,,,,"[5092125050, 366383494, 3789057868, 366399062, 366403291, 1524323174, 366418292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32583154,residential,,,,,,,,,"[366422614, 366422772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32583674,residential,,,Nguyễn Bá Luật,,,,,,"[366414791, 5762626734, 5762732546, 5762732547, 5762732542, 5762732544, 5762732543, 366401761, 366384716, 2984282051, 366428065, 3259392950, 366466149, 4907039514, 4907039520, 4907039517, 3259392947]",,,Nguyen Ba Luat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32583702,residential,,,Hẻm 416 Lạc Long Quân,,,,,,"[366416238, 6175932023, 6175931678, 4217007587, 4217007590, 366437646, 6175931672, 6022345259, 366397303, 4217007621, 366427219, 4217007642]",,,,,,,,,concrete,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32584396,residential,,,Einstein,,,,,,"[366416066, 366436145, 366388129, 4934840873, 366402725, 366428790, 3259392946]",,,Einstein Street,,,,,,,爱因斯坦路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32584426,unclassified,,,Hẻm 86 Ông Ích Khiêm,,,,,,"[5758065177, 4217006549, 4217006557, 4217006568, 366441325, 4217006588, 4217007510, 4217007513, 366469338, 4217007547, 4217007550, 366416238, 366454776, 6175932025, 6022345397, 366440319, 366461361, 4217007625, 6175932032, 5765404726, 5765404725, 5765404724]",,,,,,,,,concrete,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32584718,residential,,,Đường Số 3,,,,,,"[5765289881, 4655931658, 4538876164, 4655931664, 4656005753, 4655932100, 4655932101, 4655932102, 4655932103, 4655932104, 4655932093, 6036632855, 366419567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32585491,unclassified,,,Tân Xuân 2,,,,,,"[366422883, 5740046828, 5740046860, 366368975, 5740046834, 5740046836, 5740046826, 366387818, 366477515, 366446757, 5748236551, 366419867, 2414265428]",,,Tan Xuan 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32585837,primary,,,Phan Đăng Lưu,,,,,,"[366417290, 3141309629, 1671468573, 5350664362, 4989081992, 4989081995, 4989081996, 4989081999, 4989081997, 4989082000, 4989082001, 4989082002, 4989082004, 366423565]",,Binh Thanh,Bach Dang,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32585910,service,,,,,,,,no,"[366422416, 4441523970, 3640190410, 4903118194, 4903118196, 4441523950, 4441523951, 4441523953, 4441523955, 3640190413, 3640190405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32586231,residential,,,,,,,,,"[366421547, 5719597005, 5735881852, 5735879415, 5735881854, 5735881856, 2942876462, 2942876479, 366464129, 2942876477, 366443267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32587351,unclassified,,,Tân Xuân 2,,,,,,"[366439454, 5735589452, 4069505891, 5738491115, 366379855, 3700589661, 5738491102, 5738491119, 737199250, 5738491113, 366418712, 366372553, 366442232, 366411486, 366408945, 5738538331, 366386653, 5738538367, 5738538333, 366445159, 366417540, 366377137, 5740046620, 366433865, 366422883]",,,Tan Xuan 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32587839,tertiary,,,Xô Viết Nghệ Tĩnh,,,,,,"[366417938, 2030638652, 5737933073, 2030639573, 2030639511, 5737933035]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32588479,unclassified,,,Tân Sơn Nhì,,,,,,"[2409402335, 366422642, 2049210191, 5097414410, 5109567398, 366455150, 366466453, 5003306371, 2049210145, 4974589992, 5758081969, 366458412, 5758082010, 5721938906, 5758082016, 5109567392, 3830454074, 3771499610, 366441305, 4974589991, 3830454111, 3771499611, 3830454123, 3830454105, 3830454115, 5767088728, 5778872967, 366377198, 3095291591, 5767088698, 3158928455, 5109568284, 366413923, 5767088726, 366373742]",,,Tan Son Nhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32588977,tertiary,,,Bành Văn Trân,,,,,,"[366451136, 366465265, 5293846864, 366449839, 5293846906, 366421768, 5769437317, 366436401, 366426340, 366460683, 5778752799, 366445199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32928935,tertiary,,,Cầu Băng Ky,,,,,,"[370818168, 366421652]",,,,,,,no,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32928936,tertiary,,,Nơ Trang Long,,,,,,"[366421652, 5738446598, 1635104120, 366399587, 5737980756, 366414267, 5737980733, 5738082271, 5731653474, 5738082296, 5731653473, 3162352203, 366473546, 5737980761, 5738640353, 5738082287, 366462785, 5772102508, 5738082285, 366464329, 5737980785, 366439978, 3162352204, 5737980776, 5772102519, 5738082340, 366467006, 366467134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33101960,secondary,,,Cầu Long Kiểng,,,,,,"[366422378, 366452061]",,,,,,,,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
