id,s_node_id,e_node_id
1726,10053,10165
1727,10053,10052
1728,10052,10053
1729,10052,10051
1730,10051,10052
1731,10051,10050
1732,10050,10051
1733,116,1017
1734,7671,5643
1735,5643,5642
1736,5642,7400
1737,7400,5645
1738,7399,496
1739,496,5644
1740,5644,6215
1741,6215,6214
1742,6214,9968
1743,560,361
1744,1125,966
1745,7763,1125
1746,942,7763
1747,7766,942
1748,587,7766
1749,9809,587
1750,634,758
1751,2073,5261
1752,5261,5260
1753,5260,675
1754,9267,9268
1755,9268,9267
1756,7723,7721
1757,8821,6298
1758,8820,4996
1759,6092,6124
1760,10422,2510
1761,2510,743
1762,743,237
1763,237,621
1764,797,10024
1765,10025,4670
1766,4427,10026
1767,10324,10027
1768,10323,309
1769,9062,733
1770,551,331
1771,1281,426
1772,426,5717
1773,5715,539
1774,1028,934
1775,934,7857
1776,7857,896
1777,199,10459
1778,5806,2752
1779,997,9314
1780,9748,4605
1781,4606,72
1782,6122,3209
1783,4433,594
1784,8875,8877
1785,8877,5050
1786,8876,8878
1787,8878,5051
1788,88,9185
1789,9222,9220
1790,1163,990
1791,990,9183
1792,9183,4434
1793,1285,1284
1794,6070,6068
1795,6069,1286
1796,1287,8348
1797,8348,8347
1798,8347,8348
1799,8345,9584
1800,9584,8351
1801,8351,4943
1802,4943,8351
1803,4943,5224
1804,5224,4943
1805,5224,11168
1806,11168,5223
1807,5223,11168
1808,5223,11169
1809,11169,5223
1810,11169,5222
1811,5222,11169
1812,5222,5221
1813,5221,5222
1814,5221,5220
1815,5220,5221
1816,5220,5219
1817,5219,5220
1818,8333,5219
1819,11182,5217
1820,11170,11182
1821,5078,11170
1822,11171,5078
1823,5216,11171
1824,5216,5215
1825,5215,5216
1826,5215,11173
1827,11173,5214
1828,5214,11173
1829,6824,6280
1830,6280,6824
1831,6280,11177
1832,11177,6280
1833,11177,8425
1834,8425,11177
1835,8425,11178
1836,11178,11184
1837,11184,8426
1838,8426,11184
1839,11185,6174
1840,6174,8427
1841,8427,5079
1842,5079,11186
1843,11186,6277
1844,6277,6173
1845,6173,11179
1846,11179,5082
1847,5082,8436
1848,8436,8424
1849,8424,5095
1850,5095,11187
1851,11187,11188
1852,11188,5077
1853,5077,11188
1854,8423,8435
1855,8435,5094
1856,5094,8435
1857,5094,5086
1858,5086,5094
1859,5086,8412
1860,8412,5086
1861,8412,8413
1862,8413,8412
1863,8413,8856
1864,8856,8413
1865,8856,8864
1866,8864,8863
1867,8863,11189
1868,11189,8849
1869,8849,8848
1870,8848,8866
1871,8866,5083
1872,5083,8847
1873,5085,11180
1874,11180,6823
1875,6823,11180
1876,6823,5075
1877,5075,6823
1878,5075,8855
1879,8855,5075
1880,8855,5080
1881,5080,5087
1882,5087,8860
1883,8860,5076
1884,5076,8846
1885,5093,8867
1886,5081,241
1887,241,8862
1888,8862,5084
1889,5084,11192
1890,11192,6340
1891,6340,6354
1892,6354,6811
1893,6811,6354
1894,9590,9591
1895,9852,9826
1896,2083,3970
1897,9897,4895
1898,9898,789
1899,3980,8360
1900,8360,375
1901,4894,8362
1902,8361,8359
1903,8359,1288
1904,1290,584
1905,6267,8551
1906,8551,306
1907,306,5437
1908,3534,1292
1909,1116,6421
1910,6421,212
1911,9956,9954
1912,1297,1296
1913,4699,6916
1914,542,791
1915,10358,2424
1916,10357,1272
1917,10356,81
1918,1299,1298
1919,1300,1301
1920,7425,230
1921,447,9002
1922,9195,447
1923,9199,9195
1924,182,1251
1925,941,9200
1926,1226,941
1927,1226,48
1928,48,1226
1929,9198,9201
1930,773,9272
1931,9197,773
1932,9196,9403
1933,737,9402
1934,8042,9404
1935,1302,3605
1936,2737,3605
1937,2737,9435
1938,9435,9477
1939,9436,4629
1940,5400,5399
1941,581,313
1942,9203,1191
1943,1306,3802
1944,3802,3801
1945,3801,1305
1946,333,9223
1947,8666,8934
1948,311,5405
1949,11166,759
1950,759,8941
1951,8110,1170
1952,4940,876
1953,181,1246
1954,3363,3149
1955,3147,3148
1956,404,4955
1957,3156,3146
1958,3142,10576
1959,3565,10581
1960,10602,3565
1961,1309,2901
1962,2901,2903
1963,2903,5470
1964,5470,1310
1965,1310,2904
1966,1311,373
1967,2666,2665
1968,3128,632
1969,632,9390
1970,11039,2311
1971,2311,1139
1972,1139,11034
1973,2910,2912
1974,172,2018
1975,2768,2769
1976,2715,2372
1977,1149,2215
1978,391,4183
1979,4183,4285
1980,4285,835
1981,1999,2216
1982,10217,10219
1983,10218,402
1984,4953,10601
1985,4341,1326
1986,2023,2362
1987,9517,1891
1988,1983,1213
1989,1213,1095
1990,1095,385
1991,3609,7021
1992,3607,7033
1993,1035,161
1994,161,1035
1995,9495,161
1996,9496,976
1997,3526,9496
1998,9485,3526
1999,9497,9485
2000,9498,9497
2001,9498,9499
2002,9499,9498
2003,4982,9499
2004,9500,4982
2005,9501,9500
2006,9502,9501
2007,572,9502
2008,3123,572
2009,9506,3123
2010,1205,9506
2011,1235,1205
2012,4262,1235
2013,4263,4262
2014,1244,4263
2015,9505,56
2016,4983,9505
2017,168,4983
2018,975,168
2019,3051,3046
2020,3043,3051
2021,9323,3043
2022,1099,9323
2023,2476,1099
2024,821,5
2025,5,2244
2026,2244,824
2027,9466,5560
2028,5560,9466
2029,1631,9890
2030,9890,1506
2031,1506,1330
2032,3751,2683
2033,1700,5164
2034,10786,5164
2035,10786,10787
2036,4230,4231
2037,9360,9361
2038,9360,1699
2039,501,2133
2040,2133,4865
2041,4865,2061
2042,2061,11281
2043,11281,1056
2044,1056,3469
2045,3469,1919
2046,1919,3481
2047,3481,4866
2048,4866,1906
2049,1920,4256
2050,540,4255
2051,6134,6133
2052,6133,4867
2053,4867,27
2054,27,9489
2055,9489,3731
2056,750,4868
2057,4868,3486
2058,3486,3589
2059,3589,1202
2060,1202,3063
2061,8335,4850
2062,1802,1768
2063,1758,1802
2064,1758,9362
2065,2422,4804
2066,4804,1663
2067,1663,9240
2068,1722,9241
2069,1611,1603
2070,10517,10518
2071,4923,10517
2072,10516,10515
2073,1698,1734
2074,1734,1780
2075,1780,9372
2076,9372,1781
2077,1781,1483
2078,1483,9371
2079,9371,1738
2080,1738,9370
2081,9370,1796
2082,1796,1456
2083,1991,1993
2084,5483,1442
2085,2390,2391
2086,2396,2390
2087,2889,1446
2088,1446,1346
2089,1346,1912
2090,1912,1344
2091,1344,1775
2092,1775,1340
2093,1340,1911
2094,1360,2842
2095,6506,1360
2096,6492,6506
2097,1658,10518
2098,10518,1335
2099,1336,1598
2100,1598,1336
2101,1598,5555
2102,5555,1598
2103,5555,9945
2104,7062,7806
2105,7806,9964
2106,7804,1417
2107,10591,6903
2108,6903,10591
2109,6488,6903
2110,6488,10592
2111,6512,10593
2112,10589,6512
2113,6497,10589
2114,6496,6497
2115,9282,9283
2116,9283,9284
2117,9284,9283
2118,6495,9284
2119,6495,6527
2120,6527,6495
2121,4171,6527
2122,1665,9869
2123,9869,1665
2124,1372,9869
2125,5569,5565
2126,5565,5569
2127,5570,5565
2128,1642,5570
2129,1442,2725
2130,1445,1444
2131,1441,1445
2132,1661,1662
2133,9908,1661
2134,1587,9908
2135,1586,1587
2136,1586,1467
2137,1467,1586
2138,1732,1467
2139,1717,1718
2140,1719,1720
2141,1720,1521
2142,1521,1441
2143,2595,1608
2144,1729,1556
2145,1623,6505
2146,1624,1520
2147,6490,6491
2148,1746,4901
2149,4901,1473
2150,1436,1437
2151,3830,3506
2152,3506,3508
2153,3508,3506
2154,3507,3508
2155,1682,3507
2156,7842,6520
2157,1314,2851
2158,2868,108
2159,1440,2000
2160,1443,1438
2161,1670,11130
2162,10351,1671
2163,10349,1713
2164,4296,1415
2165,1424,2844
2166,4920,1704
2167,10286,1744
2168,1744,10277
2169,10285,10278
2170,10278,3529
2171,3529,9944
2172,9944,1716
2173,1797,1475
2174,1475,1753
2175,1764,3815
2176,3815,1764
2177,10288,10303
2178,1705,4990
2179,4990,1689
2180,1689,1524
2181,1524,1689
2182,1524,3257
2183,3257,4861
2184,4861,2078
2185,2078,1435
2186,1684,1440
2187,3273,1684
2188,3274,3273
2189,3274,822
2190,822,3274
2191,1416,2874
2192,1735,1675
2193,1885,3278
2194,3278,1478
2195,1478,4163
2196,4163,4162
2197,4162,4161
2198,4161,3277
2199,3277,1884
2200,1884,1482
2201,1482,4158
2202,4158,3276
2203,3276,1481
2204,1481,3275
2205,3275,6607
2206,6607,708
2207,708,4157
2208,4157,6608
2209,6608,1883
2210,1883,1479
2211,1479,1886
2212,1886,4159
2213,4159,4160
2214,4160,7908
2215,7908,1375
2216,1375,1885
2217,1982,7034
2218,1454,3050
2219,1451,9821
2220,5604,1980
2221,5605,1452
2222,1489,1490
2223,1492,1491
2224,6863,1444
2225,1484,2888
2226,6154,9951
2227,9951,1651
2228,1651,1650
2229,1650,4981
2230,4981,1600
2231,1600,1589
2232,1654,1547
2233,1547,1640
2234,1640,9870
2235,9870,9871
2236,1472,6866
2237,10304,6867
2238,1897,6869
2239,1896,1894
2240,1468,1895
2241,1895,1472
2242,1723,1669
2243,1669,1723
2244,9868,1669
2245,9867,9868
2246,4304,9867
2247,9866,4304
2248,1510,9866
2249,1528,1510
2250,1601,1528
2251,7800,1601
2252,7801,4921
2253,1509,7801
2254,1554,1509
2255,1552,1554
2256,1538,1552
2257,1503,1538
2258,9870,1503
2259,1371,4172
2260,1371,4836
2261,1410,4836
2262,1785,1410
2263,1578,1785
2264,1578,1610
2265,1610,1578
2266,1561,1610
2267,1606,1561
2268,1558,1512
2269,1618,1648
2270,1656,9336
2271,4813,1535
2272,1535,1534
2273,1691,1338
2274,1678,2063
2275,2063,1498
2276,4814,1582
2277,9926,1731
2278,1731,1406
2279,1406,1358
2280,1358,1474
2281,1613,1592
2282,1803,8519
2283,3767,10820
2284,10822,11118
2285,10818,430
2286,10824,10735
2287,10732,10829
2288,9696,5150
2289,5150,9415
2290,9415,9126
2291,2197,9126
2292,1494,1619
2293,1619,4737
2294,4737,1617
2295,1620,4123
2296,4123,1507
2297,9214,4122
2298,1604,1621
2299,1621,1593
2300,1593,1576
2301,1576,1508
2302,1508,4735
2303,4735,1595
2304,1595,1594
2305,1594,1886
2306,6826,3932
2307,3932,10411
2308,10411,10413
2309,10413,10412
2310,10412,3957
2311,3957,82
2312,82,3956
2313,3956,149
2314,149,10414
2315,10414,4722
2316,4722,888
2317,888,6383
2318,6383,9128
2319,9128,429
2320,429,6382
2321,6382,701
2322,701,4723
2323,4723,9129
2324,9129,3929
2325,3929,59
2326,1426,1680
2327,1680,1574
2328,1403,8385
2329,8385,1402
2330,1402,2907
2331,2907,1682
2332,970,1806
2333,1806,7369
2334,7369,4284
2335,4284,9626
2336,3427,1094
2337,1094,9627
2338,9627,4380
2339,9628,101
2340,101,4379
2341,9629,1807
2342,9000,9001
2343,229,623
2344,1303,1293
2345,768,5821
2346,5821,11115
2347,6045,2483
2348,2483,6041
2349,2485,2488
2350,2488,2493
2351,6044,2496
2352,2496,2500
2353,2500,2505
2354,2506,6043
2355,6043,2508
2356,2260,6056
2357,1819,6049
2358,2513,2514
2359,2516,6050
2360,1817,1818
2361,2801,5716
2362,1840,1837
2363,1837,1835
2364,1835,1836
2365,1836,2465
2366,2465,2813
2367,3769,7817
2368,7817,5122
2369,5122,2741
2370,2741,2748
2371,2206,5786
2372,2009,8257
2373,2827,2826
2374,6946,2705
2375,5783,1864
2376,1864,3280
2377,3280,5782
2378,5782,1865
2379,1865,1866
2380,1870,5813
2381,2833,6020
2382,6020,6021
2383,4531,10530
2384,8355,2040
2385,4564,8365
2386,8365,4563
2387,4565,1880
2388,1879,1878
2389,1878,1274
2390,1274,1877
2391,899,359
2392,359,4810
2393,699,8232
2394,8232,814
2395,814,2127
2396,2127,4811
2397,4811,282
2398,282,3888
2399,8231,10529
2400,2059,1295
2401,1882,6023
2402,6023,6022
2403,6022,1881
2404,5849,4089
2405,1899,1901
2406,6346,6939
2407,1301,2200
2408,2013,2245
2409,4232,4233
2410,7933,7782
2411,7782,6935
2412,7224,7811
2413,2141,10628
2414,10628,2158
2415,2140,10629
2416,10629,2157
2417,10630,2139
2418,2139,2162
2419,8492,10631
2420,10631,446
2421,1012,8142
2422,2161,2160
2423,2160,10622
2424,6925,10632
2425,10632,6967
2426,6967,8144
2427,8144,7931
2428,7931,7932
2429,2135,3806
2430,3806,8375
2431,8375,4884
2432,4884,6924
2433,6924,2134
2434,2134,6934
2435,6934,3993
2436,3993,6970
2437,9255,4856
2438,4856,9242
2439,3447,1914
2440,2251,5816
2441,2144,703
2442,2349,1917
2443,2351,2349
2444,2352,2351
2445,3166,2352
2446,1985,1918
2447,6278,1985
2448,1987,6278
2449,1986,2357
2450,3479,1930
2451,1930,7747
2452,7747,1931
2453,4254,1932
2454,99,5568
2455,322,7802
2456,9480,4896
2457,5125,5126
2458,5126,5123
2459,5123,4187
2460,4187,1933
2461,1949,4188
2462,5128,5127
2463,5127,5124
2464,2373,3720
2465,1940,2474
2466,2474,3719
2467,3719,3670
2468,1951,2473
2469,2473,1937
2470,1953,1948
2471,2472,1946
2472,2471,3669
2473,2374,5129
2474,3604,10623
2475,11006,11005
2476,9910,1259
2477,681,1231
2478,1327,3898
2479,10790,2382
2480,10790,2381
2481,10305,9091
2482,10305,9086
2483,9086,10305
2484,9086,730
2485,730,9086
2486,730,9077
2487,9077,730
2488,9077,4915
2489,4915,9077
2490,4915,9084
2491,9084,4915
2492,9084,7105
2493,7105,9084
2494,7105,9083
2495,9083,7105
2496,9083,6219
2497,6219,9083
2498,6219,6440
2499,6440,6219
2500,6440,11313
2501,11313,6440
2502,11313,10316
2503,10316,11313
2504,10316,9188
2505,9188,10316
2506,9188,961
2507,961,9188
2508,961,9189
2509,9189,961
2510,9189,10366
2511,10366,9189
2512,10366,9190
2513,9190,10366
2514,9190,9191
2515,9191,9190
2516,9191,9192
2517,9192,9191
2518,9102,9111
2519,9111,9102
2520,9111,9110
2521,9110,9111
2522,9110,10265
2523,10265,9110
2524,10265,10266
2525,10266,10265
2526,10266,9170
2527,9170,10266
2528,9170,9169
2529,9169,9170
2530,9169,9168
2531,9168,9169
2532,9168,7124
2533,7124,9168
2534,7124,679
2535,679,7124
2536,679,948
2537,948,679
2538,948,10319
2539,10319,948
2540,10319,10318
2541,10318,10319
2542,10318,7157
2543,7157,10318
2544,7157,4773
2545,4773,7157
2546,4773,10317
2547,10317,4773
2548,10317,10313
2549,10313,10317
2550,10313,10151
2551,10151,10313
2552,10151,7091
2553,7091,10151
2554,7091,7119
2555,7119,7091
2556,7119,7122
2557,7122,7119
2558,7122,7810
2559,7810,7122
2560,7810,4774
2561,4774,7810
2562,4774,7121
2563,7121,4774
2564,7121,7123
2565,7123,7121
2566,7123,10150
2567,10150,7123
2568,10150,10149
2569,10149,10150
2570,10149,10148
2571,10148,10149
2572,10148,10147
2573,10147,10148
2574,10147,10146
2575,10146,7158
2576,6224,1957
2577,1957,4482
2578,4482,4483
2579,4483,9103
2580,9103,4485
2581,4485,9115
2582,9115,9116
2583,9116,1958
2584,1958,1959
2585,1959,4479
2586,4479,4484
2587,4484,9114
2588,9114,1960
2589,1960,1961
2590,1961,1962
2591,1962,4480
2592,4480,1963
2593,1963,1964
2594,1964,1965
2595,1965,1966
2596,1966,4481
2597,4481,1968
2598,1968,1967
2599,1970,3064
2600,3064,3058
2601,1972,1973
2602,3525,9492
2603,9492,643
2604,1128,2730
2605,2891,2114
2606,1990,2857
2607,2872,2865
2608,2877,1994
2609,1449,2873
2610,2736,1989
2611,1455,1280
2612,1995,1996
2613,1585,1777
2614,1777,1659
2615,1659,4992
2616,4992,6157
2617,6157,1431
2618,9912,4993
2619,4993,3255
2620,3255,3272
2621,1432,1761
2622,1761,9916
2623,9916,1756
2624,1756,1774
2625,1774,4852
2626,4852,1765
2627,1765,1710
2628,2000,4295
2629,4295,2708
2630,3157,1324
2631,1324,3368
2632,3368,2020
2633,2020,3365
2634,3365,10574
2635,10605,10604
2636,10604,10607
2637,6702,10685
2638,10685,6699
2639,6699,6700
2640,6700,6597
2641,6597,6704
2642,6704,6648
2643,6648,6651
2644,6651,10679
2645,10679,2019
2646,2019,6599
2647,6599,2015
2648,2015,2014
2649,2014,2016
2650,2016,6598
2651,6598,10678
2652,10678,6604
2653,6604,6701
2654,6701,6605
2655,6605,6600
2656,6600,6718
2657,6718,4323
2658,4323,6721
2659,6721,4322
2660,4322,3283
2661,3283,6601
2662,2025,10575
2663,10536,957
2664,10536,5007
2665,5007,10536
2666,5007,7516
2667,7516,5007
2668,7516,7517
2669,7517,7516
2670,7517,7518
2671,7518,7517
2672,7518,10946
2673,10946,7518
2674,10946,1228
2675,1228,10946
2676,1228,652
2677,652,1228
2678,652,985
2679,985,652
2680,985,5006
2681,5006,985
2682,5006,7519
2683,7519,5006
2684,7519,7520
2685,7520,7519
2686,7520,3555
2687,3555,7520
2688,3555,6739
2689,6739,3555
2690,6739,614
2691,614,6739
2692,614,5496
2693,5496,614
2694,5496,10953
2695,10953,5496
2696,10953,11258
2697,11258,10953
2698,11258,11257
2699,11257,11258
2700,11257,403
2701,403,11257
2702,403,10954
2703,10954,403
2704,10954,6397
2705,6397,10954
2706,6397,4744
2707,4744,6397
2708,4744,145
2709,145,4744
2710,3588,4373
2711,2916,2564
2712,1502,1523
2713,1523,1502
2714,1555,1523
2715,67,610
2716,4924,2418
2717,923,851
2718,3675,3686
2719,3686,1291
2720,2031,2028
2721,9896,3976
2722,6071,3982
2723,8041,4825
2724,5057,5137
2725,5137,5213
2726,5211,5058
2727,1284,8813
2728,6902,2839
2729,3717,2734
2730,2050,2222
2731,8885,466
2732,8887,468
2733,7850,11239
2734,11239,669
2735,599,11236
2736,2064,1805
2737,7992,8236
2738,7992,8240
2739,8240,2307
2740,2307,5024
2741,5024,2307
2742,5024,5025
2743,5025,2306
2744,8228,2305
2745,2305,8227
2746,8227,2304
2747,2304,4199
2748,2303,2302
2749,4200,4201
2750,4201,2309
2751,2301,5030
2752,4202,2300
2753,4203,2300
2754,4203,2299
2755,2299,2298
2756,2298,2297
2757,2297,2296
2758,2296,2295
2759,2295,2294
2760,2294,2295
2761,2294,5029
2762,2293,2292
2763,2292,4204
2764,4205,2291
2765,2290,4206
2766,4206,2289
2767,2289,5027
2768,5027,2288
2769,4211,5028
2770,5028,5023
2771,5023,2069
2772,2069,2048
2773,4305,2072
2774,7619,739
2775,7619,7620
2776,7620,7619
2777,7620,709
2778,709,7620
2779,709,7621
2780,7621,709
2781,2081,2024
2782,2024,2081
2783,2027,2026
2784,2021,2026
2785,2021,2022
2786,2022,2021
2787,2022,3845
2788,1282,836
2789,2080,1525
2790,4294,2080
2791,2719,2081
2792,2682,2685
2793,4634,1141
2794,3472,8162
2795,8162,8161
2796,3480,8166
2797,9365,8167
2798,11016,11015
2799,11015,2038
2800,2039,10335
2801,2894,8287
2802,8303,4195
2803,4195,4196
2804,4602,7045
2805,7045,6308
2806,8580,8586
2807,8586,7005
2808,7005,7004
2809,7006,10838
2810,10838,7003
2811,7003,6311
2812,6311,6307
2813,6309,196
2814,6310,832
2815,832,8136
2816,8136,795
2817,795,648
2818,648,4994
2819,4994,7046
2820,7046,20
2821,226,5611
2822,6342,3433
2823,6284,8100
2824,8100,8098
2825,224,8099
2826,6412,6283
2827,6283,6291
2828,6291,6290
2829,11143,5414
2830,5414,6299
2831,6299,593
2832,593,8194
2833,910,171
2834,11144,940
2835,800,7060
2836,7060,8106
2837,4995,7234
2838,928,354
2839,8160,3841
2840,1928,1874
2841,1874,578
2842,578,9449
2843,1796,8583
2844,4686,7050
2845,2899,5159
2846,5159,5158
2847,2166,2994
2848,414,493
2849,2165,2185
2850,8559,4419
2851,10861,10855
2852,2204,2203
2853,2238,2237
2854,2237,7784
2855,6268,2236
2856,2235,2232
2857,2229,2228
2858,2228,2226
2859,2226,2225
2860,2223,2221
2861,10298,2224
2862,5790,2240
2863,1323,2230
2864,2214,2213
2865,2219,5763
2866,5763,2220
2867,2231,2234
2868,9153,10214
2869,8414,7759
2870,6845,7759
2871,6403,6404
2872,10864,972
2873,972,10853
2874,10860,2189
2875,2189,2188
2876,10862,9544
2877,2246,4378
2878,2254,5814
2879,5819,2250
2880,1821,10426
2881,10426,4376
2882,6372,2751
2883,2480,2482
2884,1820,6048
2885,2112,3716
2886,2266,2267
2887,2265,2266
2888,3876,5574
2889,5574,3295
2890,9520,3070
2891,3070,5627
2892,5627,9538
2893,9538,138
2894,2278,10625
2895,5026,2309
2896,10566,10567
2897,10566,10565
2898,10565,10566
2899,10565,10564
2900,10564,10565
2901,10564,10563
2902,10563,10564
2903,10563,10562
2904,10562,10563
2905,10562,10561
2906,10561,10562
2907,10561,10560
2908,10560,10561
2909,10560,10559
2910,10559,10560
2911,10559,10558
2912,10558,10559
2913,10558,10557
2914,10557,10558
2915,10557,10556
2916,10556,10557
2917,10556,10555
2918,10555,10556
2919,10555,10554
2920,10554,10555
2921,10554,10553
2922,10553,10554
2923,10553,10552
2924,10552,10553
2925,10552,10551
2926,10551,10552
2927,10551,10550
2928,10550,10551
2929,10550,10549
2930,10549,10550
2931,10549,10548
2932,10548,10549
2933,10548,10547
2934,10547,10548
2935,10547,10546
2936,10546,10547
2937,10546,10545
2938,10545,10546
2939,10545,10544
2940,10544,10545
2941,10544,10543
2942,10543,10544
2943,10543,10542
2944,10542,10543
2945,10542,10541
2946,10541,10542
2947,10541,10540
2948,10540,10541
2949,10540,10539
2950,10539,10540
2951,10539,10538
2952,10538,10539
2953,10538,10686
2954,10686,10538
2955,2310,357
2956,6055,6054
2957,2323,3514
2958,2323,2324
2959,2324,2323
2960,2324,7663
2961,7663,2324
2962,7663,10055
2963,10055,7663
2964,10055,2325
2965,2325,10055
2966,2325,1063
2967,1063,2325
2968,3151,2327
2969,3885,748
2970,1182,3885
2971,1182,5072
2972,5072,300
2973,300,811
2974,811,383
2975,383,729
2976,729,8330
2977,8330,2032
2978,321,8307
2979,8307,8440
2980,8440,735
2981,735,8439
2982,2033,8452
2983,8461,7730
2984,8458,1166
2985,8456,8459
2986,8460,8455
2987,8451,974
2988,8476,8475
2989,208,5479
2990,1204,9231
2991,601,9237
2992,8600,2330
2993,2342,3725
2994,3724,3722
2995,2341,2340
2996,4925,5827
2997,5825,5826
2998,5826,3429
2999,213,524
3000,3329,5820
3001,5822,8300
3002,8300,252
3003,252,11114
3004,3330,3328
3005,3328,4928
3006,2257,5815
3007,5817,1871
3008,5818,2250
3009,8804,7017
3010,8810,2249
3011,564,7018
3012,7018,4927
3013,8805,8806
3014,8806,8083
3015,8901,678
3016,678,5828
3017,5828,8900
3018,8900,1093
3019,1517,9206
3020,1501,1517
3021,1499,1501
3022,4840,1516
3023,9439,1622
3024,6798,3796
3025,1921,1723
3026,1545,9871
3027,1362,1545
3028,1638,1514
3029,1569,1638
3030,5564,1569
3031,1553,5564
3032,1529,1553
3033,1543,1529
3034,1543,1550
3035,1550,1543
3036,1571,1550
3037,9836,1571
3038,9837,9836
3039,1384,9838
3040,1570,1384
3041,1636,1570
3042,9839,1636
3043,1505,9839
3044,2348,1597
3045,9840,2348
3046,9841,9840
3047,3161,9841
3048,3162,3161
3049,2077,3164
3050,3163,2077
3051,3165,3163
3052,9842,3165
3053,1074,9842
3054,1723,7803
3055,7803,1723
3056,414,9004
3057,9004,414
3058,9721,9004
3059,2354,9721
3060,782,2193
3061,9003,782
3062,617,2180
3063,9005,617
3064,1158,9005
3065,4298,1158
3066,9006,4298
3067,4297,9006
3068,486,2346
3069,9722,8248
3070,8247,9722
3071,1250,8247
3072,7923,1250
3073,2356,7923
3074,1108,2356
3075,2190,2355
3076,6183,324
3077,9727,6183
3078,9710,9727
3079,414,9710
3080,77,908
3081,2969,2968
3082,727,2965
3083,217,742
3084,742,29
3085,29,852
3086,852,3036
3087,640,3039
3088,640,440
3089,440,872
3090,296,3133
3091,3535,3184
3092,7922,3219
3093,3501,2361
3094,10645,10646
3095,2363,3137
3096,10684,10685
3097,10684,10683
3098,10683,10684
3099,10683,10682
3100,10682,10683
3101,10682,10940
3102,10940,10682
3103,10940,10681
3104,10681,10940
3105,10681,10680
3106,10680,10681
3107,10680,957
3108,957,10680
3109,2368,8334
3110,2369,2371
3111,3446,2370
3112,11037,1103
3113,2475,3721
3114,3574,3575
3115,2383,10359
3116,2402,2407
3117,2404,2807
3118,2405,8518
3119,1997,2403
3120,5832,5831
3121,5831,2409
3122,2409,2408
3123,2410,2129
3124,5830,5833
3125,5833,2209
3126,2210,5829
3127,5829,1998
3128,2406,1313
3129,3138,3139
3130,3139,3140
3131,3140,2702
3132,2702,3582
3133,7920,11033
3134,4958,3152
3135,3153,4242
3136,4242,79
3137,4243,786
3138,700,4957
3139,11031,164
3140,164,644
3141,10467,3586
3142,4956,1114
3143,3158,10466
3144,3159,4954
3145,3160,244
3146,2420,2419
3147,3682,3681
3148,8555,4509
3149,8560,433
3150,10955,6414
3151,8260,8034
3152,8034,8035
3153,8035,4512
3154,4512,7974
3155,2427,8262
3156,2430,2429
3157,2428,4186
3158,4186,1955
3159,1955,1938
3160,1934,1949
3161,1978,5797
3162,5797,5798
3163,2454,2456
3164,2457,4559
3165,2458,4560
3166,2445,2446
3167,3270,3606
3168,1485,2718
3169,2718,2720
3170,2720,5363
3171,1486,6947
3172,6948,1488
3173,1488,1487
3174,6188,6185
3175,1430,1429
3176,1427,1428
3177,1426,1583
3178,4984,467
3179,283,4984
3180,3040,283
3181,3445,3040
3182,2541,2540
3183,10082,4822
3184,4822,2539
3185,2539,126
3186,10066,753
3187,6038,4487
3188,2532,2530
3189,2530,909
3190,2554,2553
3191,2259,9218
3192,858,10057
3193,658,494
3194,2556,9219
3195,2557,9265
3196,2559,2560
3197,2561,10188
3198,10273,2518
3199,2507,6046
3200,2499,6047
3201,2502,7171
3202,2504,6039
3203,6040,2503
3204,2503,2501
3205,2501,2498
3206,2495,2494
3207,2494,2492
3208,2492,6042
3209,6042,2491
3210,2487,2486
3211,2548,2546
3212,6029,2547
3213,1783,1712
3214,1712,2468
3215,3839,1464
3216,1464,1463
3217,1463,1477
3218,1477,10408
3219,10408,1795
3220,173,2567
3221,2612,6690
3222,6690,2568
3223,2601,6666
3224,1868,6667
3225,6667,6668
3226,6668,1000
3227,1000,6670
3228,6670,6669
3229,6669,939
3230,939,425
3231,425,2655
3232,2655,6582
3233,6582,6580
3234,6580,6731
3235,6731,6581
3236,6581,2568
3237,2568,2689
3238,2689,2572
3239,2572,473
3240,6203,2580
3241,6203,2649
3242,2649,6203
3243,6583,6582
3244,6582,11074
3245,2577,4194
3246,5164,5163
3247,11007,2681
3248,2681,5162
3249,2635,2592
3250,6437,5161
3251,11008,11009
3252,5160,2578
3253,11087,656
3254,656,738
3255,738,8075
3256,8075,2574
3257,2574,2573
3258,2573,2608
3259,4802,6735
3260,6735,3350
3261,3350,75
3262,75,6734
3263,6734,2649
3264,2649,6733
3265,6733,2664
3266,2664,144
3267,144,2638
3268,2589,6545
3269,6545,2687
3270,2687,6737
3271,6737,2646
3272,2582,6419
3273,6419,2582
3274,6419,676
3275,676,6419
3276,676,4790
3277,4790,676
3278,4790,996
3279,996,4790
3280,996,2626
3281,2626,996
3282,6797,6796
3283,6796,6791
3284,6816,11090
3285,11090,11099
3286,11099,11089
3287,11089,488
3288,488,6271
3289,6271,11088
3290,11088,6272
3291,6272,11109
3292,11109,987
3293,987,7361
3294,7361,4796
3295,4796,2693
3296,2693,8074
3297,8074,719
3298,719,4795
3299,4795,965
3300,965,1062
3301,1062,2698
3302,2698,2697
3303,2697,11093
3304,11093,4794
3305,4794,1015
3306,1015,11064
3307,11064,11063
3308,11063,11086
3309,11086,11066
3310,11066,11065
3311,11065,11067
3312,11067,11068
