_id,segment_id,date,weekday,period,LOS
8952,22558,2020-08-02,6,period_23_30,E
8953,22558,2020-08-03,0,period_0_00,D
8954,22558,2020-12-28,0,period_7_30,A
8955,22559,2020-08-02,6,period_23_30,C
8956,22559,2020-08-03,0,period_0_00,E
8957,22559,2020-12-28,0,period_7_30,A
8958,22560,2020-08-02,6,period_23_30,D
8959,22560,2020-08-03,0,period_0_00,D
8960,22561,2020-08-02,6,period_23_30,E
8961,22561,2020-08-03,0,period_0_00,D
8962,22561,2020-12-28,0,period_8_00,A
8963,22562,2020-08-02,6,period_23_30,D
8964,22562,2020-08-03,0,period_0_00,C
8965,22562,2020-12-02,2,period_3_30,A
8966,22562,2020-12-27,6,period_3_30,A
8967,22563,2020-08-02,6,period_23_30,E
8968,22563,2020-08-03,0,period_0_00,D
8969,22563,2020-12-01,1,period_13_00,F
8970,22564,2020-08-02,6,period_23_30,D
8971,22564,2020-08-03,0,period_0_00,C
8972,22565,2020-08-02,6,period_23_30,E
8973,22565,2020-08-03,0,period_0_00,E
8974,22566,2020-08-02,6,period_23_30,B
8975,22566,2020-08-03,0,period_0_00,D
8976,22567,2020-08-02,6,period_23_30,C
8977,22567,2020-08-03,0,period_0_00,E
8978,22568,2020-08-02,6,period_23_30,C
8979,22568,2020-08-03,0,period_0_00,D
8980,22569,2021-04-15,3,period_5_00,A
8981,22573,2020-12-26,5,period_10_00,E
8982,22573,2020-12-26,5,period_12_30,F
8983,22611,2020-12-23,2,period_23_30,A
8984,22611,2020-12-26,5,period_10_30,A
8985,22611,2020-12-26,5,period_8_30,A
8986,22611,2020-12-26,5,period_9_30,A
8987,22613,2020-12-26,5,period_10_00,A
8988,22613,2020-12-26,5,period_10_30,A
8989,22613,2020-12-26,5,period_11_00,A
8990,22613,2020-12-26,5,period_11_30,A
8991,22613,2020-12-26,5,period_12_00,A
8992,22613,2020-12-26,5,period_12_30,A
8993,22613,2020-12-26,5,period_7_30,A
8994,22613,2020-12-26,5,period_9_00,A
8995,22617,2020-11-18,2,period_0_30,D
8996,22617,2020-11-26,3,period_0_30,D
8997,22617,2020-12-23,2,period_23_30,A
8998,22617,2020-12-26,5,period_10_30,A
8999,22617,2020-12-26,5,period_9_30,A
9000,22619,2020-11-26,3,period_0_30,E
9001,22619,2020-12-26,5,period_10_00,A
9002,22619,2020-12-26,5,period_10_30,B
9003,22619,2020-12-26,5,period_11_00,B
9004,22619,2020-12-26,5,period_11_30,A
9005,22619,2020-12-26,5,period_12_00,A
9006,22619,2020-12-26,5,period_12_30,A
9007,22619,2020-12-26,5,period_7_30,A
9008,22619,2020-12-26,5,period_8_30,A
9009,22619,2020-12-26,5,period_9_30,A
9010,22633,2021-04-22,3,period_5_00,F
9011,22635,2020-11-30,0,period_4_30,B
9012,22644,2020-11-30,0,period_4_30,B
9013,22655,2020-12-10,3,period_11_30,B
9014,22660,2020-11-30,0,period_5_30,B
9015,22661,2020-11-30,0,period_4_30,B
9016,22661,2020-11-30,0,period_5_30,B
9017,22663,2020-11-30,0,period_4_30,B
9018,22663,2020-11-30,0,period_5_30,B
9019,22663,2020-12-10,3,period_11_30,B
9020,22684,2020-08-05,2,period_3_00,E
9021,22684,2020-10-16,4,period_7_00,F
9022,22684,2020-12-17,3,period_3_00,F
9023,22684,2020-12-25,4,period_8_00,D
9024,22684,2020-12-29,1,period_0_30,D
9025,22684,2020-12-29,1,period_5_30,E
9026,22684,2021-01-04,0,period_0_30,F
9027,22684,2021-01-04,0,period_1_30,F
9028,22684,2021-01-05,1,period_0_30,E
9029,22684,2021-01-05,1,period_10_00,F
9030,22684,2021-01-05,1,period_1_30,F
9031,22684,2021-01-05,1,period_2_00,F
9032,22684,2021-01-05,1,period_2_30,F
9033,22684,2021-01-05,1,period_3_00,F
9034,22684,2021-01-05,1,period_3_30,F
9035,22684,2021-01-05,1,period_4_30,F
9036,22684,2021-01-05,1,period_5_30,F
9037,22684,2021-01-05,1,period_6_30,E
9038,22684,2021-01-05,1,period_7_30,F
9039,22684,2021-01-05,1,period_8_00,E
9040,22684,2021-01-05,1,period_9_30,F
9041,22684,2021-01-06,2,period_4_00,F
9042,22684,2021-01-06,2,period_4_30,F
9043,22684,2021-01-09,5,period_13_30,E
9044,22684,2021-01-21,3,period_9_00,F
9045,22684,2021-01-21,3,period_9_30,F
9046,22684,2021-04-16,4,period_1_00,F
9047,22684,2021-04-21,2,period_22_30,F
9048,22684,2021-04-21,2,period_23_00,F
9049,22684,2021-04-22,3,period_1_00,F
9050,22684,2021-04-22,3,period_1_30,E
9051,22684,2021-04-22,3,period_2_00,F
9052,22684,2021-04-22,3,period_2_30,F
9053,22684,2021-04-22,3,period_3_00,F
9054,22684,2021-04-22,3,period_4_00,F
9055,22685,2021-01-04,0,period_0_30,F
9056,22685,2021-01-04,0,period_1_30,E
9057,22685,2021-01-05,1,period_3_00,E
9058,22685,2021-01-05,1,period_3_30,F
9059,22685,2021-01-05,1,period_8_00,E
9060,22685,2021-01-06,2,period_4_30,F
9061,22685,2021-01-09,5,period_13_30,B
9062,22685,2021-04-16,4,period_1_00,F
9063,22685,2021-04-22,3,period_1_30,F
9064,22686,2021-01-04,0,period_0_30,F
9065,22686,2021-01-04,0,period_1_30,F
9066,22686,2021-01-09,5,period_13_30,C
9067,22686,2021-04-16,4,period_1_00,F
9068,22687,2021-04-16,4,period_1_00,F
9069,22688,2021-01-05,1,period_10_00,E
9070,22688,2021-01-09,5,period_13_30,F
9071,22688,2021-04-16,4,period_1_00,F
9072,22691,2021-01-05,1,period_10_00,F
9073,22691,2021-04-16,4,period_1_00,A
9074,22692,2021-01-05,1,period_10_00,A
9075,22693,2021-01-05,1,period_10_00,C
9076,22693,2021-04-16,4,period_1_00,C
9077,22695,2021-04-16,4,period_1_00,E
9078,22696,2020-12-26,5,period_10_00,A
9079,22696,2020-12-26,5,period_10_30,A
9080,22696,2020-12-26,5,period_11_00,A
9081,22696,2020-12-26,5,period_11_30,A
9082,22696,2020-12-26,5,period_12_00,A
9083,22696,2020-12-26,5,period_12_30,A
9084,22696,2020-12-26,5,period_7_00,A
9085,22696,2020-12-26,5,period_8_30,A
9086,22696,2021-01-05,1,period_10_00,D
9087,22696,2021-04-16,4,period_1_00,B
9088,22697,2021-01-05,1,period_10_00,C
9089,22698,2021-04-16,4,period_1_00,A
9090,22699,2020-11-28,5,period_14_30,B
9091,22699,2020-11-29,6,period_3_00,B
9092,22699,2020-12-21,0,period_15_00,B
9093,22699,2020-12-22,1,period_13_30,B
9094,22699,2020-12-22,1,period_14_00,B
9095,22699,2020-12-22,1,period_14_30,B
9096,22699,2020-12-22,1,period_15_00,B
9097,22699,2020-12-22,1,period_15_30,B
9098,22699,2020-12-23,2,period_13_30,B
9099,22699,2020-12-23,2,period_14_00,B
9100,22699,2020-12-23,2,period_14_30,B
9101,22699,2020-12-23,2,period_9_30,B
9102,22699,2021-01-05,1,period_10_00,D
9103,22699,2021-04-16,4,period_1_00,E
9104,22700,2021-01-05,1,period_10_00,E
9105,22700,2021-04-16,4,period_1_00,C
9106,22701,2021-01-05,1,period_10_00,F
9107,22702,2020-12-27,6,period_3_30,A
9108,22702,2020-12-28,0,period_4_00,A
9109,22702,2020-12-28,0,period_5_00,A
9110,22702,2020-12-28,0,period_5_30,A
9111,22702,2020-12-28,0,period_6_30,A
9112,22702,2020-12-28,0,period_7_00,A
9113,22702,2021-01-05,1,period_10_00,D
9114,22702,2021-04-16,4,period_1_00,F
9115,22704,2020-12-26,5,period_10_00,A
9116,22704,2020-12-26,5,period_10_30,A
9117,22704,2020-12-26,5,period_11_00,A
9118,22704,2020-12-26,5,period_11_30,A
9119,22704,2020-12-26,5,period_12_00,A
9120,22704,2020-12-26,5,period_12_30,A
9121,22704,2020-12-26,5,period_8_30,A
9122,22704,2020-12-29,1,period_0_30,D
9123,22704,2021-01-04,0,period_1_30,D
9124,22709,2021-04-05,0,period_11_00,D
9125,22710,2021-04-05,0,period_11_00,D
9126,22711,2021-04-05,0,period_11_00,C
9127,22712,2021-04-05,0,period_11_00,D
9128,22713,2021-04-05,0,period_11_00,E
9129,22727,2021-03-15,0,period_11_00,E
9130,22728,2020-12-25,4,period_8_00,C
9131,22733,2020-08-02,6,period_23_30,C
9132,22733,2020-08-03,0,period_0_00,C
9133,22734,2020-08-02,6,period_23_30,C
9134,22734,2020-08-03,0,period_0_00,E
9135,22735,2020-08-02,6,period_23_30,F
9136,22735,2020-08-03,0,period_0_00,D
9137,22736,2020-08-02,6,period_23_30,D
9138,22736,2020-08-03,0,period_0_00,D
9139,22737,2020-08-02,6,period_23_30,C
9140,22737,2020-08-03,0,period_0_00,C
9141,22738,2020-08-02,6,period_23_30,C
9142,22738,2020-08-03,0,period_0_00,D
9143,22739,2020-08-02,6,period_23_30,D
9144,22739,2020-08-03,0,period_0_00,D
9145,22740,2020-08-02,6,period_23_30,C
9146,22740,2020-08-03,0,period_0_00,E
9147,22741,2020-08-02,6,period_23_30,E
9148,22741,2020-08-03,0,period_0_00,E
9149,22741,2021-01-04,0,period_0_00,F
9150,22742,2020-08-02,6,period_23_30,C
9151,22742,2020-08-03,0,period_0_00,D
9152,22743,2020-08-02,6,period_23_30,E
9153,22743,2020-08-03,0,period_0_00,C
9154,22743,2020-12-24,3,period_14_00,C
9155,22744,2020-08-02,6,period_23_30,C
9156,22744,2020-08-03,0,period_0_00,D
9157,22745,2020-08-02,6,period_23_30,E
9158,22745,2020-08-03,0,period_0_00,E
9159,22746,2020-08-02,6,period_23_30,A
9160,22746,2020-08-03,0,period_0_00,C
9161,22747,2020-08-02,6,period_23_30,C
9162,22747,2020-08-03,0,period_0_00,D
9163,22748,2020-08-02,6,period_23_30,F
9164,22748,2020-08-03,0,period_0_00,D
9165,22749,2020-08-02,6,period_23_30,E
9166,22749,2020-08-03,0,period_0_00,D
9167,22750,2020-08-02,6,period_23_30,C
9168,22750,2020-08-03,0,period_0_00,E
9169,22751,2020-08-02,6,period_23_30,C
9170,22751,2020-08-03,0,period_0_00,D
9171,22752,2020-08-02,6,period_23_30,D
9172,22752,2020-08-03,0,period_0_00,E
9173,22753,2020-08-02,6,period_23_30,F
9174,22753,2020-08-03,0,period_0_00,C
9175,22754,2020-08-02,6,period_23_30,C
9176,22754,2020-08-03,0,period_0_00,E
9177,22755,2020-08-02,6,period_23_30,E
9178,22755,2020-08-03,0,period_0_00,D
9179,22756,2020-08-02,6,period_23_30,E
9180,22756,2020-08-03,0,period_0_00,E
9181,22757,2020-08-02,6,period_23_30,C
9182,22757,2020-08-03,0,period_0_00,C
9183,22758,2020-08-02,6,period_23_30,C
9184,22758,2020-08-03,0,period_0_00,C
9185,22867,2020-08-02,6,period_23_30,C
9186,22867,2020-08-03,0,period_0_00,D
9187,22868,2020-08-02,6,period_23_30,C
9188,22868,2020-08-03,0,period_0_00,D
9189,22869,2020-08-02,6,period_23_30,D
9190,22869,2020-08-03,0,period_0_00,D
9191,22869,2020-12-24,3,period_14_00,F
9192,22869,2021-01-03,6,period_2_00,B
9193,22870,2020-08-02,6,period_23_30,F
9194,22870,2020-08-03,0,period_0_00,E
9195,22871,2020-08-02,6,period_23_30,C
9196,22871,2020-08-03,0,period_0_00,D
9197,22872,2020-08-02,6,period_23_30,E
9198,22872,2020-08-03,0,period_0_00,D
9199,22873,2020-08-02,6,period_23_30,C
9200,22873,2020-08-03,0,period_0_00,D
9201,22874,2020-08-02,6,period_23_30,E
9202,22874,2020-08-03,0,period_0_00,E
9203,22875,2020-08-02,6,period_23_30,C
9204,22875,2020-08-03,0,period_0_00,C
9205,22876,2020-08-02,6,period_23_30,E
9206,22876,2020-08-03,0,period_0_00,E
9207,22877,2020-08-02,6,period_23_30,E
9208,22877,2020-08-03,0,period_0_00,D
9209,22877,2021-01-03,6,period_2_00,C
9210,22878,2020-08-02,6,period_23_30,E
9211,22878,2020-08-03,0,period_0_00,E
9212,22879,2020-08-02,6,period_23_30,C
9213,22879,2020-08-03,0,period_0_00,E
9214,22880,2020-08-02,6,period_23_30,C
9215,22880,2020-08-03,0,period_0_00,E
9216,22881,2020-08-02,6,period_23_30,C
9217,22881,2020-08-03,0,period_0_00,D
9218,22882,2020-08-02,6,period_23_30,F
9219,22882,2020-08-03,0,period_0_00,C
9220,22883,2020-08-02,6,period_23_30,E
9221,22883,2020-08-03,0,period_0_00,E
9222,22884,2020-08-02,6,period_23_30,D
9223,22884,2020-08-03,0,period_0_00,C
9224,22885,2020-08-02,6,period_23_30,E
9225,22885,2020-08-03,0,period_0_00,C
9226,22885,2021-01-03,6,period_2_00,C
9227,22886,2020-08-02,6,period_23_30,B
9228,22886,2020-08-03,0,period_0_00,C
9229,22887,2020-08-02,6,period_23_30,E
9230,22887,2020-08-03,0,period_0_00,E
9231,22888,2020-08-02,6,period_23_30,F
9232,22888,2020-08-03,0,period_0_00,E
9233,22889,2020-08-02,6,period_23_30,C
9234,22889,2020-08-03,0,period_0_00,D
9235,22890,2020-08-02,6,period_23_30,E
9236,22890,2020-08-03,0,period_0_00,D
9237,22891,2020-08-02,6,period_23_30,B
9238,22891,2020-08-03,0,period_0_00,C
9239,22892,2020-08-02,6,period_23_30,C
9240,22892,2020-08-03,0,period_0_00,D
9241,22893,2020-08-02,6,period_23_30,B
9242,22893,2020-08-03,0,period_0_00,E
9243,22894,2020-08-02,6,period_23_30,D
9244,22894,2020-08-03,0,period_0_00,C
9245,22895,2020-08-02,6,period_23_30,E
9246,22895,2020-08-03,0,period_0_00,D
9247,22896,2020-08-02,6,period_23_30,A
9248,22896,2020-08-03,0,period_0_00,C
9249,22897,2020-08-02,6,period_23_30,E
9250,22897,2020-08-03,0,period_0_00,E
9251,22897,2021-03-19,4,period_9_30,A
9252,22898,2020-08-02,6,period_23_30,E
9253,22898,2020-08-03,0,period_0_00,D
9254,22899,2020-08-02,6,period_23_30,D
9255,22899,2020-08-03,0,period_0_00,D
9256,22900,2020-08-02,6,period_23_30,C
9257,22900,2020-08-03,0,period_0_00,D
9258,22901,2020-08-02,6,period_23_30,D
9259,22901,2020-08-03,0,period_0_00,C
9260,22902,2020-08-02,6,period_23_30,C
9261,22902,2020-08-03,0,period_0_00,E
9262,22903,2020-08-02,6,period_23_30,C
9263,22903,2020-08-03,0,period_0_00,C
9264,22904,2020-08-02,6,period_23_30,C
9265,22904,2020-08-03,0,period_0_00,E
9266,22905,2020-08-02,6,period_23_30,C
9267,22905,2020-08-03,0,period_0_00,C
9268,22906,2020-08-02,6,period_23_30,C
9269,22906,2020-08-03,0,period_0_00,D
9270,22907,2020-08-02,6,period_23_30,E
9271,22907,2020-08-03,0,period_0_00,E
9272,22908,2020-08-02,6,period_23_30,E
9273,22908,2020-08-03,0,period_0_00,C
9274,22909,2020-08-02,6,period_23_30,E
9275,22909,2020-08-03,0,period_0_00,D
9276,22910,2020-08-02,6,period_23_30,E
9277,22910,2020-08-03,0,period_0_00,D
9278,22911,2020-08-02,6,period_23_30,A
9279,22911,2020-08-03,0,period_0_00,D
9280,22912,2020-08-02,6,period_23_30,C
9281,22912,2020-08-03,0,period_0_00,D
9282,22913,2020-08-02,6,period_23_30,E
9283,22913,2020-08-03,0,period_0_00,D
9284,22914,2020-08-02,6,period_23_30,E
9285,22914,2020-08-03,0,period_0_00,E
9286,22923,2021-03-15,0,period_10_30,B
9287,22940,2020-11-17,1,period_1_30,E
9288,22941,2020-11-16,0,period_1_30,D
9289,22941,2020-11-19,3,period_2_00,E
9290,22941,2020-12-15,1,period_1_30,D
9291,22943,2020-11-16,0,period_1_30,C
9292,22943,2020-11-17,1,period_1_30,E
9293,22943,2020-11-27,4,period_1_30,E
9294,22946,2020-11-19,3,period_2_00,F
9295,22946,2020-12-01,1,period_1_30,F
9296,22951,2020-12-25,4,period_8_00,C
9297,22955,2020-12-25,4,period_8_00,F
9298,22959,2020-12-25,4,period_8_00,A
9299,22960,2020-12-25,4,period_8_00,A
9300,22961,2020-12-25,4,period_8_00,A
9301,23121,2020-11-15,6,period_10_30,C
9302,23127,2020-11-15,6,period_10_30,C
9303,23130,2020-11-15,6,period_10_30,A
9304,23149,2020-11-15,6,period_10_30,D
9305,23151,2020-11-15,6,period_10_30,F
9306,23151,2020-11-15,6,period_2_00,E
9307,23155,2020-11-15,6,period_10_30,F
9308,23155,2020-11-15,6,period_2_00,E
9309,23161,2020-11-15,6,period_2_00,E
9310,23254,2020-11-19,3,period_8_00,C
9311,23254,2021-01-04,0,period_0_00,A
9312,23256,2020-11-19,3,period_8_00,C
9313,23258,2020-11-19,3,period_8_00,B
9314,23258,2020-12-24,3,period_3_30,A
9315,23264,2020-12-02,2,period_14_30,C
9316,23266,2020-12-02,2,period_14_30,F
9317,23281,2020-12-19,5,period_11_00,D
9318,23282,2020-12-19,5,period_11_00,F
9319,23284,2020-12-19,5,period_11_00,C
9320,23295,2020-09-10,3,period_13_00,A
9321,23295,2020-09-10,3,period_23_30,A
9322,23297,2020-09-10,3,period_13_00,B
9323,23298,2020-09-11,4,period_0_00,E
9324,23300,2020-09-11,4,period_0_00,F
9325,23302,2020-09-10,3,period_23_30,F
9326,23302,2020-09-11,4,period_0_00,F
9327,23303,2020-09-10,3,period_23_30,F
9328,23304,2020-09-10,3,period_23_30,F
9329,23306,2020-09-10,3,period_13_00,B
9330,23306,2020-09-10,3,period_23_30,F
9331,23310,2020-09-10,3,period_13_00,B
9332,23312,2020-09-10,3,period_23_30,A
9333,23314,2020-09-10,3,period_13_00,A
9334,23316,2020-09-10,3,period_23_30,A
9335,23320,2020-09-10,3,period_13_00,B
9336,23324,2020-09-10,3,period_23_30,F
9337,23326,2020-09-10,3,period_13_00,A
9338,23326,2020-09-10,3,period_23_30,F
9339,23332,2020-09-10,3,period_13_00,A
9340,23332,2020-09-10,3,period_23_30,D
9341,23336,2020-09-10,3,period_23_30,F
9342,23339,2020-09-10,3,period_13_00,A
9343,23340,2020-09-10,3,period_23_30,D
9344,23342,2020-09-10,3,period_13_00,A
9345,23344,2020-09-10,3,period_23_30,A
9346,23346,2020-09-10,3,period_13_00,A
9347,23346,2020-09-10,3,period_23_30,A
9348,23348,2020-09-10,3,period_13_00,A
9349,23348,2020-09-10,3,period_23_30,A
9350,23350,2020-09-10,3,period_13_00,A
9351,23350,2020-09-10,3,period_23_30,A
9352,23351,2020-09-10,3,period_13_00,A
9353,23352,2020-09-10,3,period_23_30,A
9354,23356,2020-09-10,3,period_13_00,A
9355,23356,2020-09-10,3,period_23_30,A
9356,23358,2020-09-10,3,period_13_00,A
9357,23358,2020-09-10,3,period_23_30,A
9358,23368,2020-09-10,3,period_13_00,A
9359,23368,2020-09-10,3,period_23_30,A
9360,23376,2020-09-10,3,period_13_00,A
9361,23376,2020-09-10,3,period_23_30,A
9362,23378,2020-09-10,3,period_13_00,A
9363,23378,2020-09-10,3,period_23_30,A
9364,23380,2020-09-10,3,period_13_00,A
9365,23380,2020-09-10,3,period_23_30,A
9366,23382,2020-09-10,3,period_13_00,C
9367,23382,2020-09-10,3,period_23_30,A
9368,23386,2020-09-10,3,period_23_30,A
9369,23388,2020-09-10,3,period_13_00,A
9370,23388,2020-09-10,3,period_23_30,A
9371,23390,2020-09-10,3,period_13_00,A
9372,23390,2020-09-10,3,period_23_30,A
9373,23392,2020-09-10,3,period_13_00,A
9374,23392,2020-09-10,3,period_23_30,A
9375,23394,2020-09-10,3,period_13_00,A
9376,23394,2020-09-10,3,period_23_30,B
9377,23441,2020-08-02,6,period_23_30,C
9378,23441,2020-08-03,0,period_0_00,E
9379,23442,2020-08-02,6,period_23_30,C
9380,23442,2020-08-03,0,period_0_00,D
9381,23443,2020-08-02,6,period_23_30,E
9382,23443,2020-08-03,0,period_0_00,B
9383,23444,2020-08-02,6,period_23_30,C
9384,23444,2020-08-03,0,period_0_00,D
9385,23444,2021-04-05,0,period_10_30,A
9386,23445,2020-08-02,6,period_23_30,E
9387,23445,2020-08-03,0,period_0_00,E
9388,23446,2020-08-02,6,period_23_30,A
9389,23446,2020-08-03,0,period_0_00,E
9390,23446,2021-04-05,0,period_10_30,F
9391,23447,2020-08-02,6,period_23_30,A
9392,23447,2020-08-03,0,period_0_00,E
9393,23448,2020-08-02,6,period_23_30,D
9394,23448,2020-08-03,0,period_0_00,E
9395,23448,2021-04-05,0,period_10_30,E
9396,23449,2020-11-17,1,period_1_30,B
9397,23452,2020-11-19,3,period_2_00,B
9398,23455,2020-12-01,1,period_1_30,D
9399,23456,2020-11-16,0,period_1_30,F
9400,23456,2020-11-17,1,period_1_30,D
9401,23456,2020-11-19,3,period_2_00,E
9402,23456,2020-11-27,4,period_1_30,D
9403,23457,2020-11-17,1,period_1_30,E
9404,23458,2020-11-27,4,period_1_30,E
9405,23460,2020-12-15,1,period_1_30,C
9406,23530,2020-11-16,0,period_1_30,C
9407,23530,2020-11-27,4,period_1_30,C
9408,23530,2020-12-15,1,period_1_30,B
9409,23532,2020-11-19,3,period_2_00,C
9410,23541,2020-11-27,4,period_1_30,C
9411,23544,2021-03-19,4,period_9_30,C
9412,23551,2021-03-19,4,period_9_30,D
9413,23649,2020-12-19,5,period_10_00,C
9414,23650,2021-04-07,2,period_13_30,A
9415,23652,2020-12-19,5,period_13_30,B
9416,23656,2020-12-19,5,period_13_30,F
9417,23665,2021-04-05,0,period_11_00,B
9418,23667,2021-04-05,0,period_11_00,D
9419,23674,2021-04-05,0,period_11_00,C
9420,23685,2020-12-17,3,period_11_30,C
9421,23685,2020-12-30,2,period_11_00,F
9422,23685,2021-04-16,4,period_11_00,E
9423,23713,2020-11-19,3,period_8_00,F
9424,23713,2020-12-17,3,period_11_30,F
9425,23713,2020-12-30,2,period_11_00,A
9426,23713,2021-04-16,4,period_11_00,D
9427,23715,2020-11-19,3,period_8_00,A
9428,23715,2020-12-17,3,period_11_30,A
9429,23715,2020-12-22,1,period_1_30,C
9430,23715,2021-01-04,0,period_0_00,F
9431,23715,2021-04-16,4,period_11_00,B
9432,23766,2020-11-16,0,period_1_00,E
9433,23766,2020-11-17,1,period_1_00,F
9434,23766,2020-11-19,3,period_1_30,D
9435,23766,2020-11-27,4,period_1_00,F
9436,23766,2020-11-29,6,period_5_00,A
9437,23766,2020-12-01,1,period_1_00,E
9438,23766,2020-12-15,1,period_1_30,E
9439,23766,2021-01-15,4,period_4_00,B
9440,23767,2020-11-16,0,period_1_00,B
9441,23767,2020-11-19,3,period_1_30,B
9442,23767,2020-11-29,6,period_5_00,A
9443,23769,2020-11-16,0,period_1_00,C
9444,23769,2020-11-17,1,period_1_00,B
9445,23769,2020-11-19,3,period_1_30,C
9446,23769,2020-12-15,1,period_1_30,B
9447,23770,2020-11-27,4,period_1_00,B
9448,23770,2020-11-29,6,period_5_00,A
9449,23770,2020-12-01,1,period_1_00,B
9450,23770,2021-01-15,4,period_4_00,A
9451,23771,2020-11-16,0,period_1_00,B
9452,23771,2020-11-19,3,period_1_30,B
9453,23771,2020-11-30,0,period_9_30,A
9454,23773,2020-11-27,4,period_1_00,B
9455,23773,2020-12-15,1,period_1_30,C
9456,23773,2021-01-15,4,period_4_00,C
9457,23774,2020-11-17,1,period_1_00,B
9458,23775,2020-11-19,3,period_1_30,C
9459,23776,2020-11-27,4,period_1_00,C
9460,23776,2020-11-29,6,period_5_00,A
9461,23776,2020-12-01,1,period_1_00,B
9462,23778,2020-11-19,3,period_1_30,B
9463,23780,2020-11-16,0,period_1_00,C
9464,23780,2020-11-17,1,period_1_00,C
9465,23780,2020-11-27,4,period_1_00,D
9466,23780,2020-12-01,1,period_1_00,D
9467,23780,2020-12-15,1,period_1_30,F
9468,23780,2021-01-15,4,period_4_00,A
9469,23781,2020-11-27,4,period_1_00,F
9470,23781,2020-11-29,6,period_5_00,A
9471,23781,2020-12-15,1,period_1_30,B
9472,23781,2021-01-15,4,period_4_00,F
9473,23782,2020-08-30,6,period_5_00,D
9474,23782,2021-01-15,4,period_4_00,E
9475,23783,2020-11-29,6,period_5_00,A
9476,23783,2021-01-15,4,period_4_00,C
9477,23784,2020-11-16,0,period_14_00,D
9478,23784,2020-11-17,1,period_12_00,E
9479,23784,2020-11-18,2,period_0_30,D
9480,23784,2020-11-18,2,period_12_00,D
9481,23784,2020-11-19,3,period_12_00,E
9482,23784,2020-11-20,4,period_1_00,D
9483,23784,2020-11-26,3,period_0_30,E
9484,23784,2020-11-26,3,period_12_00,E
9485,23784,2020-11-27,4,period_14_00,C
9486,23784,2020-12-01,1,period_12_30,D
9487,23784,2020-12-15,1,period_11_30,D
9488,23784,2021-01-15,4,period_4_00,D
9489,23785,2020-11-20,4,period_1_00,F
9490,23785,2020-11-26,3,period_0_30,E
9491,23785,2020-12-01,1,period_12_30,C
9492,23785,2021-01-15,4,period_4_00,B
9493,23786,2021-01-15,4,period_4_00,A
9494,23789,2020-11-29,6,period_6_30,A
9495,23789,2021-01-15,4,period_4_00,F
9496,23794,2021-01-15,4,period_4_00,A
9497,23796,2020-11-29,6,period_6_30,A
9498,23796,2021-01-15,4,period_4_00,F
9499,23797,2020-11-29,6,period_6_30,A
9500,23797,2021-01-15,4,period_4_00,C
9501,23799,2021-01-15,4,period_4_00,B
9502,23801,2020-11-29,6,period_6_30,A
9503,23802,2021-01-15,4,period_4_00,A
9504,23803,2020-11-29,6,period_13_30,F
9505,23803,2020-11-29,6,period_6_30,A
9506,23806,2021-01-15,4,period_4_00,A
9507,23807,2020-11-29,6,period_6_30,A
9508,23808,2021-01-15,4,period_4_00,F
9509,23809,2021-01-15,4,period_4_00,F
9510,23812,2020-11-29,6,period_6_30,A
9511,23812,2021-01-15,4,period_4_00,C
9512,23814,2021-01-15,4,period_4_00,C
9513,23818,2021-01-15,4,period_4_00,F
9514,23819,2021-01-15,4,period_4_00,D
9515,23821,2021-01-15,4,period_4_00,D
9516,23823,2021-01-15,4,period_4_00,C
9517,23826,2021-01-15,4,period_4_00,C
9518,23837,2020-11-27,4,period_1_30,C
9519,23838,2020-11-16,0,period_1_30,D
9520,23838,2020-11-19,3,period_1_30,D
9521,23838,2020-12-01,1,period_1_30,C
9522,23839,2020-11-19,3,period_1_30,C
9523,23840,2020-11-16,0,period_1_30,C
9524,23865,2020-11-19,3,period_1_30,F
9525,23883,2020-12-24,3,period_3_00,C
9526,23884,2020-12-19,5,period_10_00,D
9527,23884,2020-12-24,3,period_3_00,A
9528,23884,2021-01-05,1,period_3_30,A
9529,23884,2021-04-15,3,period_5_00,A
9530,23887,2021-03-11,3,period_7_00,A
9531,23931,2020-11-19,3,period_1_30,C
9532,23933,2021-01-04,0,period_2_00,E
9533,23933,2021-01-05,1,period_3_30,B
9534,23933,2021-03-11,3,period_7_00,C
9535,23933,2021-03-16,1,period_10_30,E
9536,23934,2020-12-03,3,period_4_30,B
9537,23934,2021-04-15,3,period_5_00,A
9538,24003,2021-01-05,1,period_2_00,A
9539,24003,2021-03-12,4,period_2_00,A
9540,24023,2020-11-19,3,period_8_00,F
9541,24039,2020-11-30,0,period_4_30,B
9542,24039,2020-11-30,0,period_5_30,B
9543,24040,2020-12-10,3,period_11_30,B
9544,24042,2020-11-30,0,period_4_30,B
9545,24042,2020-11-30,0,period_5_30,B
9546,24044,2020-11-30,0,period_4_30,B
9547,24044,2020-11-30,0,period_5_30,B
9548,24044,2020-12-10,3,period_11_30,B
9549,24048,2020-11-30,0,period_5_30,B
9550,24049,2020-11-30,0,period_4_30,B
9551,24050,2020-12-10,3,period_11_30,B
9552,24053,2020-11-30,0,period_4_30,B
9553,24053,2020-11-30,0,period_5_30,B
9554,24055,2021-04-16,4,period_1_00,B
9555,24060,2020-12-18,4,period_1_30,F
9556,24060,2020-12-22,1,period_1_30,C
9557,24060,2021-04-22,3,period_1_30,F
9558,24061,2020-12-18,4,period_1_30,E
