epoch,train_loss,train_accuracy,train_f1_macro,val_loss,val_accuracy,val_f1_macro,best_val_f1_macro,is_best
1,1.7989278762159764,0.17700891347946765,0.1675469606086139,1.7943119510434324,0.18117100827290802,0.17119129946461148,0.17119129946461148,1
2,1.7916300379641923,0.18145418380699602,0.17051831597204475,1.7872224943273929,0.1856052940228288,0.17469107367649261,0.17469107367649261,1
3,1.7871778254065764,0.18576133337935666,0.1732047496209725,1.782471435173772,0.18903320876714183,0.17671847754040226,0.17671847754040226,1
4,1.7833954179184903,0.18980456887208993,0.17566844556544808,1.7781971815904436,0.19356487483793758,0.1796990543825057,0.1796990543825057,1
5,1.7795911084327511,0.19419454956330504,0.17845822675759648,1.7737489321007367,0.19814222711375434,0.18293626214552666,0.18293626214552666,1
6,1.7754281858522165,0.19926148017691545,0.18193066294351096,1.7687857763233266,0.20281389203027242,0.1865699697436444,0.1865699697436444,1
7,1.7707096702995175,0.20513419396790236,0.18618528090609815,1.7630283202492392,0.20763731967909185,0.1902476600535326,0.1902476600535326,1
8,1.7651589545263742,0.21280915204040815,0.19212752950488401,1.7561419274174368,0.21822316372043699,0.19923576017719175,0.19923576017719175,1
9,1.7585115957347608,0.2230192893510121,0.20012512473795613,1.747737807868721,0.2306744359179336,0.20928368086425914,0.20928368086425914,1
10,1.7503879429537863,0.23518331849975985,0.20919334430303965,1.737365676315977,0.24629698399675132,0.22121461136104548,0.22121461136104548,1
11,1.7404299162258385,0.2492349894990009,0.2193107921436307,1.7245311205210256,0.2610857751356169,0.23189643624150286,0.23189643624150286,1
12,1.728189860467176,0.26429215415158525,0.23016908704749253,1.7087200263597486,0.27551535426388696,0.24234778269589025,0.24234778269589025,1
13,1.7131263891070219,0.27828107078682096,0.2403509695258305,1.6894488161198593,0.2880231280914806,0.25159934266075223,0.25159934266075223,1
14,1.6946875295782886,0.2906794524060753,0.24946580285574438,1.6659943335151537,0.3025501468194695,0.26207759138205616,0.26207759138205616,1
15,1.6720743251852828,0.3039509869418611,0.25879038345484157,1.6370841952176305,0.3214174854379149,0.27544408839303314,0.27544408839303314,1
